@relation 'cellcycle0.names'
@attribute cln3-2                                  numeric
@attribute alpha7                                  numeric
@attribute alpha98                                 numeric
@attribute alpha105                                numeric
@attribute cdc15_10                                numeric
@attribute cdc15_30                                numeric
@attribute cdc15_90                                numeric
@attribute cdc15_120                               numeric
@attribute cdc15_150                               numeric
@attribute cdc15_160                               numeric
@attribute cdc15_180                               numeric
@attribute cdc15_200                               numeric
@attribute cdc15_230                               numeric
@attribute cdc28_60                                numeric
@attribute cdc28_90                                numeric
@attribute cdc28_120                               numeric
@attribute cdc28_130                               numeric
@attribute cdc28_160                               numeric
@attribute elu30                                   numeric
@attribute elu90                                   numeric
@attribute elu120                                  numeric
@attribute elu150                                  numeric
@attribute elu210                                  numeric
@attribute elu300                                  numeric
@attribute elu360                                  numeric
@attribute elu390                                  numeric
@attribute class {11.02.03.01,01.04,43.01.03.09,32.01,12.04.01,14.10,20.09.07.03,16.03.03,42.01,01.05,20.03,01.03.01.03,10.01.09.05,11.02.03.04,12.10,01.05.25,16.19.03,11.04.03.01,34.11.03.07,14.04,16.01,43.01.03.05,42.16,12.01.01,01.07.01,20.09.07,32.07,01.05.02.07,01.06,20.09.04,20.01.13,01.06.02.01,11.06.02,10.01.05.01,20.09.13,14.07.02.02,12.07,14.13,10.03.01,10,16.03.01,42.04,34.01.01.01,01.01,11,20.01.01.01,20.01.03,11.04.01,01.03.01,14.07.11,20.09.18,20.01.07,20.01.15,14.01,01.06.06.11,14.13.01.01,10.03.02,20.01.10,01.02,99,32.01.01,14.13.01,02.13.03,14.07.05,01.03.04,16.21.07,14.07,40.01,12.04,10.01.05,42.10,10.03.01.01,01.01.06,10.03.04,01.01.09,20.01,20.09,11.04,18.02,02,01}
@data
0.15,-0.61,0.24,-0.05,-0.07,0.2,0,0.36,-0.25,-0.17,0.59,0.5,-0.09,0.22,0.02,-0.33,-0.19,-0.27,-0.76,-0.07,0.03,0.28,0.18,-0.15,0.05,0.15,14.04
0.14,-0.2,0.06,0.23,0.11,0.05,0.21,-0.36,0.28,-0.24,-0.54,-0.86,-0.14,-0.02,-0.05,0.2,0.0572674,-0.06,-0.46,0.38,0.14,0.01,0.15,0.01,-0.08,-0.08,01.04
0.18,0.65,0.09,-0.1,0,-0.07,-0.3,0.2675,-1.32,0.23,0.48,-0.295,0.115,0.41,-0.33,0,0.065,-0.01,-0.04,0.41,0.39,-0.14,0.13,-0.31,-0.2,0.13,10.01.05
-0.45,-0.38,0.18,0.16,0.21,0.26,0.48,-0.43,0.12,-0.31,-1.03,-0.27,-0.14,0.3,0.18,-0.24,0.23625,-0.24,-0.05,-0.33,-0.2,-0.17,0.17,-0.07,0.21,-0.05,12.04.01
-0.06,-0.07,-0.07,-0.29,0.03,-0.23,0.45,-0.37,0.05,-0.07,0,-0.48,-0.65,0.04,0.1,0.11,-0.07,0.31,-0.36,0.41,0.2,0.17,-0.05,0.12,-0.32,-0.13,43.01.03.05
-0.58,0,0,0.16,-1.81,-0.87,-2.22,0.84,0.97,1.21,-0.35,-0.75,0.89,-1.7,1.13,0.0370732,0.71,1.51,0.17,0.61,0.17,0.14,-0.21,-0.3,-0.26,0.08,34.11.03.07
-0.22,-0.23,-0.19,0.02,0.77,0.8,-1.6,-0.68,0.33,0.07,0.23,0.18,-0.71,-0.29,0.02,-0.01,-0.29,-0.22,-0.34,0.31,0.56,0.31,0.13,0.35,-0.46,-0.12,01.06
0.15,-0.25,0.04,-0.03,0.01,-0.04,0.07,0.21,-0.07,0.18,-0.18,0.24,0.14,0.06,0,-0.44,0.0609091,0.17,-0.02,0.06,-0.04,-0.1,0.04,0.1,-0.19,-0.13,20.09.07
-0.84,0.06,0.12,0.31,-0.14,-0.06,-0.16,-0.29,0.17,-0.2,-0.34,-0.43,0.44,-0.1,0.36,-0.36,0.0317442,0.24,-0.13,-0.15,-0.25,-0.34,0.25,0.09,0.16,-0.1,43.01.03.05
-0.58,0.3,-0.25,-0.44,-0.17,0.27,-0.18,-0.21,0.51,-0.21,0.08,-0.07,-0.22,0.01,0.14,-0.19,-0.22,-0.54,-0.54,0.36,0.13,0,0.26,0.02,-0.51,-0.02,02
0.64,-0.53,0,0.12,-0.0577124,-0.025414,-0.0658974,-0.0716352,0.111154,-0.104277,0.0456129,0.000743243,0.0779747,0.08,-0.2,0.4,-0.0189583,0.24,0.04,-0.13,-0.06,-0.01,0.15,0.07,-0.21,0.19,14.04
-0.12,-0.26,-0.08,0.12,0.44,0.39,0.07,-0.74,-0.11,0.13,-0.31,-0.43,0.59,0.31,0.09,-0.17,-0.05,-0.14,-0.11,-0.07,-0.07,0.05,-0.04,-0.11,-0.02,0.18,11.02.03.01
-0.69,-0.11,-0.24,0.11,0.1,-0.01,-0.07,0.14,-0.08,-0.14,0.64,0.05,0.24,0.26,-1.05,0.08,0.14,0.0206516,0,-0.24,-0.09,0.26,0.08,0.02,-0.24,0.2,11.02.03.04
-0.18,0.25,0.12,-0.08,-0.0663878,-0.0112687,-0.0996617,-0.0476604,0.152283,-0.0568045,0.114633,0.0252632,0.0280755,0.07,0.07,-0.43,0.0572674,-0.13,-0.4,-0.24,-0.26,-0.15,0.2,0.17,0.06,0.06,01.04
0.66,-0.0463333,0.04,0.12,0.08,0.15,-0.06,-0.41,0.23,-0.27,-0.13,-0.45,-0.39,-0.46,0.02,0.39,0.1,-0.2,-0.1,0.4,-0.06,-0.01,0.16,0.01,-0.32,0.11,01.02
-0.58,0.1,-0.28,-0.06,-0.01,-0.76,0.09,0.1,-0.15,0.01,0.66,0.33,0.39,-0.09,0.31,-0.28,0.0399099,-0.14,0.13,0.32,-0.53,-0.64,-0.04,-0.29,0.38,0.34,01.05
-1.18,-0.03,-0.08,-0.25,0.24,0.32,0,0.14,0.07,-0.26,-0.28,0.16,0.31,0.18,-0.19,-0.5,0.08,-0.37,0.71,0.45,0.31,0.08,-0.17,0.17,-0.53,-0.13,11.04.01
-1.74,0.35,0,0.21,0.15,0.26,-0.68,0.51,-0.53,0.43,0.64,0.203333,0.28,-0.41,-0.41,-0.41,-0.08,-0.31,0.61,0.81,-0.18,-0.56,-0.31,-1.28,0.98,0.47,01.05.02.07
-0.42,-0.35,0.02,0.02,0.54,0.24,0.4,-0.51,0.34,-0.7,-1.22,-0.54,0.33,0.26,-0.12,0.23,-0.0329412,0.13,-0.27,0.13,0.3,0.11,0.08,0.1,0.14,-0.04,16.01
0.57,-0.47,0.36,0.23,0.05,0.28,0.15,-0.21,-0.14,-0.21,-0.34,-0.41,0.56,0.32,0.36,-0.21,0.00894737,-0.08,-0.35,-0.02,0.3,0.2,0.05,-0.05,-0.11,-0.14,12.10
-0.23,-0.09,0.21,0.12,0.35,0.31,0.27,-0.31,0.06,-0.33,0.11,-0.38,-0.47,0.2,-0.44,-0.07,-0.07,0.1,-0.03,0.32,0.36,0.12,0.11,0.11,-0.58,-0.27,16.01
-0.62,-0.38,-0.08,0.13,1.07,1.19,0.29,0,-0.16,-0.42,0.4,-0.79,-0.34,0.13,0.19,-0.187812,-0.38,-0.05,-0.27,0.64,1.18,1.09,0.13,0.19,-0.9,-0.31,12.01.01
-0.56,-0.63,0.33,0.13,-0.13,0.01,0.01,0.09,-0.17,-0.17,0.01,0.29,0.26,0.15,-0.17,0.31,-0.0271429,0.1,0,0.16,0.25,-0.31,-0.06,-0.15,0.07,0,01.06.02.01
-0.71,0.09,0.27,0.07,-0.09,-0.05,-0.12,-0.32,-0.22,0.06,-0.34,-0.2,-0.09,0.17,0.27,0.01,-0.0329412,-0.14,-0.22,0.2,0,0.05,-0.02,-0.47,-0.45,-0.18,16.01
0.46,-0.27,0.05,-0.16,1.2,0.38,0.06,0.44,-0.01,-0.2,0.09,-0.32,-0.98,0.44,-0.2,0.08,0.128649,-0.14,-0.31,-0.27,0.29,0.15,0.4,-0.1,0.01,0.21,20.09.18
0.04,-0.1,0,0.01,-0.33,-0.11,0.07,0.86,0.03,-0.01,0.09,0.368235,0.29,0.05,-0.18,0.12,-0.04,-0.21,-0.46,-0.24,-0.14,0.1,0.3,0.1,0.14,0.28,32.07
-0.06,0.07,-0.1,0.29,-0.58,-0.01,-0.52,-0.33,0.25,-0.41,0.31,-0.26,0.92,0.27,0.11,-0.26,-0.14,-0.151667,0.25,-0.23,-0.31,-0.14,0.1,0.26,0.01,0.15,02
-0.23,0.16,-0.05,-0.13,-0.01,0.32,-0.53,-0.14,0.2,0.14,0.56,-0.0183871,-0.21,-0.25,0.12,0.08,-0.07,-0.31,-0.16,-0.12,0.04,0.14,0.09,-0.07,0.17,-0.05,43.01.03.05
0.06,0.02,0.11,-0.25,0.35,0.41,0.34,-0.68,0.38,-0.11,-0.11,-0.43,-0.8,0.1,0.56,-0.06,0.15,0.34,-0.15,-0.32,-0.18,-0.18,0.25,-0.13,0.28,0.29,01.07.01
0.1,0.06,-0.12,0.07,0.64,0.68,-0.11,-0.13,0.2,-0.41,-1.11,-0.05,0.77,-0.02,-0.18,0.01,-0.07,0.12,0.01,-0.04,0.06,0.16,-0.06,0.14,-0.04,-0.04,10
0.43,-0.21,0.11,0.19,-0.72,-0.91,0.28,0.77,-0.2,0.62,0.43,0.57,-0.55,0.31,0.59,-0.15,0.0399099,-0.04,-0.46,-0.32,-0.17,0.07,0.32,0.15,-0.1,-0.11,01.05
-0.1,-0.21,-0.25,0.08,0.22,0.21,-0.33,-0.39,-0.23,-0.15,-0.08,-0.24,0.91,0.36,-0.08,0.02,-0.2,-0.33,-0.02,0.66,0.12,0.17,0.17,-0.07,-0.01,0.08,01.04
-0.76,0.09,-0.57,-0.04,-0.13,0.22,-0.38,-0.05,0.08,0.31,0.84,-0.0210703,0.35,0.32,-0.57,0.24,0.15,0.21,0.09,0.47,0.38,0.16,-0.36,-0.01,-0.55,-0.22,11.02.03.04
-0.746667,0.12,-0.43,0.17,0.24,0.11,-0.18,0.6,0.7,0.23,0.48,-0.295,0.69,-0.45,0.38,-0.03,0.03,0.03,0.07,0.19,0.48,-0.15,-0.36,-0.08,-0.33,-0.04,10.01.05
-0.79,0.34,0.34,0.34,-0.7,-0.53,-0.51,0.3,-0.11,0.47,0.22,2.08,0.04,-0.58,-0.12,-0.46,-0.12,0.26,0.39,0.41,0.1,-0.19,-0.11,0.04,-0.47,0.21,20.09.18
-0.45,-0.35,-0.1,-0.27,0.03,0.31,-0.05,-0.02,0.22,-0.11,0.08,0.0561765,0.27,0.1,-0.1,0.06,0.0773913,0.23,-0.14,0.03,0.38,0.1,0.05,0.07,-0.06,-0.14,11.04.03.01
-0.51,-0.13,-0.05,-0.04,-0.0630769,0.41,-0.68,0.16,1.07,0.12,0.15,-0.17,0.58,0.13,-0.15,-0.36,-0.19,0.07,0.06,0.15,0.06,0.09,0.31,-0.21,-0.07,0.05,01.07.01
-0.15,-0.16,-0.07,-0.36,-0.08,0.25,0.04,-0.39,-0.07,-0.26,-0.13,-0.08,0.07,-0.2,0.17,0.14,-0.04,-0.13,0.11,-0.22,-0.22,-0.32,0.03,0.16,0.2,0.1,14.04
0.29,-0.43,0.08,0.08,-0.2,0.02,0.43,0.04,0.22,-0.24,0.1,-1.49,-0.29,0,0.36,0.22,-0.0388889,0.12,-0.83,-0.08,0.25,0.26,0.63,-0.12,0.09,0.04,16.19.03
0.42,-0.96,0.32,0.32,0.03,0.2,0.32,0.28,0.03,-0.11,-0.67,-0.06,-0.11,-0.19,0.25,0.18,0.11,0.22,-0.36,-0.04,0.46,0.29,0.52,-0.13,-0.26,-0.18,12.10
-0.0581022,-0.86,0.45,0.63,-0.77,-0.86,0.91,-0.18,-0.22,-0.23,-0.29,-0.07,1.12,1.04,0.38,-0.36,0.0317442,0.67,-0.52,-0.5,-0.32,-0.38,0.29,0.54,-0.02,0.56,43.01.03.05
0.1,-0.11,-0.08,0,-0.04,-0.38,-0.19,-0.03,0.36,-0.13,0.01,-0.03,-0.19,-0.29,0.27,0.16,0.04,-0.04,-0.56,-0.14,-0.32,0.01,0.41,0.03,0.34,0.28,14.07.11
-0.81,-0.09,-0.25,-0.37,-0.19,0.05,-0.12,0.08,0.3,-0.16,-0.42,0.1,0.23,-0.17,0.44,-0.22,0.07,-0.07,0.09,-0.12,-0.12,-0.26,0.09,0.38,0.12,-0.2,12.04
-1.06,-0.42,0.1,-0.09,-0.41,0.04,-0.02,0.08,0.82,0.48,-0.08,-1.22,-0.63,0.11,0.71,0.56,0.04,0.43,-0.08,0.4,0.01,-0.1,0.21,-0.05,0.09,0.5,10.01.05
0.24,0.13,0.07,0.29,-0.21,-0.32,-0.13,0.36,0.27,0.21,-0.19,-0.41,0.24,-0.03,0.11,0.11,-0.014,0.16,-0.09,-0.08,-0.3,-0.3,0.18,-0.01,0.32,0.02,01.05.25
0.11,0.28,0.35,0.08,-1.32,-0.39,-0.97,-1.03,0.61,-0.13,-0.17,-0.12,0.16,-0.25,0.77,0.02,0.11,0.51,2.28,-0.3,-0.83,-0.89,-0.71,-0.66,0.02,-0.3,32.07
0.08,-0.05,0.26,-0.13,-0.163357,-0.151507,-0.0834266,-0.00971429,0.186596,0.0421277,0.126838,0.0476336,-0.0907801,-0.34,0.33,0.31,0.0399099,0.36,-0.69,-0.24,0.56,0.42,0.34,0.42,-0.2,0.02,01.05
-0.07,-0.2,0.04,0.18,-0.31,-0.37,0.31,-0.52,0.1,0.16,0.39,0,0,0.18,0.3,0.01,0.112941,0.23,0.18,0.12,0.21,0.36,-0.02,-0.03,-0.07,0.27,01.06.06.11
-0.94,0.25,0.01,0.11,-0.56,-0.32,-0.37,0,0.09,-0.13,0.53,0.14,0.9,-0.4,0.98,-0.19,-0.33,0.58,0.12,0.25,0.55,0.34,0.11,0.14,-0.42,-0.46,12.01.01
0.23,-0.14,0.02,0.13,0.07,-0.01,0.09,0.27,0.42,0.49,-0.57,-0.43,-0.75,0.05,-0.49,0.39,-0.02,0.22,-0.54,-0.14,0.14,0.21,0.37,0.09,-0.06,0.25,42.01
-0.45,0.39,-0.27,-0.05,-0.02,0.43,-0.35,-0.35,0.1,-0.09,0.27,-0.43,0.48,0.05,-0.15,-0.12,-0.0277778,-0.21,0.1,0.36,0.54,0.43,-0.06,0.04,-0.3,0.07,01.03.04
-0.49,0.01,-0.48,0.01,0.64,0.67,0.05,-0.5,0.06,-0.39,0.11,-0.32,0.25,0.53,-0.3,-0.6,-0.24,-0.56,-0.1,0.42,0.8,0.64,-0.15,0.27,-0.55,-0.2,16.03.03
-1.36,-0.19,-0.33,-0.09,-0.26,0.39,-0.43,-0.07,-0.04,-0.34,0.85,0.63,0.34,-0.38,-0.28,-0.23,-0.1,-0.43,-0.34,0.23,0.33,-0.17,0.05,0.05,-0.34,-0.13,10.01.05
-0.29,-0.101117,0.18,0.03,0.00308357,0.0985319,-0.58,-0.150625,0.109713,-0.0980737,0.027194,-0.0210703,0.0642286,0.04,-0.29,0.41,0.32,0.26,-0.28,-0.13,-0.26,-0.55,-0.02,-0.34,0.38,0.09,11.02.03.04
-0.15,0.83,-0.27,0.06,0.42,0.14,-0.46,-0.194783,-0.27,-0.200866,-0.0293117,-0.053125,0.175415,-0.03,-0.36,0.07,0.14,0.33,0.03,0.18,-0.26,-0.31,-0.09,-0.23,0.11,-0.07,16.01
0.18,0.84,0.11,0.07,-0.1,0.34,-0.26,-0.22,0.21,0.58,0.14,0.14,0.04,-0.52,0.1,0.29,0.02,-0.76,0.26,-0.04,0.01,0.25,-0.11,-0.17,0.08,-0.29,16.01
-0.6,0,0,0.12,0.18,0.28,0.16,-0.24,-0.05,0.07,-0.32,-0.03,-0.41,0.44,0.04,-0.17,-0.01,-0.24,-0.24,0.11,-0.32,-0.17,0.05,-0.08,-0.34,0.11,14.13.01
-0.15,-0.15,0.27,0.24,-0.28,0.01,0.11,0.04,0.14,-0.09,-0.43,-0.35,0.27,-0.09,1.19,-0.37,-0.02,0.01,-0.34,0.36,0.4,0.52,0.25,0.18,-0.56,-0.41,12.01.01
2.79,-0.54,0.17,-0.02,-1.86,0.83,-1.04,-0.86,1.59,1.66,0.69,-0.3,-0.73,-0.67,-0.38,0.76,0.07,-0.7,-1.18,-0.43,0.08,0.52,0.71,0.08,-0.4,0.01,43.01.03.05
-0.17,0.05,-0.03,-0.16,0.15,0.08,0.44,0.19,0.33,-0.22,-0.1,-0.17,-0.76,-0.05,-0.38,-0.41,-0.67,-1.17,-0.04,-0.21,-0.37,-0.23,0.01,-0.16,0.22,0.23,10.01.05.01
0.11,0.19,-0.37,0.01,-0.48,0.08,0,-0.12,0.01,-0.16,-0.02,-0.0816667,0.33,0.26,0.01,-0.36,-0.06,-0.33,0.01,-0.1,-0.23,-0.16,0.16,-0.25,0.06,0.26,14.07.05
-1.79,0,-0.34,-0.09,0.03,0.45,-0.14,-0.29,-0.36,-0.12,0.1,-0.03,0.06,0.49,-0.3,-0.06,-0.3,-0.59,-0.09,0.38,0.32,-0.25,-0.37,-0.25,0.2,0.19,01.06
-0.84,0.12,-0.12,-0.12,0.04,0.78,-0.75,0.67,-0.81,0.23,0.04,0.51,-0.11,-0.62,0.06,-0.13,0.09,-0.07,0.11,0.01,0.01,0.03,0.06,-0.02,0.05,0.19,20.01.03
0.81,1.89,0.1,-0.27,-0.09,-0.64,0.1,0.17,-0.51,0,0.33,0.49,0.44,0.22,-0.41,-0.36,-0.07,-0.33,0.8,-0.2,-0.2,-0.46,-0.27,0.01,-0.08,0.5,01.05.02.07
-0.86,-0.59,0.08,-0.16,0.97,0.86,0.23,-0.08,-0.02,-0.58,-0.63,-0.13,-0.28,0.22,-0.5,0.23,0.0572674,-0.13,-0.18,0.3,0.44,0.11,0.27,0.15,-0.41,0.15,01.04
-1.15,0,0.0496429,-0.25,0.04,0.01,-0.18,0.28,-0.45,-0.15,0.54,0.1,-0.33,0.12,0.12,-0.01,-0.08,-0.94,-0.05,0.16,0.02,-0.13,0.11,-0.05,-0.0141379,-0.03,20.09.18
-0.4,0.24,-0.08,0.23,-0.58,-0.53,-0.13,0.18,-0.11,0.01,-0.06,0.04,0.15,0.35,0.03,0.08,0.01,-0.15,-0.2,0.09,-0.24,-0.17,0.08,-0.22,-0.24,0.18,10.03.01
0.08,0.682857,0.21,0.34,-0.41,-0.66,0.07,0.23,-0.14,0.18,0.57,0.57,0.48,0.31,-0.22,0.08,0.26,-0.13,-0.35,-0.1,-0.66,-0.18,0.25,0.29,0.1,0.03,02
-1.06,0.09,-0.11,-0.07,-0.26,-0.01,-0.32,-0.09,-0.09,-0.26,-0.26,0.46,0.54,0.23,0.48,0.06,0.0572674,0.87,0.2,-0.1,-0.39,-0.64,-0.01,-0.14,-0.14,0.12,01.04
-0.15,3.32,-0.58,-0.66,-0.27,0.11,-0.52,0.41,0.35,0.02,0.31,-0.0934375,0.13,-0.06,0.0931707,0.18,0.0317857,-0.71,-0.62,0.02,0.1,-0.15,0.04,0.32,-0.55,0.23,34.11.03.07
0.41,-0.47,0.21,0.23,0.46,0.12,0.73,-0.66,-0.21,-0.23,-0.45,1.12,0.08,0.12,-0.02,-0.15,0.04,0.09,-0.27,0.33,0.95,0.91,0.49,0.2,-0.84,-0.43,02
0.34,-0.53,0.27,0.02,-0.49,-0.06,0.34,-0.51,0.42,0.36,0.43,0.33,-0.53,-0.08,-0.2,-0.06,0.68,-0.62,-0.47,-0.17,0.09,0.31,0.19,0.33,-0.13,-0.08,42.01
-0.219622,0,0.07,-0.24,0.08,-0.05,0.05,-0.23,-0.12,-0.08,0.06,0.12,-0.02,-0.07,-0.45,-0.35,0.46,-0.28,-0.09,-0.13,-0.01,-0.2,0.06,0.12,-0.23,0.02,11.02.03.04
0.06,-0.01,-0.03,0.13,0.42,0.3,0.18,-0.54,0.06,-0.49,-0.15,0.14,0.15,-0.1,0,-0.27,0.0378049,-0.13,-0.11,0.2,0.44,0.21,-0.22,-0.11,-0.25,-0.18,16.03.03
0.96,-0.38,0.33,0.03,-0.84,-0.89,0.54,0.09,0.14,0.48,0.78,0.84,-1.22,-0.09,-0.09,0.32,0.3,-0.26,-0.1,-0.62,-0.16,0.11,0.29,-0.2,0.09,-0.07,20.09.13
-0.51,-0.23,-0.02,-0.06,-1.28,-0.81,-1.75,0.3,0.5,0.01,-0.59,-0.28,0.7,-0.6,-0.24,-0.05,-0.0329412,1,0.15,0.02,0.1,-0.18,0.23,0.23,-0.96,0.02,16.01
0.6,-0.2,0,0.03,-0.22,0.2,-0.34,-1.04,0.63,0.12,0.48,-0.37,0.64,0.15,-0.56,0.35,0.14,-0.17,-0.26,-0.34,-0.01,0.49,0.24,0.1,-0.3,0.25,10.01.05.01
-0.34,-0.13,-0.05,-0.13,-0.55,-0.26,0.13,-0.57,0.04,-0.46,-0.2,0.1,0.39,-0.16,0.26,0.32,0.63,-0.29,-0.147895,-0.31,-0.01,-0.12,0.15,-0.01,-0.31,0.23,10.03.02
0.31,-0.07,0.09,0.06,0.35,-0.01,0.22,-0.06,0.15,-0.94,0.04,0.48,0.35,0.14,-0.28,0.18,0.00829787,0.32,-0.19,0.25,0.43,0.22,-0.02,0.3,-0.32,-0.13,11.02.03.04
0.9,-0.6,-0.05,0.11,-0.69,-1.29,0,-0.45,0.21,-0.34,0,0.19,0.33,-0.09,0.26,0.0558633,-0.01,0.24,-0.04,-0.37,-0.49,-0.46,0.58,-0.19,0.48,0.29,01.04
-0.04,-0.09,-0.02,-0.26,-0.03,-0.03,0.11,-0.43,-0.06,-0.55,-0.21,0.44,-0.19,-0.03,-0.36,-0.02,-0.06,0,-0.14,0.66,0.32,0.09,0.13,-0.14,-0.31,0.1,10
-0.51,0.57,0.04,0.24,-0.63,-0.53,-0.11,0.25,0.15,0.79,0.68,0.18,-0.59,-0.15,0.58,0.24,0.55,0.2,-0.0812329,0.12,-0.33,-0.21,0.1,-0.12,0.14,0.14,01.04
0.41,-0.02,0.05,0.1,-0.65,-0.21,0.14,0.09,-0.03,-0.12,0.06,-0.4,-0.11,-0.11,0.12,-0.08,0.0624242,-0.19,0.17,-0.39,-0.39,-0.45,0.03,-0.03,0.11,-0.07,10.03.01
-0.84,0.36,-0.21,-0.03,0,-0.12,0,0.14,-0.17,0,0.09,-0.14,-0.48,-0.32,-0.03,-0.09,0.13,0.08,0.08,0.18,-0.66,-0.58,0.08,-0.66,0.76,0.13,01.05.02.07
-0.2,0.1,-0.03,-0.21,-0.46,-0.62,0.29,0.84,-0.46,0.26,-0.39,0.1,-0.24,-0.22,0.34,0.25,0.33,0.07,0.28,-0.42,-0.36,-0.33,0.04,-0.1,0.25,0.24,16.01
-0.07,-0.29,0.04,0.11,0.47,0.47,0.14,-0.18,0.09,-0.6,-0.95,-0.04,0.16,-0.09,-1.09,0.65,0.39,0.48,0.02,0.3,0.04,-0.16,0.09,-0.01,-0.24,0.18,14.07.02.02
-0.27,-0.31,0.23,0.13,0.22,0.13,-0.12,-0.03,0.26,-0.22,-0.06,0.58,0.11,0.29,-1.03,0.23,0.14,0.103594,-0.19,0.13,0.19,0.06,0,0.25,-0.21,-0.05,16.01
0.26,-0.101117,0,0.13,-0.14,-0.05,0.28,-0.27,-0.1,0.01,0.08,-0.7,-0.09,0.41,-0.29,-0.06,0.04,-0.58,-0.27,0.14,-0.2,0.08,0.08,-0.08,-0.24,0.16,11.02.03.04
0,-1.06,0.35,0.15,0.24,-0.11,0.87,-0.18,-0.03,-0.38,0.24,-0.11,-0.58,0.2,0.09,0.01,0.0905556,-0.07,-0.33,-0.05,0.17,0.31,0.06,0.23,-0.31,0.22,01.06
-0.22,-0.25,0.22,0.31,-0.07,0.03,0.36,-0.59,0.17,-0.41,-0.15,-0.51,0.18,0.29,0.07,-0.16,0.46,-0.28,-0.07,-0.03,0.05,-0.07,0.02,-0.22,-0.01,-0.22,16.03.03
-0.89,0.27,-0.03,0.08,0.9,0.66,-0.71,-0.23,-0.29,-0.45,0.31,0.03,-0.41,0.44,-0.36,-0.01,0.17,-0.07,-0.42,0.06,-0.03,-0.1,0.25,-0.13,0.29,0.45,11.04.03.01
0.46,0.01,-0.16,-0.24,0.3,0.47,0.03,-0.07,0.3,0.12,0,-0.95,0.08,0.07,0.04,-0.37,-0.139714,-0.38,0.01,-0.02,0.51,0.27,0.01,0.35,-0.41,-0.07,10.01.05.01
-0.2,0.04,-0.01,-0.21,-0.2,0.14,-0.17,-0.35,0.72,-0.26,0.05,0.3,0.25,0.03,-0.05,0.12,0.148286,0.23,-0.07,0.42,0.44,0.04,-0.13,0.19,-0.04,-0.31,14.10
0.58,0.23,0.13,-0.27,-0.21,-0.32,0.17,-0.64,1.69,0.44,0.02,0.24,-0.47,0.01,0.17,0.4,0.0386667,-0.53,-0.4,-0.84,-0.49,-0.15,0.26,0.03,0.64,0.3,01.05.02.07
-0.58,-1.1,-0.08,-0.06,-0.109565,-0.141458,-0.212766,0.150638,0.0222222,-0.00369565,0.136739,0.10913,0.0995745,-0.01,-0.59,-0.09,-0.034,0.1,-0.07,0.58,0.77,0.7,-0.07,-0.21,-0.4,-0.05,32.01
-0.58,-0.36,-0.01,-0.03,-0.29,0.3,0.09,-0.46,0.31,-0.42,-0.08,0.09,0.12,0.22,-0.38,0.12,0.43,0.08,0.07,-0.15,0.01,-0.32,-0.03,-0.15,0.11,0.05,43.01.03.05
-0.18,0.81,0.17,-0.26,-0.45,-0.54,0.57,-0.27,0.38,-0.53,-1.19,-0.79,-0.61,-0.26,0.8,0.19,0.07625,0.62,-0.24,-0.19,0.05,-0.11,0.16,0.02,0.21,0.13,20.01.15
-0.92,0.01,0.1,0.08,-0.09,-0.34,-0.4,-0.150625,-0.03,-0.0980737,0.027194,-0.0210703,0.0642286,0.45,-0.31,-0.09,-0.08,-0.05,-0.23,0.01,0.05,-0.15,0.05,0.03,0.01,0.11,11.02.03.04
-0.25,-0.33,0.27,-0.09,-0.31,0.04,0.01,-0.33,1.05,-0.24,-0.01,0.04,-0.19,0.06,0.74,-0.01,0.34,0.0343796,0.41,-0.14,-0.18,-0.32,-0.03,-0.2,0.17,-0.03,01.04
0.23,-0.2,0.37,0.15,-0.21,-0.15,0.21,-0.19,0.13,-0.3,-0.19,-0.15,0.11,-0.04,0.67,0.18,0.11,0.3,-0.33,0.12,0.12,0.09,0.35,0.14,-0.08,0.03,01.01.09
-0.6,2.81,-0.15,0.04,-0.18,-0.26,0.07,0,-0.24,0.03,0.39,-0.14,-0.18,-0.1,-0.25,0.06,0.01,0.0187059,-0.01,0.32,-0.17,0.04,-0.15,0.05,-0.06,-0.03,42.01
-0.84,0.72,-0.34,0,0.8,0.02,0.05,0.14,-0.21,-0.56,0.4,-0.01,-0.89,0.3,-0.81,-0.2,0.0399099,0.38,-0.46,0.41,0.13,0.31,0.17,-0.21,-0.05,-0.03,01.05
-0.43,-0.08,-0.05,-0.35,-0.45,-0.57,0.24,0.53,0.0183333,-0.01,-0.13,0.34,-0.31,-0.37,0.78,-0.01,0.124762,-0.05,0.28,-0.25,-0.15,-0.71,-0.21,-0.15,0.88,0.1,42.16
-0.03,0.6,-0.05,-0.13,-0.72,-0.65,-0.22,0,0.22,0.02,0.06,-0.36,0.06,0.06,0.97,0.26,-0.57,0.09875,-0.19,-0.46,-0.86,-0.53,0.26,0.09,0.65,0.67,20.03
-0.01,-0.232222,0.14,-0.04,-0.44,-0.22,0.25,-0.08,0.55,-0.12,-0.17,0.2,-0.29,-0.13,0.49,-0.08,0.07,0.1,0.57,-0.37,-0.18,-0.34,-0.03,0.16,0.31,-0.09,20.09.07.03
-0.01,-0.18,0.42,0.56,0.27,-0.05,-0.0658974,-0.05,0.111154,-0.16,0.2,0.51,0.15,-0.1,0.24,-0.06,-0.0189583,0.2,-0.19,0.18,0.24,0.15,0.05,0.06,-0.13,0.03,14.04
