@relation 'cellcycle0.names'
@attribute cln3-1                                  numeric
@attribute alpha105                                numeric
@attribute alpha112                                numeric
@attribute cdc15_30                                numeric
@attribute cdc15_80                                numeric
@attribute cdc15_100                               numeric
@attribute cdc15_170                               numeric
@attribute cdc15_180                               numeric
@attribute cdc28_50                                numeric
@attribute cdc28_60                                numeric
@attribute cdc28_80                                numeric
@attribute cdc28_90                                numeric
@attribute cdc28_120                               numeric
@attribute cdc28_160                               numeric
@attribute elu0                                    numeric
@attribute elu30                                   numeric
@attribute elu300                                  numeric
@attribute elu390                                  numeric
@attribute class {11.02.03.01,01.04,43.01.03.09,32.01,12.04.01,14.10,20.09.07.03,16.03.03,42.01,01.05,20.03,01.03.01.03,10.01.09.05,11.02.03.04,12.10,01.05.25,16.19.03,11.04.03.01,34.11.03.07,14.04,16.01,43.01.03.05,42.16,12.01.01,01.07.01,20.09.07,32.07,01.05.02.07,01.06,20.09.04,20.01.13,01.06.02.01,11.06.02,10.01.05.01,20.09.13,14.07.02.02,12.07,14.13,10.03.01,10,16.03.01,42.04,34.01.01.01,01.01,11,20.01.01.01,20.01.03,11.04.01,01.03.01,14.07.11,20.09.18,20.01.07,20.01.15,14.01,01.06.06.11,14.13.01.01,10.03.02,20.01.10,01.02,99,32.01.01,14.13.01,02.13.03,14.07.05,01.03.04,16.21.07,14.07,40.01,12.04,10.01.05,42.10,10.03.01.01,01.01.06,10.03.04,01.01.09,20.01,20.09,11.04,18.02,02,01}
@data
-0.27,0.08,0.15,0.0686207,-0.0255172,-0.0562069,0.0375862,-0.175,0.07,0.11,-0.02,0.74,-0.41,0,0.1,-0.15,-0.21,-0.1,12.10
0.34,-0.04,-0.28,0.2,0.56,0.18,-0.07,0.13,-0.14,0.12,-0.41,0.5,-0.3,-0.16,-0.77,0.86,0.18,0.23,01.06
0.3,0.51,-0.25,-0.05,0.2,0.12,0.11,2.78,-0.47,-0.56,0.02,-0.17,-0.04,-0.1,-1.56,0.34,0.46,0.22,11
-0.2,0.3,-0.31,0.93,-0.05,0.11,0.44,-0.22,0.04,0.18,0.09,0.06,-0.36,-0.21,-0.53,-0.09,-0.07,-0.06,12.04.01
2.41,-0.56,-1.04,1.93,-0.45,0.09,0.7,0.28,-0.75,-0.49,-0.95,0.96,-0.06,-0.49,-0.9,-0.94,0.54,0.08,10.03.02
-0.27,0.2,0.2,0.31,0.01,-0.03,0.23,-0.03,0.16,0.11,0.25,-0.34,0.07,-0.01,-0.28,-0.26,-0.13,0.27,14.04
-0.3,0.16,-0.21,-0.4,-0.41,-0.47,0.34,-0.57,-0.01,0.18,0.16,0.21,0.28,-0.04,0.41,-0.3,0.04,0.17,10.03.01
0.46,-0.2,-0.27,0.47,0.41,-0.35,0.37,0.79,0.71,0.19,-0.58,-0.5,0.4,-0.78,0.11,-0.45,0.03,-0.32,16.03.01
-0.25,-0.06,0,0.44,-0.44,0.09,-0.05,0.1,-0.34,-0.01,0.28,-0.37,-0.18,0.15,-0.27,-0.05,-0.07,0.28,01.03.04
0.67,0.35,-0.37,0.43,0.46,-0.35,0.66,0.114633,0.64,-0.45,-1.21,0.17,0.58,-1.45,-0.24,-0.22,-0.26,-0.13,01.04
0.07,0.14,-0.26,0.35,-0.1,-0.05,0.13,0.17,0.06,0.04,-0.3,0.27,-0.17,0.09,-1.37,-0.41,0.61,-0.03,42.01
0.04,-0.03,0.21,-1.33,-0.55,-0.07,0.09,0.11,-0.38,-0.12,0.06,1.11,0.08,0.26,0.33,-0.07,-0.82,0.04,01.05.02.07
-0.42,-0.08,-0.04,0.04,-0.27,0.24,0.19,0.256939,-0.16,0.23,0.11,0.25,0.09,-0.24,-0.27,-0.25,-0.09,0.32,20.09.18
0.24,0.7,0.23,-1.69,0.79,0.89,-0.21,0.25,1.48,2.45,1.81,-1.8,0.34,2.36,-0.32,-0.67,0.5,0.29,42.01
0.26,0.3,-0.38,-0.45,0.14,-0.2,-0.1,-0.01,-0.38,0,0.12,0.47,-0.02,0.33,-0.21,0.05,-0.4,0.11,16.01
-0.3,0.22,-0.19,0.21,-0.69,-0.05,0.15,-0.25,0.5,0.05,0.05,-0.49,0.29,0.32,0.47,-0.44,-0.17,-0.26,11.02.03.04
-0.29,0.13,0.16,0.12,0.61,0.25,0.4,-0.28,-0.11,0.09,-0.26,0.214172,0.24,0.64,-0.87,-0.14,0.11,-0.34,12.01.01
0.31,0.42,0.09,-0.05,0.13,0.1,0.24,-0.12,0.77,0.05,0.33,-0.85,0.68,-0.39,-0.74,0.36,0.15,0.05,16.19.03
0.12,0.14,-0.12,-0.03,-0.11,-0.12,-0.09,-0.02,0.33,0,0.43,-0.28,0,0.00818182,-0.99,1.37,-0.39,0.07,01.01
0.16,-0.36,-0.13,0.17,-0.14,-0.2,-0.27,-0.34,-0.1,-0.33,0.05,-0.49,0.43,-0.04,0.1,1.66,0.24,-0.15,01.04
-0.43,-0.1,0.26,0.6,-0.26,-0.09,-0.22,-0.18,0.11,0.44,0.15,-0.19,-0.09,-0.21,-0.84,0.02,-0.09,-0.22,16.19.03
-0.23,0.24,-0.4,0.01,0.25,0.26,0.18,0.68,0.4,-0.46,0.47,-0.66,0.32,-0.09,0.08,0.01,-0.15,0.1,01.04
-0.3,-0.45,-0.23,-0.45,-0.33,0.01,-0.52,0.28,0.36,-0.29,0.77,0.53,-0.22,0.18,-0.08,-0.08,0.1,0.13,20.09.18
-0.89,0.02,-0.5,-0.89,-0.2,-0.03,0.13,-0.16,-0.41,-0.35,0.4,0.12,-0.31,0.43,0.32,-0.49,0.14,0.02,12.01.01
0.31,-0.13,-0.03,-0.01,-0.00599432,0.0155398,0.68,0.027194,0.01,-0.54,-0.68,-0.18,0.51,0.0206516,0.27,-0.12,0.14,-0.27,11.02.03.04
0.2,0,0.06,0.76,0.0827407,0.0537594,-1.55,0.0965116,0.36,0.03,-0.22,-0.15,0.03,-0.37,-0.07,-0.31,0.19,0.07,43.01.03.05
-0.25,0.19,-0.08,-1.72,0.37,0.18,0.08,0.83,-0.19,-0.25,-0.28,1.06,0.0110256,-0.13,0.81,0.25,-0.8,0.21,01.05.02.07
0.57,-0.02,-0.16,-0.67,0.47,-0.17,0.14,0.21,-0.12,0.11,0.09,-0.24,0.09,-0.19,0.21,-0.05,0.15,-0.25,20.09.18
0.26,0.31,-0.29,0.17,0.35,0.08,0.31,0.17,0.36,0.39,0.47,-0.05,-0.03,-0.41,-0.14,0.12,-0.12,0.07,01.04
-0.29,-0.26,-0.96,0.16,-0.34,-0.36,0.16,-0.62,-0.03,-0.34,0.04,-0.09,0.26,0.0206516,0.26,0.03,0.07,0.14,11.02.03.04
-0.47,0.15,-0.11,-0.38,0.4,0.14,0.01,0.42,-0.39,0.01,-0.2,0.214172,-0.34,0.13,-1.05,-0.36,-0.04,-0.52,12.01.01
0.06,0.2,-0.35,0.09,-0.64,-0.22,0.14,0.26,0.57,-0.06,0.25,-0.28,-0.28,-0.22,0.25,0.1,-0.33,0.15,01.04
1.73,-0.08,0.04,-0.15,0.38,0.38,-0.32,0.62,0.11,-0.6,0.33,-1.06,0.7,-0.36,0.11,-0.18,-0.47,0.15,43.01.03.09
0.16,-0.14,0.04,0.2,-0.09,-0.47,-0.23,0.13,0.26,0.12,-0.19,-0.16,-0.11,0.14,0.21,0.19,-0.28,0.1,01.04
-0.54,0.13,0.16,0.14,0.37,0.33,-1.34,0.98,0.53,0.29,0.06,-0.18,-0.08,-0.6,-0.16,-0.17,0.25,0.08,43.01.03.05
0.15,0.13,0.41,-0.16,-0.16,0.09,0.44,0.027194,0.5,0.29,0.17,0.07,0.21,-0.38,0.07,0.02,-0.16,-0.1,11.02.03.04
0.5,0.17,0.64,0.35,-0.13,0.18,-0.25,1.27,0.1,0.12,0.02,0,0.09,0.27,0.64,-0.14,-0.34,0,14.04
-0.18,0.32,0.03,-0.04,0.29,0.57,-0.06,0.82,-0.02,-0.34,0.61,-0.88,0.24,-0.76,-0.78,0.37,0.2,0.11,20.03
-0.14,0.13,-0.17,-0.16,-0.01,0.24,-0.77,-0.19,-0.32,-0.05,0.67,0.31,-0.01,0.66,0.51,-0.01,0.2,0.03,01.01
-0.01,0,0.29,0.47,-0.55,-0.27,0.12,-1.08,0.13,0.11,0.1,0.14,0.03,-0.03,0.63,-0.01,-0.06,-0.36,16.01
-0.62,0.21,-0.21,0.86,-0.11,-0.12,-0.2,-0.28,0.17,0.02,0.07,-0.19,0.07,0.14,-1.04,-0.04,-0.21,-0.09,12.01.01
0.16,0.24,-0.17,-0.32,-0.34,0.07,-0.17,0.21,0.84,0.01,0.18,-0.1,-0.1,-0.22,0.79,0.26,-0.16,-0.14,11.02.03.04
0.01,-0.3,0.41,-0.32,0.36,0.13,-0.02,-0.27,-0.04,0.11,0.14,0.26,0.05,-0.01,0.3,-0.07,0.14,0.3,14.07.11
0.19,-0.05,0.33,-0.61,0.44,-0.02,0.2,-0.2,0.05,0,0.21,0.15,0.07,-0.29,-0.08,0,0.21,-0.06,14.07.02.02
-0.03,0.38,-0.08,0.18,-0.1,-0.12,0.11,-0.62,0.27,0.06,-0.02,-0.26,0.14,-0.12,0.09,-0.26,0,-0.1,10.01.09.05
1.5,0.2,-0.0457931,0.72,0.06,-0.44,0.48,0.26,0.05,-0.48,-0.88,0.28,0.41,-0.99,-0.51,-0.4,0.15,-0.14,01.04
0.26,-0.07,-0.29,-0.92,-0.04,0.24,0.58,0.84,0.13,-0.1,0.52,0.19,0.61,0.103594,-0.21,0.05,-0.13,0.42,16.01
0.06,-0.16,0.05,0,0.02,0.16,0,0.02,0.03,-0.04,0.58,-1.86,0.49,0.47,0.35,-0.18,0.09,-0.11,14.10
-0.79,0.19,-0.25,-0.77,0.31,0.2,0.02,0.94,0.09,-0.04,-0.03,-0.05,-0.2,-0.22,-0.46,0.13,-0.05,0.29,32.07
0.53,-0.11,0.01,-0.16,0.4,0.01,-0.01,0.22,-0.07,-0.14,-0.03,0.16,-0.1,-0.08,0.7,-0.2,-0.07,-0.12,11.04.03.01
0.15,-0.01,0.2,-0.57,0.39,0.75,0.05,0.75,0.58,0.47,0.23,-0.6,0.39,0.00896552,-0.28,-0.6,-0.07,-0.13,20.09.07.03
0.78,-0.24,0.5,-2.2,0.49,0,-0.15,-0.01,-0.28,-0.75,0.23,0.66,-0.0194444,1.08,-1.06,-0.4,0.13,-0.1,20.01.15
0.31,-0.11,0.07,0.45,-0.09,-0.01,-0.24,-0.43,-0.12,-0.21,0.06,-0.19,0.01,-0.0797183,0.52,0.04,-0.3,-0.05,16.03.01
0.59,0.23,-0.25,-0.25,0.12,-0.21,0.35,0.09,0.04,0.02,-0.17,0.2,0.22,-0.26,-0.22,0.29,-0.03,-0.02,11.02.03.04
-0.84,0.05,-0.08,-0.71,0.58,0.54,-0.13,0.76,0.08,0.05,-0.02,0.34,-0.34,-0.37,-0.99,0.25,0.07,-0.23,16.03.01
-0.0158364,-0.15,-0.01,-0.2,0.85,-0.0674409,0.0603516,-0.0293117,-0.01,-0.18,0.02,0.22,0.02,-0.03,0.35,-0.29,-0.25,0.1,16.01
0.2,-0.22,0.1,-0.29,-0.27,-0.52,0.2,-0.29,-0.13,-0.04,0.25,-0.14,0.16,0.28,-0.19,-0.06,0.1,0.25,14.07.05
-0.15,-0.02,0.05,0.34,0.01,0.04,-0.29,0.027194,0.5,-0.47,0.0473057,-0.0752231,0.23,-0.05,-0.29,0.49,-0.29,-0.04,11.02.03.04
-0.4,-0.11,0.16,0.21,0.2,-0.36,-0.1,0.027194,-0.52,-0.4,0.18,0,0.47,0.0206516,-0.21,-0.23,0.29,0.08,11.02.03.04
-0.6,0.05,0.37,0.17,0.47,0.38,-0.31,0.49,-0.51,-0.33,-0.45,1.57,-0.35,0.29,-0.85,-0.22,-0.13,-0.05,12.01.01
1.56,0.11,0.3,-0.17,0.14,-0.57,0,0.28,-0.29,-0.54,-0.07,0.41,0.0869536,-0.02,-1.35,-0.53,0.25,-0.01,01.05
-0.01,-0.23,0.15,0.04,-0.07,0.46,-0.3,0.81,1.38,1.39,0.58,0.7,-0.71,0.133333,-0.01,-0.01,0.06,0.01,20.01.13
0.24,-0.58,0.07,0.1,0.88,-0.79,0.79,0.37,0.79,0.17,-0.95,-0.06,0.0558633,0.47,-0.08,0.56,-0.26,-0.06,01.04
0.16,0.016875,0.039375,0.18,0.1,1.01,-0.09,0.02375,-0.21,-0.36,0.07,0.27,0.0675,0.25,0.036875,-0.1775,-0.033125,0.02625,20.09.07
0.26,0.36,-0.22,0.24,0.1,-0.25,0.17,0.18,0.19,0.17,0.08,-0.12,0.19,0.1,0.19,-0.16,-0.03,-0.05,16.01
0.58,-0.22,-0.09,-1.44,0,-0.14,0.41,0.53,-0.19,-0.48,-0.09,0.61,0.11,0.46,-0.3,0.41,0.16,0.03,42.16
-0.22,-0.14,0,-0.18,0.34,-0.07,0.48,0.51,0.43,0.27,0.23,-0.74,-0.12,0.0206516,1.1,0.37,0.91,0.14,11.02.03.04
-0.04,0.18,0.92,-1.3,0.79,0.76,-0.3,-0.29,-0.03,-0.08,-0.37,0.133146,-0.34,0.23,-0.97,-0.76,0.45,0.25,42.01
-0.07,-0.26,0.1,-0.478182,0.154545,0.175455,0.0463636,0.153636,-0.02,0.13,-0.27,-0.6,-0.06,0.323,0.57,-0.06,0.09,0.18,20.01.07
-0.12,-0.13,0.22,0.09,0.202857,-0.0266667,-0.03,0.214,-0.5,-0.42,0.21,0.45,0.15,0.2,-0.23,-0.19,0.05,0.14,02
0.24,-0.39,0.19,-0.12,-0.66,-0.29,0.19,-0.51,-0.65,-0.83,-0.02,0.79,0.11,0.29,1.7,0.23,0.13,0.09,12.01.01
-0.81,0.14,-0.01,1.63,-1.84,-0.36,0.29,-1.63,0.04,0.27,0,0.3,-0.121842,0.02,-0.47,0.02,0.08,-0.49,11.04.01
-0.32,0.08,-0.03,-0.12,0.29,0.24,0.1,1.2,-0.41,-0.35,-0.22,-1.64,-0.25,0.41,-1.02,-0.17,-0.01,-0.2,12.01.01
0.15,-0.05,0.14,-0.03,0.07,-0.34,0.05,0.31,-0.12,-0.46,0.01,-0.19,0.2,0.41,1.17,0.07,0.04,-0.16,14.04
0.31,0.01,0.01,0.58,0.16,0.08,0.21,-0.1,-0.03,-0.37,-0.36,0.85,-0.25,-0.1,0.97,0.65,-0.43,-0.15,01.04
0.1,0.27,-0.24,0.25,0.09,-0.23,0.48,0.04,0.52,0.48,0.16,-0.83,0.46,0.17,0.66,-0.17,0.15,-0.25,10.01.09.05
0.75,0.1,0.16,0.11,-0.19,-0.1,0.59,0.37,0.17,0.1,-0.47,-0.19,0.28,-0.45,-0.21,-0.23,0.112857,-0.13,10.03.04
0.19,0.22,0.2,-0.46,0.32,0.84,0.22,0.18,0.62,0.93,0.51,-0.01,-0.27,0.0392857,-0.8,-0.35,-0.25,0.23,20.09.07
0.25,0.22,0.05,0.64,-0.21,-0.29,0.07,0.39,0.19,0.2,0.04,-0.07,-0.18,-0.35,-0.83,-0.08,0.07,-0.22,11.06.02
-0.29,-0.2,-0.01,-0.26,-0.7,-0.42,0.39,-0.07,-0.11,-0.32,0.02,0.08,-0.01,0.26,-0.73,-0.69,0.13,0.04,12.01.01
-0.27,0.23,-0.21,0.49,-0.17,0.19,-0.04,0.62,0.3,0.34,0,0.13,-0.15,-0.14,-0.66,-0.16,-0.45,-0.11,11.02.03.04
0.25,0.27,-0.43,0.18,0.27,0.52,-0.08,0.37,-0.04,0.11,-0.04,0.45,-0.16,-0.1,-0.13,0.04,0.1,-0.15,01.04
0.04,0.03,-0.21,-0.14,0.17,-0.67,0.19,-0.21,-0.39,-0.22,-0.18,1.05,-0.09,0.3,0.61,-0.07,0.12,0.04,16.01
0.14,-0.3,-0.21,0.26,-0.42,0,0.09,0.12,-0.23,-0.13,-0.03,0.21,-0.23,-0.04,0.35,-0.2,-0.03,-0.15,42.10
0.01,-0.14,-0.0966667,0.64,-0.07,0.128571,0.03,-0.18,-0.34,-0.05,-0.14,0.34,-0.13,-0.19,-0.44,0.17,0.09,-0.02,01.03.01
-0.54,0.01,-0.25,-1.06,0.31,0.12,0.1,-0.24,-0.65,-0.6,-0.09,1.04,0.0223333,0.44,-0.72,-0.08,-0.01,0.32,01.02
0.97,0.05,-0.07,0.73,-1.01,-0.39,0.38,0.03,-0.33,-0.39,-0.57,0.52,-0.32,-0.6,-0.6,-0.33,-0.17,0.06,01.04
0.59,-0.05,0.25,0.4,0.35,0.1,-0.27,0.12,-0.12,-0.22,-0.25,0.58,-0.13,0.03,-0.18,0.27,0.09,-0.03,99
-0.38,-0.02,0.09,-0.43,0.65,0.51,-0.23,0.71,0.02,0.2,-0.01,1.02,-0.09,0.33,-1.39,0.24,0.04,-0.19,12.01.01
0,-0.17,0.61,-0.28,0.48,0.03,0.34,-0.92,-0.21,-0.14,-0.14,0.214172,0.01,0.52,-0.53,-0.18,0.12,-0.32,12.01.01
0.37,0.26,-0.22,0.33,-0.51,-0.93,0.29,-0.96,0.15,0.17,0.29,0.24,0,0.04,-0.07,-0.25,-0.01,0,11.02.03.04
-0.14,-0.02,0.34,0.24,0.29,-0.98,0.55,-0.08,0.21,0.12,-0.49,0.17,-0.1,0.04,-1.71,0.04,0.11,-0.21,01.01.06
0.1,-0.04,-0.4,-0.15,-0.15,-0.03,-0.12,0.19,0.06,0.13,-0.13,-0.08,-0.07,0.04,-0.94,-0.12,0.06,0.12,01.06
-0.45,-0.24,0.25,-0.04,-0.46,0.21,0.08,-0.86,-0.15,0,-0.19,0.04,-0.37,-0.05,0.29,-0.2,0.11,-0.22,16.01
-0.43,-0.13,-0.06,0.1,-0.42,-0.17,0.33,0.07,0.12,0.08,0.12,-0.06,0.32,0.05,-0.24,0.25,0.41,0.14,20.01.10
-0.27,-0.03,0.22,-0.15,0.02,0.19,0.2,-0.14,-0.06,0.3,0.03,-0.11,0.07,0.18,0.18,-0.19,0.32,-0.08,20.09.07.03
-0.06,-0.03,0.22,0.26,-0.03,0.01,0.02,-0.42,0.09,0.03,0.26,0.44,0.05,-0.13,0.33,-0.32,-0.09,-0.22,16.03.03
0.25,-0.28,-0.12,0.57,0.46,0.42,-0.49,0.316905,-0.87,-0.21,0,-0.87,0.5,0,0.12,-0.23,-0.16,0.08,43.01.03.09
-0.84,0.21,-0.21,0.18,0.38,0.5,-0.22,0.64,-0.08,-0.16,-0.08,-0.39,0.09,-0.29,-0.35,-0.35,-0.28,-0.32,43.01.03.09
1.68,0.81,0.22,0.13,0.96,0.12,0.7,0.63,-0.32,-0.23,-0.41,0.65,-0.09,0.04,-0.5,-0.72,-0.06,0.27,42.01
-0.64,-0.03,0.45,0.19,0.05,0.14,0.12,-0.4,-0.17,-0.32,-0.4,-0.33,-0.33,0.58,-1.14,-0.43,-0.12,-0.27,12.01.01
-0.47,0.04,-0.26,-0.46,-0.25,-0.19,0.16,-0.56,0,0.09,-0.07,0.22,0.09,0.2,0.16,0.37,-0.09,0.16,01.03.01.03
0.15,0.06,0.28,-0.33,0.34,0.22,-0.09,0.37,0.16,0.15,-0.32,-0.15,-0.28,-0.05,0.37,-0.38,-0.23,0.01,20.01.07
0.39,-0.02,0.25,-0.29,0.45,0.38,-0.16,0,0.45,0.4,0.12,-0.18,-0.18,-0.08,-0.02,-0.11,-0.2,-0.09,11.02.03.04
0.45,0.02,0.1,0.1,0.06,0.36,-0.4,0.45,-0.23,-0.2,-0.13,1.16,0.02,0.52,-0.54,-0.08,-0.28,-0.28,12.01.01
-0.09,0.09,-0.08,0.47,-0.02,-0.13,0.14,0,0.08,0.1,-0.09,0.06,0.23,-0.31,-0.47,-0.28,-0.06,-0.08,11.02.03.04
0.64,0.22,-0.21,0.1,0.21,0.13,0.42,0.27,0.3,0.16,0.02,0.12,0.19,0,-0.43,-0.35,-0.17,0.26,42.01
0.44,-0.15,0.09,-0.76,0.3,0.34,0.06,0.5,-0.28,0.03,0.19,-0.07,0.48,0.31,-0.3,0,0.23,0.19,14.10
-0.58,-0.02,0.52,-1.05,-0.35,-0.09,0.18,0.15,-0.44,-0.35,-0.51,1.2,-0.35,0.21,-0.1,-0.37,-0.08,0.36,32.01.01
0,0.02,0.05,0.25,0.37,-0.0130556,-0.0313889,0.0935294,0.07,-0.04,0,0.21,0.14,-0.14,-0.14,-0.36,-0.2,0.2,34.11.03.07
0.62,0.26,-0.25,-0.25,0.08,-0.07,0.2,0.49,-0.27,-0.54,-0.13,0.61,0,-0.03,-0.49,-0.33,-0.17,0.07,10.01.09.05
0.31,-0.15,-0.07,-0.47,0.23,-0.1,0.03,-0.34,-0.34,-0.29,0.11,1.1,0.04,0.23,-0.48,0.32,-0.09,0,16.21.07
-0.27,0.03,0.25,-0.03,-0.18,-0.01,0.16,0.65,0.02,0.17,-0.23,0.12,-0.14,0.02,-0.14,0.04,0.21,0.07,11.02.03.04
0.15,0.12,-0.36,0.18,-0.03,0.26,-0.08,0.07,-0.03,0.29,0.12,-0.36,-0.04,0.15,-0.56,-0.4,-0.08,0.15,11.02.03.04
0.06,0.02,0.1,0.45,-0.17,-0.05,-0.07,0.21,0.26,0.4,0.04,0.17,-0.23,-0.16,-0.39,-0.11,-0.32,-0.09,14.07.05
-0.69,0.04,0.01,-0.59,0.15,0.46,-0.23,-0.18,-0.39,-0.23,-0.23,0.41,0.12,0.55,0.09,-0.08,-0.29,-0.17,32.07
-0.3,-0.11,-0.18,0.0985319,-0.6,-0.13,-0.01,-0.02,-0.22,0.09,-0.02,0.44,0.05,0.13,0.66,-0.12,0.21,0.12,11.02.03.04
-1.06,0.5,0.88,-2.78,-0.88,1.01,-0.33,0.35,-0.19,0.05,0,-0.35,1.21,1.81,0.36,1.14,-0.13,-0.38,20.09.18
-0.22,-0.18,0.2,0.46,-0.25,-0.09,0.47,-0.13,0.05,0.23,-0.35,-0.14,-0.48,0.11,0.4,-0.28,0.21,-0.06,11.02.03.04
-1.36,-0.11,0.25,-1.44,0.73,0.89,-0.13,0.28,-0.41,-0.1,0.22,0.85,0.37,0.76,-0.7,-0.44,0.01,0.15,42.16
0.61,0.02,0.03,-0.59,0.12,-0.36,0.18,0.1,-0.16,-0.14,-0.51,0.07,-0.14,0.21,1.5,-0.41,-1.01,0.98,01.05
-0.0158364,-0.21,0.14,0.08,0.04,0.43,0.07,0.28,0.24,0.3,0.19,0.02,-0.19,-0.17,0.05,-0.13,-0.06,-0.11,16.01
0.37,0.09,-0.19,-0.26,0.74,-0.14,0.42,0.49,0.04,0.22,-0.22,0.08,-0.06,-0.16,-0.51,-0.36,-0.04,0.07,43.01.03.05
-0.12,-0.07,-0.2,-0.31,0.07,0.04,0.15,0.66,-0.29,-0.29,-0.07,0.16,-0.04,-0.0610112,0.23,-0.04,-0.09,0.01,10.03.01
-0.09,0.08,0.22,-0.4,-0.06,0.54,-0.24,0.9,0.58,0.5,0.26,-0.2,0.48,0.01,-0.06,-0.29,0.27,-0.04,14.07.11
0.59,0.055,0.11,-0.28,0.63,0.05,0.28,0.46,-0.39,-0.03,0.26,-0.44,0.42,0.0822222,0.23,0.15,-0.47,0.1,32.07
0.03,0.57,-0.38,0.58,-0.32,-0.58,0.02,-0.42,-0.07,0.03,0.01,-0.23,0.02,-0.27,-1.15,-0.51,0.07,-0.3,12.04.01
-0.3,0.26,-0.1,0.41,-0.85,-0.75,0.33,-0.51,-0.1,-0.01,-0.07,-0.11,-0.01,0.17,1.41,-0.09,-0.22,-0.08,01.05.25
0.61,0.03,-0.4,-0.79,0.06,-0.31,-0.04,0.36,0.96,1.53,0.64,0.66,-0.98,-1.91,-0.24,-0.1,-0.16,0.15,42.01
-0.4,0.11,0.32,-0.163019,0.1,0.14,-0.212692,0.03,-0.18,0.1,0.06,0.28,-0.08,0.16,0.15,-0.16,-0.03,0.02,20.09.18
0.04,-0.13,0.03,-0.06,0.45,0.06,-0.29,0.14,-0.25,0.14,0.27,-0.2,0.1,0.0206516,-0.06,-0.46,-0.22,0.19,11.02.03.04
0.3,0.18,0.37,0.298929,-0.186296,-0.0846296,0.113818,-0.0892308,0.23,0.21,0.09,-0.27,0.08,0.11,0.76,-0.17,-0.25,-0.13,16.03.03
0.45,0.06,0.23,-0.78,0.62,0.54,0.2,0.64,0.59,0.61,0.43,-1.05,0.75,0.25,0.1,-0.58,0.23,-0.13,43.01.03.05
0.11,-0.06,0.02,0.55,-0.4,0.14,0.02,0.03,0.01,0.06,-0.13,-0.36,-0.09,-0.16,0.49,-0.43,0.04,0.14,01.05.25
-0.1,-0.02,-0.19,0.17,-1.05,-0.57,-0.37,0.59,-0.19,-0.28,-0.36,-0.09,0.04,-0.24,-0.27,-0.29,0.16,-0.06,10.01.05
-0.06,-0.14,0.15,-0.163019,0.151373,0.311961,-0.14,0.256939,-0.16,0.13,0.02,0.64,0.08,0.13,0.12,0,-0.04,-0.18,20.09.18
0.64,-0.31,0,0.36,-0.35,-0.43,0.26,-0.16,-0.22,-0.09,0.04,0.06,0.44,-0.11,0.11,-0.38,0.15,-0.03,20.09.07
-0.97,-0.06,0.15,-0.43,0.64,0.44,-0.11,-0.07,-0.74,-0.53,-0.03,0.67,-0.17,0.35,-0.94,-0.16,0.2,-0.02,12.01.01
-0.67,0.14,0.25,0.7,-0.57,0.18,0.05,-0.45,0.06,0.15,0.12,-0.13,-0.11,-0.21,-0.84,-0.27,0.09,0.11,12.01.01
-0.3,-0.52,-0.38,-0.45,-1.32,-0.62,-0.84,-1.03,-0.04,-0.53,0.17,0.16,0,0.31,-1,-0.5,0,-0.03,16.01
-0.36,-0.45,0.1,0.11,0.16,0.45,0.43,0.08,-0.15,-0.19,0.13,0.17,-0.14,0.1,-0.02,-0.01,0.4,-0.05,11.02.03.04
-0.36,-0.24,0.06,-0.19,-0.06,-0.46,0.03,0.05,-0.75,-0.41,0.01,0.85,-0.03,0.23,0.82,0.71,0.16,-0.22,14.13.01.01
-0.01,-0.32,-0.25,0.35,-0.23,-0.19,0.41,-0.99,0.02,0.06,0.03,-0.22,0.39,0.25,0.22,-0.44,0.23,0.05,99
0.1,-0.18,0.16,-0.33,-0.12,-0.33,0.5,0.02,-0.5,-0.11,-0.12,-0.01,0.22,0.56,0.13,-0.41,0.13,0.09,32.01
0.32,0.07,0.04,-0.38,0.24,-0.63,0.32,0.14,0.09,-0.32,-0.1,0.36,0.09,-0.01,0.59,-0.11,-0.37,-0.04,14.13
0.04,-0.46,-0.23,0.03,0.09,0.41,0.035137,0.49,-0.24,-0.14,0.78,0.125779,0.49,0.7,-0.62,0.47,0.16,0.08,01.05
-0.84,-0.32,-0.27,-0.07,0.29,0.63,0.1,0.4,0.2,-0.07,0.17,-0.23,0.48,-0.27,0.29,-0.34,-0.3,0.09,34.01.01.01
-0.34,0.29,0.47,-0.14,0.67,0.53,0.05,0.29,-0.03,0.25,0.02,0.64,0.02,-0.07,-0.35,-0.39,-0.06,0.06,32.01
0.15,-0.11,-0.19,0.1,0.4,1.1,0.116083,0.027194,0.11,0.49,0.3,-0.33,-0.34,-0.15,-0.9,-0.12,0.01,0.91,11.02.03.04
-0.07,-0.23,-0.03,0.32,-0.22,-0.41,0.28,-0.43,-0.32,-0.04,-0.05,-0.05,0.1,0.23,0.67,-0.53,0.26,-0.33,20.09.07.03
0.75,0.08,-0.12,0.64,-0.53,-0.5,0.41,-0.53,0.1,0.08,-0.09,0.04,-0.14,-0.02,0.24,0.03,-0.03,-0.12,14.13.01.01
-0.89,0.13,-0.1,0.17,-0.07,0.49,0.22,0.19,-0.11,-0.17,0.06,0.02,-0.01,0.16,0.21,-0.21,0.12,0.86,01.03.01.03
0.54,-0.23,0.05,0.41,-0.58,-0.82,0.46,-0.69,-0.06,-0.29,-0.07,0.34,0,-0.32,1.08,-0.39,-0.39,0,14.04
