@relation 'cellcycle0.names'
@attribute cln3-1                                  numeric
@attribute cln3-2                                  numeric
@attribute clb2-1                                  numeric
@attribute alpha91                                 numeric
@attribute alpha105                                numeric
@attribute alpha112                                numeric
@attribute cdc15_10                                numeric
@attribute cdc15_30                                numeric
@attribute cdc15_80                                numeric
@attribute cdc15_100                               numeric
@attribute cdc15_160                               numeric
@attribute cdc15_170                               numeric
@attribute cdc15_200                               numeric
@attribute cdc15_230                               numeric
@attribute cdc15_240                               numeric
@attribute cdc28_10                                numeric
@attribute cdc28_60                                numeric
@attribute cdc28_70                                numeric
@attribute cdc28_80                                numeric
@attribute cdc28_110                               numeric
@attribute cdc28_130                               numeric
@attribute cdc28_150                               numeric
@attribute elu0                                    numeric
@attribute elu30                                   numeric
@attribute elu60                                   numeric
@attribute elu120                                  numeric
@attribute elu300                                  numeric
@attribute elu390                                  numeric
@attribute class {11.02.03.01,01.04,43.01.03.09,32.01,12.04.01,14.10,20.09.07.03,16.03.03,42.01,01.05,20.03,01.03.01.03,10.01.09.05,11.02.03.04,12.10,01.05.25,16.19.03,11.04.03.01,34.11.03.07,14.04,16.01,43.01.03.05,42.16,12.01.01,01.07.01,20.09.07,32.07,01.05.02.07,01.06,20.09.04,20.01.13,01.06.02.01,11.06.02,10.01.05.01,20.09.13,14.07.02.02,12.07,14.13,10.03.01,10,16.03.01,42.04,34.01.01.01,01.01,11,20.01.01.01,20.01.03,11.04.01,01.03.01,14.07.11,20.09.18,20.01.07,20.01.15,14.01,01.06.06.11,14.13.01.01,10.03.02,20.01.10,01.02,99,32.01.01,14.13.01,02.13.03,14.07.05,01.03.04,16.21.07,14.07,40.01,12.04,10.01.05,42.10,10.03.01.01,01.01.06,10.03.04,01.01.09,20.01,20.09,11.04,18.02,02,01}
@data
0.106944,0.24,0.00472222,-0.33,-0.08,-0.11,-0.18,-0.09,-1.16,0.74,-0.66,0.17,-0.16,-0.01,0.38,-0.77,-0.51,-0.44,0.22,0.35,0.0572674,0.11,0.6,0.06,-0.28,-0.51,0.06,0.37,01.04
0.08,0.52,-0.12,-0.07,0.01,-0.42,0.45,0.45,-0.02,0.15,-0.04,0.09,-0.24,-0.04,-0.11,-0.04,-0.21,0.08,0.18,0.04,0.18,-0.09,-0.33,-0.21,-0.27,-0.06,-0.19,-0.09,20.01.10
0.44,-0.56,-0.07,-0.13,-0.13,-0.07,0.54,0.7,-0.04,-0.09,-0.28,0.07,-0.39,-0.01,-0.37,-0.26,-0.29,-0.27,-0.32,-0.0591351,0.36,0.02,-0.22,0.16,0.07,0.27,0.1,-0.16,11.02.03.04
-0.62,-0.22,0,-0.28,0.43,-0.35,-0.12,-0.08,-0.3,1.64,0.21,0.7,0.18,0.12,0.44,0.36,0.17,-0.25,-0.06,-0.17,0.229435,0.39,-0.12,-0.3,-0.04,-0.17,-0.01,-0.04,12.01.01
0.3,-1.43,-0.36,-0.27,0.01,-0.07,-0.38,0.11,0.26,-0.14,-0.08,-0.2,0.29,0.59,0.45,-0.17,-0.2,-0.04,-0.05,-0.01,-0.098,0.38,0.72,0.45,-0.07,0.02,0.17,0.04,01.03.01.03
0.45,-0.69,0.16,-0.115941,-0.36,0.06,-0.32,-0.26,0.12,0.03,-0.15,-0.15,-0.01,0.15,0.29,-0.57,-0.23,0.19,0.41,0.28,0.26,0.0122946,-0.39,-0.31,-0.06,0.06,-0.22,-0.1,11.02.03.04
-0.11,-0.09,0.0366667,-0.08,-0.07,-0.05,-0.14,-0.24,0.08,-0.04,-0.12,-0.1,-0.06,0.28,0.16,-0.23,-0.28,-0.22,-0.22,0.17,0.16,-0.08,0.46,-0.08,0.08,-0.15,0.2,-0.14,42.04
0.14,-0.18,-0.3,-0.33,0.11,-0.36,-0.53,-0.39,0.23,0.18,0.15,0.07,-0.72,-0.25,-0.04,-0.39,-0.56,0.04,0.45,0.34,-0.23,-0.1,1.05,-0.38,-0.01,-0.19,0.33,0.17,14.07
-0.01,-0.51,-0.09,-0.54,0.2,0.07,-0.09,-0.03,0.32,0.19,-0.01,0.04,-0.11,0.25,0.32,0.17,-0.18,-0.04,0.26,0.1,-0.04,0.1,-0.38,-0.3,-0.09,-0.13,0.09,-0.01,11.02.03.04
-0.0770652,-1,-0.32,-0.22,-0.11,0.11,-0.33,0.09,0.24,0.41,-0.02,-0.11,0.32,-0.62,0.71,-0.08,-2.66,-1.08,-0.2,0.34,0.73,0.98,-0.25,-0.13,0.07,0.07,0.36,-0.25,42.01
0.58,-0.36,-0.25,-0.11,-0.14,0.49,-0.34,-0.01,0.15,0.18,-0.34,0.29,-0.54,0.01,-0.41,-0.14,-0.26,-0.35,-0.44,0.29,0.6,0.53,-0.47,-0.29,0.23,0.52,0.08,-0.31,12.01.01
0.31,1.05,-0.56,0.1,0.91,-0.02,-0.73,-0.08,1.23,0.18,0.32,0.6,-0.23,0.5,0.24,-0.29,0.13,-0.15,-0.45,-0.1,1.14,0.0122946,-1.61,-1.34,-1.07,-0.24,0.72,-0.03,11.02.03.04
-0.06,0.19,-0.49,-0.34,0.27,-0.23,-0.13,-0.15,0.64,0.23,0.11,0.23,0.02,0.32,0.77,-0.11,-0.24,-0.13,0.07,0.12,0.51,0.52,0.21,0.1,-0.01,-0.39,0.41,-0.04,01.04
-1.4,-0.38,0.08,0.01,0.47,-0.05,-0.02,-0.44,0.53,0.44,0.55,0.03,0.04,0.17,0.87,1.11,-0.44,-0.33,-0.1,-0.74,-0.33,0.0458333,-0.17,-0.01,-0.21,-0.19,-0.24,0.23,32.01.01
0.03,0.04,-0.23,-0.05,0.09,-0.2,-0.53,-0.62,0.73,0.3,0.46,0.16,0.43,0.42,1,-0.05,0.09,-0.35,0.13,0.16,0.43,0.58,0.02,-0.39,-0.21,0.2,-0.16,0.27,32.01
0.29,-0.23,0.19,-0.02,0.61,0.1,-0.12,0.11,0.52,-0.1,0.01,-0.04,-0.1,0.02,0.44,0.22,0.41,-0.47,-0.06,-0.09,0.35,0.73,0.2,-0.15,-0.02,-0.33,0.43,0.13,16.01
0.138182,-0.32,-0.27,-0.16,0.17,0.02,-0.45,-0.48,0.14,0.21,0.38,-0.26,0.51,-0.05,0.42,-0.12,0.09,0.27,0.36,-0.24,-0.07,-0.06,0.55,0.16,0.4,0.01,0.09,0.05,11.02.03.04
0.06,-0.25,0.04,-0.21,-0.1,0.11,-0.31,-0.07,-0.04,0.15,-0.14,0.28,-0.43,0.07,0.41,0,0.25,-0.32,-0.32,-0.09,0.52,0.52,0.08,-0.1,-0.1,0.01,0.11,0.38,14.04
-0.09,-0.2,-0.12,-0.23,-0.02,0.31,-0.09,0.14,0.01,0.62,-0.07,-0.02,-0.16,-0.42,0.21,0.03,-0.14,-0.09,0.2,-0.04,0.25,0.39,-0.01,-0.29,-0.08,0.03,0.08,0.2,20.09.07.03
0.08,-0.51,0.12,0.03,0.14,0.15,-1.15,-0.03,0.25,-0.02,0.39,0.73,-0.14,0.53,0.41,-0.18,-0.36,-0.28,-0.03,-0.2,-0.0189583,0.29,0.24,0.07,0.06,-0.08,0.06,-0.03,14.04
-0.67,-0.45,0.33,-0.06,0.27,0.21,-0.31,-0.04,0.54,0.29,0.2,0.88,0.03,0.5,0.51,0.06,-0.55,-0.62,-0.57,0.26,0.58,0.24,-0.54,0.08,-0.5,0.05,-0.13,-0.02,12.01.01
0.31,-0.25,0.16,0.03,-0.33,-0.36,0,-0.12,0.29,-0.14,0.32,0.47,-0.1,-0.63,0.21,0.06,0.21,-0.69,-0.47,-0.01,0.4,0.39,-0.63,-0.4,-0.33,-0.2,0.2,0.4,14.01
-0.94,-0.49,-0.23,-0.22,-0.02,-0.16,-0.53,-0.61,-0.0836364,0.51,-0.1,0.15,-0.59,0.81,-0.03,-0.26,-0.02,-0.73,-0.43,0.0265152,0.65,1.04,0.49,-0.11,0.4,-0.21,0.02,-0.37,14.10
-0.4,-0.71,0.2,-0.14,-0.2,-0.05,-0.69,-0.33,0.4,0.23,0.11,-0.27,0.48,0.43,0.189368,-0.2,-0.73,-0.36,0.14,0.14,0.18,0.82,-0.03,0.25,-0.18,-0.34,-0.31,0.5,01.04
0.12,-0.29,0.23,1.2,-0.23,-0.18,-0.15,-0.05,0.48,0.3536,0.83,0.71,0.246818,1.09,0.427391,0.58,-0.66,0.18,0.82,0.34,-0.88,0.58,-1.77,-0.34,1.06,0.04,-0.27,0.38,20.03
0.41,0.43,-0.94,0.11,0.24,-0.29,-0.17,-0.26,0.67,-0.15,0.57,0.06,-0.07,-0.45,-0.12,0,-0.23,-0.16,-0.08,0.3,0.505,0.3,-0.16,-0.1,0.04,0.14,0.12,0.04,14.07.02.02
0.06,-0.1,0.07,-0.11,0.07,0.17,-0.41,-0.54,0.44,0.48,0.16,-0.05,0.22,0.51,0.03,-0.29,0.04,0.04,-0.37,0.0163235,-0.2,0.25,0.41,-0.05,0.7,0.09,0.03,-0.08,16.03.01
-1.47,-0.79,0.01,0,0.17,-0.17,-0.31,-0.09,0.3,0.19,0.03,-0.57,0.02,0.48,0.77,-0.17,-0.17,-0.2,0.01,0.18,0.36,0.36,1.02,0.12,0.18,-0.55,0.27,-0.07,16.01
0.18,-0.1,-0.01,-0.24,0.00457249,0.21,-0.22,-0.15,-0.2,-0.07,-0.05,0.0603516,-0.053125,-0.06,0.61,-0.12,0.15,0.21,-0.1,-0.01,0.13,0.25,0.27,0.22,0.19,-0.03,0.22,0.04,16.01
0.39,-0.76,0.03,-0.2,-0.18,-0.08,0.06,0.42,0.29,0.67,-0.05,-0.23,0.08,0.04,0.33,-0.06,0.34,-0.06,-0.06,-0.5,0.16,-0.22,0.15,0.09,0.01,0.38,0.22,-0.09,10.01.05.01
0,-0.17,0.04,-0.23,-0.09,-0.1,0.01,-0.02,-0.47,0.04,-0.04,-0.25,0.0476336,0.2,0.54,0.43,0.01,0.03,-0.15,-0.2,0.03,0.07,-0.17,-0.04,-0.1,-0.04,0.05,0.29,01.05
0.16,-0.12,-1.79,-0.14,-0.09,-0.04,-1.33,-1.51,0.45,-0.21,0.29,-0.26,0.49,0.22,0.72,-1.35,-0.27,0.2,0.43,0.24,-0.02,0.48,0.47,0.16,-0.54,0.03,0.12,-0.05,02.13.03
0.11,-0.38,-0.29,-0.01,0.15,-0.06,-0.91,-0.99,0.75,0.4,0.6,-0.3,1.01,0.31,0.48,-0.06,-0.24,-0.05,-0.27,0.17,-0.0189583,0.53,-0.24,-0.21,0.17,-0.15,0.18,-0.22,14.04
0.106944,1,0.14,0.04,0.14,0.17,0.42,0.3,0.23,-0.15,0.23,0.26,0.0252632,-1.17,-0.5,0.24,0.39,0.18,-0.11,0.12,0.0572674,0.15,-1.23,-0.7,-0.51,0.14,0.39,0.02,01.04
0.37,1.24,-0.4,-0.18,-0.33,-0.15,-0.24,-0.17,0.36,-0.26,0.55,0.32,-0.2,-1.15,-0.12,0.65,-0.84,-0.09,-0.02,0.52,-0.56,-0.4,-0.41,0.05,-0.38,0.12,-0.09,0.05,01.05
0.15,-0.45,-0.38,-0.04,0.43,-0.35,-0.3,-0.32,0.45,0.34,0.04,0.33,-0.19,0.13,-0.34,0.45,0,0.25,0.33,0.22,0.17,0.51,-0.68,-0.09,0.04,0.18,0.17,-0.09,14.07
-0.92,-0.12,0.16,-0.43,0.16,-0.43,0.03,0.09,-0.07,-0.25,0.25,-0.01,-0.29,0.02,-0.07,-0.03,0.15,0.18,0.08,0.04,0.0399099,0.42,-0.62,-0.19,-0.07,-0.16,0.15,0.38,01.05
-0.43,0.15,0.66,-0.07,0.01,0.15,-0.35,0.11,0.92,0.311961,1.27,0.01,0.315102,0.33,0.457,0.22,-0.53,0.02,-0.1,0.13,0.33,0.7,-0.44,0.27,-0.24,0.25,-0.26,0.37,20.09.18
0.49,-0.81,0.03,-0.32,-0.28,-0.36,0.87,0.59,-0.78,-0.12,-0.32,-0.17,-0.36,-0.6,0.12,0.52,-0.38,-0.08,-0.22,-0.08,-0.23,-0.06,-0.64,0.07,-0.06,0.21,0.09,0.31,10.01.09.05
-0.14,-0.34,0.06,-0.22,-0.2,0.01,0.32,0.28,-0.17,0.25,-0.15,-0.19,-0.41,-0.17,-0.17,0.61,-0.43,0.39,-0.16,-0.51,-0.01,-0.07,-0.02,-0.06,0.01,0.24,0.27,-0.02,16.01
-0.03,-0.07,0.37,-0.44,-0.39,0.34,-0.28,-0.17,0.15,0.41,0.17,-0.18,-0.46,-0.88,0.05,0.06,-0.5,-0.31,-0.38,0.14,0.28,0.6,-0.28,-0.26,-0.1,0.28,0.34,0.01,16.01
0.29,0.2,-0.15,-0.21,-0.34,0.26,-0.07,-0.09,-0.33,-0.37,-0.43,0.19,-0.8,0.44,-0.2,-0.12,-0.02,0.08,-0.19,0,-0.034,0.34,1.16,0.44,-0.1,-0.13,0.12,-0.2,32.01
0.33,-1.43,-0.01,0.06,-0.06,0.1,-0.54,-0.33,0.69,0.59,0.08,0.38,0.11,-0.69,-0.28,-0.42,0.05,0.02,-0.54,-0.07,0.08,-0.0277528,-0.06,-0.11,0,0.25,-0.1,-0.19,10.03.01
0.138182,-0.12,0.04,0.01,0.28,-0.16,-0.15,0.28,-0.16,0.04,0.21,0.13,-0.49,0.36,0.25,0.31,-0.43,0.09,0.13,0.04,0.52,0.0122946,0.87,0.14,0.43,-0.26,0.14,-0.19,11.02.03.04
-0.06,0.36,-0.89,0.06,0.44,-0.26,0.23,0.34,-0.08,0.03,-0.32,-0.25,-0.77,-0.02,-0.34,0.16,0.29,0.35,-0.05,-0.1,0.23625,0.15,-0.69,-0.43,-0.08,0.51,-0.01,-0.12,12.04.01
-0.23,0,0.11,0.09,0.38,0.49,-0.49,-0.17,0.83,0.28,-0.51,0.56,-0.13,-0.69,0.07,-1.02,0.73,0.76,0.11,-0.59,0.34,0.14,-0.51,-0.42,-0.24,0.05,-0.15,-0.1,11.04
-0.01,0.26,0.06,-0.1,0.06,0.09,0.67,0.76,-0.01,0.41,-0.31,-0.09,-0.37,-1.23,-0.27,0.35,-0.22,-0.12,-0.1,-0.06,-0.08,0.33,-1.08,-0.16,-0.03,0.62,0.08,0.13,01.04
-0.23,0.12,0.14,-0.4,0,0.08,-0.59,-0.21,0.59,-0.12,-0.14,0.62,-0.18,0.02,0.02,-0.29,0.09,-0.04,-0.55,-0.22,0.05,0.37,-0.19,0.68,0.16,0.29,0.38,-0.24,32.01.01
-0.23,-0.06,-0.25,-0.33,0.13,-0.35,-0.52,-1.12,0.26381,0.199524,-0.0295238,0.01,-0.0255,-0.164762,-0.0255,-0.37,-0.03,0.09,-0.13,-0.07,-0.02,0.23,0.77,0.11,0.49,-0.19,0.12,-0.03,01.06.06.11
-0.67,-0.47,0.34,-0.08,0.14,0.17,0.32,0.26,-0.4,0.18,0.09,-0.1,0.07,0.29,0.51,0.05,0.29,0.4,-0.07,-0.35,-0.01,0.26,0.7,-0.37,0.1,-0.23,-0.04,0.17,01.04
0,-0.15,-0.07,-0.02,0.21,-0.1,0.0483333,0.95,-0.0742105,-0.0342105,-0.298947,0.128947,-0.0205556,-0.136842,-0.0694444,0.16,-0.17,-0.02,-0.08,0.25,0.106667,0.18,0.52,0.09,0.13,-0.22,0.09,0.01,14.01
-0.18,-0.4,0.16,-0.18,0.15,-0.11,0.09,-0.04,-0.4,-0.13,-0.21,0.3,-0.47,0.62,-0.11,0.23,-0.04,-0.06,-0.25,0.11,0.22,0.35,0.48,-0.12,0.17,0.07,0.16,-0.32,12.01.01
-1.06,-0.81,1.18,0.06,0.39,0.33,-0.53,-0.2,0.19,0.22,-0.12,-0.48,0.5,-0.2,1.04,0.37,0.3,-0.05,-0.18,-0.28,0,-0.45,1.81,0.87,0.05,-1.13,-0.57,0.34,14.07
-1.03,-0.42,-0.42,-0.06,-0.39,0.13,-0.386735,0.25,0.151373,0.311961,0.0903922,0.39,0.315102,-0.0901887,0.457,0.14,0,0.16,-0.12,-0.15,0.128649,-0.01,-1.18,-0.13,0,0.45,-0.07,0.13,20.09.18
0.7,-0.393333,-0.03,-0.24,-0.0166667,-0.06,-0.83,-0.46,0.32,0.63,-0.25,0.12,0.23,0.21,0.34,0.3,-0.51,0.07,-0.12,0.21,0.24,0.24,-0.583333,-0.263333,-0.3,-0.196667,0.43,0.256667,20.01
0.01,-0.124067,-0.27,-0.14,0.36,-0.05,-0.06,-0.12,-1.33,0.0659574,0.0421277,0.05,0.0476336,-0.0907801,0.272336,0.34,-0.25,0.17,-0.21,-0.09,-0.09,0.08,-1.66,0.65,-0.16,-1.36,-0.2,0.34,01.05
-0.6,-0.86,0.03,-0.02,0.11,0.11,-0.32,-0.25,0.56,0.45,0.46,-0.23,0.34,0.42,0.51,0.09,-0.19,0.29,0.09,-0.35,-0.08,0.05,0.13,0.09,0.17,-0.02,0.15,0.03,10.03.01
0.614,2.97,-0.1,0.2,0.11,-0.53,0.095,0.196,-0.148,-0.146,-0.01,-0.15,-0.028,-0.222,0.044,0.88,-1.15,-1.6,-1.66,0.95,0.2,-0.74,-2.01,-1.65,0.35,0.41,0.2,0.2,10
0.31,-0.14,0.34,-0.01,0.25,-0.35,-0.04,-0.09,0.25,-0.04,-0.09,0.39,-0.24,-0.01,-0.69,-0.27,-0.07,-0.24,-0.19,-0.01,0.28,0.58,-0.94,-0.08,0.36,0.08,-0.04,-0.15,42.16
-0.1,-0.6,-0.67,0.04,-0.15,0.08,0.36,0.24,-0.27,0.1,-0.27,0,-0.01,0.03,0.76,0.61,-0.07,0.16,-0.01,-0.21,0.13,0.02,-0.94,0.05,0.08,0.65,-0.46,0.15,01.04
1.16,0.34,0.21,-0.04,0.3,-0.2,-0.234,-0.51,0.144,0.06,0.018,0.45,-0.002,0.068,0.444,-0.14,0.08,0.24,-0.15,-0.26,0.11,0.28,-0.64,0,0.19,0.03,0.19,0.15,01.01.09
0.07,-0.29,0.1,-0.09,0.25,0.16,0.22,0.14,0.43,-0.01,-0.28,0.07,-0.24,-0.57,0.13,0.33,-0.65,0.07,0.13,0.25,-0.0189583,0.25,-0.22,-0.18,-0.2,-0.09,-0.09,0.15,14.04
0.34,-0.15,-0.1,-0.01,0.1,0.23,0.21,0.18,0.86,0.19,-0.3,-0.23,0.42,-0.69,-0.08,0.21,0.44,0.44,0.08,-0.45,-0.29,0.07,-1.92,-0.49,-0.34,0.47,0.13,0.04,14.04
0.32,-0.4,0.29,-0.19,-0.54,-0.34,0.25,0.45,-0.42,0.01,-0.24,0.17,-0.59,-0.49,0.01,0.19,-0.51,-0.2,0,0.41,-0.45,0.0122946,-0.7,0.04,0.02,0.32,-0.08,0.1,11.02.03.04
0.33,-0.49,-0.51,0.22,0.58,-0.11,-0.1,0.02,0.79,0.4,0.34,0.51,0.36,0.35,0.29,-0.21,0.41,0.54,0.08,-0.46,-0.04,0.00666667,-0.24,-0.02,0.01,-0.08,-0.18,-0.08,43.01.03.05
0.182246,-0.71,-0.22,-0.05,0.33,0.0157554,-0.52,-0.1,0.51,0.75,0.23,0.74,-0.05,0.42,0.73,0.52,0.03,0.19,-0.09,-0.5,0.0317442,-0.05,0.52,0.08,0.57,0.07,0.1,-0.03,43.01.03.05
0.46,-0.36,-0.47,-0.12,0.11,-0.2,-0.08,0.12,0.53,0.1,0.46,0.48,-0.08,0.63,0.75,0.46,0.46,0.58,0,-0.39,-0.39,-0.44,0.42,0.07,0.48,0.12,-0.1,0,16.03.01
-0.393202,-0.29,-0.18,-0.01,0.15,0.12,-0.59,-0.17,0.56,0.5,0.15,0.46,-0.08,0.52,0.3,-0.18,-0.53,-0.29,-0.51,0.19,-0.09,0.39,-1.11,-0.06,-0.1,0.5,0.32,0.01,12.01.01
-0.36,-0.2,0.64,-0.13,-0.15,0.12,-0.4,0.13,-0.08,-0.25,-0.53,0.17,-0.256995,0.39,0.12,-0.02,0.39,0.08,-0.31,0.28,0.37,0.51,-0.65,-0.27,0.01,0.54,0.11,-0.43,12.01.01
0.71,1.43,0.11,0.3,0.4,0.43,-1.36,-1.41,-0.34,0.88,0.3,-0.09,0.83,0.72,0.89,-0.07,-0.03,-0.09,-0.22,-0.11,0.44,0.38,-0.07,0.91,0.47,0.2,-0.04,-0.13,34.01.01.01
-0.1,-0.07,0.41,-0.15,-0.01,0.38,0.59,0.43,-0.23,-0.05,-0.46,0.26,-0.54,0.06,-0.68,0.12,-0.06,0.05,-0.09,-0.09,0.00829787,0.4,0.43,-0.2,-0.22,0.45,0.03,-0.16,11.02.03.04
0.38,0.61,0.45,0.02,0.13,0.02,1,0.75,-0.72,-0.33,-0.33,0.88,-0.0210703,0.42,-0.22,0.16,0.43,0.57,-0.12,-0.23,0.00829787,-0.36,0.12,-0.38,-0.36,0.06,0.17,0.15,11.02.03.04
0.29,-0.291176,0.23,0.11,-0.04,-0.04,-1.03,0.0235294,0.65,0.0764706,-0.251176,0.115556,0.066,-0.0675,0.0613333,0.16,0.39,-0.1,-0.25,-0.1,0.04,-0.61,0.08,-0.1,-0.1,0.04,0.08,0.15,12.07
-0.43,-0.43,0.12,-0.1,0.19,0.12,-0.17,0.32,-0.26,0.13,-0.24,-0.01,-0.78,1.4,-0.1,-0.32,0.36,0.23,-0.17,-0.22,0.05,0.23,0.28,0.15,-0.33,0.24,0.24,-0.07,11.02.03.04
-0.45,-0.17,0.32,-0.14,0.19,-0.07,0.00308357,0.0985319,-0.00599432,0.0155398,-0.0980737,0.116083,-0.0210703,0.0642286,0.0624332,-0.49,0.25,0.21,0.1,0.07,0.00829787,0.19,0.43,0.15,-0.04,0.25,0.25,-0.14,11.02.03.04
-0.18,-0.69,-0.49,-0.15,0.34,-0.2,-0.00130435,0.23234,-0.131778,-0.0713636,0.0829545,0.224773,-0.0787805,0.0766667,0.233721,0.41,0.18,0.26,0,-0.19,-0.17,0.06,0.78,-0.12,0.26,-0.24,-0.19,0.23,10.01.05.01
0.16,-0.49,-0.49,-0.26,0.6,-0.29,0.00308357,0.0985319,0.14,0.0155398,-0.0980737,0.116083,-0.0210703,0.0642286,0.0624332,-0.01,0.33,0.43,-0.13,-0.4,-0.01,-0.31,0.04,-0.08,-0.06,-0.13,-0.16,0.05,11.02.03.04
-0.64,0.14,-0.18,-0.13,0.37,-0.17,0.297143,0.1925,-0.0742857,0.31625,-0.08375,-0.01375,0.04375,-0.115,0.21,0.18,0.08,0.16,-0.04,-0.19,0.00875,0.11,-0.63,-0.13,-0.08,0.11,0.1,0.05,11.06.02
-0.38,-0.43,0.18,0.06,-0.09,0.06,0.77,0.72,-0.69,-0.45,-0.42,-0.04,-0.0210703,-0.14,-0.66,0.57,0.23,0.34,0.32,-0.14,0.01,0.09,-0.31,-0.39,-0.04,0.41,0.26,-0.31,11.02.03.04
-0.17,-0.2,0.25,-0.06,-0.05,0.18,-0.37,-0.23,-0.00760563,0.09,-0.17,0.12,-0.136825,0.32,0.77,0.31,0.08,0.19,0.3,-0.02,0.19,0.16,-0.35,-0.37,-0.23,-0.1,-0.05,0.49,16.03.01
1.1,0.77,-0.07,-0.04,0.28,-0.64,0.33,0.71,-0.66,-0.71,0.59,0.26,-1.39,-0.08,0.12,-0.13,-0.19,0,-0.18,0.11,-0.41,-0.34,-0.88,-0.53,-0.01,0.14,-0.17,0.28,42.10
-0.03,-0.22,-0.1,0.1,0.35,-0.13,0.96,0.81,0.01,-0.12,-0.35,0.03,-0.85,-0.12,-0.62,0.39,-0.16,0.04,-0.13,-0.29,0.229435,0.09,-0.58,-0.11,-0.27,0.67,0.02,-0.25,12.01.01
-0.07,0,0.32,-0.2,-0.22,-0.28,-0.11,-0.09,0.06,0.16,-0.16,0.19,-0.3,-0.38,0.13,0.02,0.27,0.12,-0.07,-0.05,0.0317442,0.41,0.63,-0.11,-0.21,0.18,0.03,-0.11,43.01.03.05
0.19,-0.540536,-0.34,0.03,-0.61,-0.35,-0.39,-0.27,0.53,1.16,0.67,-0.36,0.38,-0.38,0.94,-0.102456,-0.139483,-0.0410345,-0.19,-0.01875,0.128649,0.81,0.52,0.17,-0.06,-0.14,0.07,0.05,20.09.18
0.32,-0.79,0.11,-0.2,-0.07,-0.21,-0.82,-1.18,-0.38,-0.34,-0.18,-0.36,0.75,1.42,1.09,-0.05,-0.48,-0.5,-0.26,0.07,-0.0329412,0.56,0.72,0.01,-0.29,-0.45,0.18,0.26,16.01
-0.43,0.15,0.04,0.06,0.07,-0.04,-1.09,0.43,0.14,0.24,0.05,-0.07,-0.99,0.88,0.14,-0.03,-0.27,0.05,-0.1,-0.16,0.00894737,0.32,-1.53,-0.18,-0.04,0.09,-0.21,0.37,12.10
0.34,0.37,-0.51,-0.06,0.21,-0.25,-0.67,-0.19,0.67,0.11,0.76,0.16,0.2,-0.34,0.35,-0.03,-0.14,-0.19,0.06,0.28,0.15,0.23,-0.52,-0.1,-0.12,0.01,0.09,0.16,14.13.01.01
-2.06,-1.94,1.27,-0.7,-0.63,0.39,-0.61,0.02,0.08,0.2,-0.08,-0.61,0.42,0.4,1.3,0.9,-0.1,0.28,-0.22,0,-0.34,0.1,-1.25,-0.08,0.17,0.5,0.37,-0.17,34.11.03.07
-0.04,0.21,0.29,-0.32,-0.18,-0.22,0.18,0.24,-0.5,0.11,-0.28,0.03,-0.5,-0.22,0.28,0.21,0.19,0.12,-0.05,-0.07,-0.17,0.34,0.07,-0.03,-0.19,0.11,0.18,0.05,11.02.03.04
0.46,-0.92,0.48,-0.07,-0.19,0.25,-0.39,-0.24,-0.17,0.13,-0.35,-0.26,-0.05,-0.31,0.43,0.08,0.07,0.18,0.01,-0.01,0.0572674,0.14,0.41,-0.15,-0.06,0.04,-0.11,0.04,01.04
0.18,-0.64,-0.09,0.01,0.03,0.03,0,-0.15,0.79,0.57,0.33,-0.3,-0.06,-0.24,-0.08,0.11,0.18,0.21,-0.06,-0.12,0.00829787,-0.36,0.81,-0.08,-0.05,0.18,-0.39,-0.14,11.02.03.04
0.43,-0.43,0.12,-0.14,0.09,0.03,0.15,0.24,-0.41,-0.02,-0.35,0,-0.52,-0.35,-0.28,0.37,0.03,0.14,0.2,-0.05,0,0.24,-0.43,-0.62,-0.39,-0.17,0.09,0.08,16.03.01
0.08,0.04,-0.4,0.16,0,-0.41,-0.5,-0.68,0.39,0.33,0.37,-0.45,0.86,-0.08,0.91,-0.13,-0.21,-0.29,-0.28,-0.0591351,-0.15,0.46,-0.22,-0.48,-0.18,-0.46,0,0.36,11.02.03.04
-0.18,-0.1,-0.34,-0.27,0.09,-0.04,0.03,-0.03,-0.55,0.19,0,-0.21,0.01,0.6,-0.05,-0.09,0.02,-0.06,-0.2,0.02,0.0973684,0.48,-0.44,0.15,-0.93,-0.27,0.19,0.35,20.09.07.03
1.06,1.6,0.03,-0.19,-0.04,-0.09,0.06,-0.3,0.14,0.11,0.03,-0.03,0.24,0.34,0.69,0.15,-0.0293878,-0.065529,0.72,-0.87,0.0572674,0.0457455,0.08,-0.09,0.2,-0.13,0.25,0.24,01.04
0.14,-0.34,0.11,-0.45,-0.41,0.21,-0.79,-0.1,0.29,0.46,0.43,-0.26,-0.07,-0.04,0.76,0.29,-0.44,-0.18,0.09,-0.15,-0.4,-0.06,-0.36,-0.25,-0.46,-0.1,0.05,0.28,20.01.13
0.15,-1,0.1,-0.32,-0.23,-0.2,-0.76,-0.36,0.18,-0.0110345,-0.0852632,0.0831667,0.01,-0.03,0.42,0.59,-0.36,-0.38,-0.46,-0.58,-0.26,-0.47,-0.05,-0.32,0.01,-0.14,0.2,0.47,01.07.01
0.16,-0.3,-0.23,-0.27,-0.38,-0.07,0.14,0.35,0.19,-0.05,0.02,0.24,0.07,-0.12,0.47,1.65,-0.33,-0.38,-0.6,-0.15,-0.38,-0.85,-0.56,-0.5,-0.19,0.32,-0.08,0.19,16.01
