@relation 'cellcycle0.names'
@attribute cln3-1                                  numeric
@attribute cln3-2                                  numeric
@attribute clb2-2                                  numeric
@attribute clb2-1                                  numeric
@attribute alpha0                                  numeric
@attribute alpha7                                  numeric
@attribute alpha14                                 numeric
@attribute alpha21                                 numeric
@attribute alpha28                                 numeric
@attribute alpha35                                 numeric
@attribute alpha42                                 numeric
@attribute alpha49                                 numeric
@attribute alpha56                                 numeric
@attribute alpha63                                 numeric
@attribute alpha70                                 numeric
@attribute alpha77                                 numeric
@attribute alpha84                                 numeric
@attribute alpha91                                 numeric
@attribute alpha98                                 numeric
@attribute alpha105                                numeric
@attribute alpha112                                numeric
@attribute alpha119                                numeric
@attribute cdc15_10                                numeric
@attribute cdc15_30                                numeric
@attribute cdc15_50                                numeric
@attribute cdc15_70                                numeric
@attribute cdc15_80                                numeric
@attribute cdc15_90                                numeric
@attribute cdc15_100                               numeric
@attribute cdc15_110                               numeric
@attribute cdc15_120                               numeric
@attribute cdc15_130                               numeric
@attribute cdc15_140                               numeric
@attribute cdc15_150                               numeric
@attribute cdc15_160                               numeric
@attribute cdc15_170                               numeric
@attribute cdc15_180                               numeric
@attribute cdc15_190                               numeric
@attribute cdc15_200                               numeric
@attribute cdc15_210                               numeric
@attribute cdc15_220                               numeric
@attribute cdc15_230                               numeric
@attribute cdc15_240                               numeric
@attribute cdc15_250                               numeric
@attribute cdc15_270                               numeric
@attribute cdc15_290                               numeric
@attribute cdc28_0                                 numeric
@attribute cdc28_10                                numeric
@attribute cdc28_20                                numeric
@attribute cdc28_30                                numeric
@attribute cdc28_40                                numeric
@attribute cdc28_50                                numeric
@attribute cdc28_60                                numeric
@attribute cdc28_70                                numeric
@attribute cdc28_80                                numeric
@attribute cdc28_90                                numeric
@attribute cdc28_100                               numeric
@attribute cdc28_110                               numeric
@attribute cdc28_120                               numeric
@attribute cdc28_130                               numeric
@attribute cdc28_140                               numeric
@attribute cdc28_150                               numeric
@attribute cdc28_160                               numeric
@attribute elu0                                    numeric
@attribute elu30                                   numeric
@attribute elu60                                   numeric
@attribute elu90                                   numeric
@attribute elu120                                  numeric
@attribute elu150                                  numeric
@attribute elu180                                  numeric
@attribute elu210                                  numeric
@attribute elu240                                  numeric
@attribute elu270                                  numeric
@attribute elu300                                  numeric
@attribute elu330                                  numeric
@attribute elu360                                  numeric
@attribute elu390                                  numeric
@attribute class {11.02.03.01,01.04,43.01.03.09,32.01,12.04.01,14.10,20.09.07.03,16.03.03,42.01,01.05,20.03,01.03.01.03,10.01.09.05,11.02.03.04,12.10,01.05.25,16.19.03,11.04.03.01,34.11.03.07,14.04,16.01,43.01.03.05,42.16,12.01.01,01.07.01,20.09.07,32.07,01.05.02.07,01.06,20.09.04,20.01.13,01.06.02.01,11.06.02,10.01.05.01,20.09.13,14.07.02.02,12.07,14.13,10.03.01,10,16.03.01,42.04,34.01.01.01,01.01,11,20.01.01.01,20.01.03,11.04.01,01.03.01,14.07.11,20.09.18,20.01.07,20.01.15,14.01,01.06.06.11,14.13.01.01,10.03.02,20.01.10,01.02,99,32.01.01,14.13.01,02.13.03,14.07.05,01.03.04,16.21.07,14.07,40.01,12.04,10.01.05,42.10,10.03.01.01,01.01.06,10.03.04,01.01.09,20.01,20.09,11.04,18.02,02,01}

@data
-0.15,0.9,-0.56,0.14,-0.08,-0.6,-0.04,0.04,0.47,0.15,0.48,0.04,0.12,0.21,-0.07,-0.01,-0.3,-0.25,-0.05,0.11,0.02,-0.25,-0.69,-1.29,-1.02,-0.24,-0.94,0,-0.76,0.08,-0.45,0.21,-0.45,0.21,-0.34,0.12,0,0.81,0.19,0.87,0.34,0.33,0.21,1.07,0.83,0.9,0.12,-0.24,-0.13,-0.34,0.03,-0.1,-0.09,0.01,-0.07,0.26,0.16,0.15,0.0558633,-0.01,-0.08,0.08,0.24,-0.53,-0.04,-0.55,-0.37,-0.49,-0.46,-0.26,0.58,0.57,0.52,-0.19,0.46,0.48,0.29,01.04
-0.17,-0.04,-0.12,-0.12,0.04,-0.09,-0.07,-0.07,0.3,0.29,0.54,0.2,0.08,-0.05,-0.21,-0.16,0.04,-0.24,-0.02,-0.26,-0.12,-0.19,-0.03,-0.03,-0.19,0,-0.1,0.11,-0.13,-0.03,-0.43,0.23,-0.25,-0.06,-0.55,-0.35,-0.21,0.61,0.44,0.41,-0.03,-0.19,0.05,0.41,0.17,0.13,0.5,-0.18,-0.05,0.09,0.4,0.11,-0.03,0.19,0,-0.36,-0.26,-0.18,-0.02,-0.06,-0.385,-0.15,0,0.32,-0.14,-0.34,0.66,0.32,0.09,0.01,0.13,-0.39,-0.11,-0.14,-0.19,-0.31,0.1,10
0.46,-0.51,-0.29,0.14,-0.61,0.57,0.17,0.15,-0.47,0.2,-0.14,-0.26,-0.09,0.32,-0.02,0.18,-0.09,-0.28,0.04,0.24,-0.07,0.17,-0.63,-0.53,-0.12,0.31,0.82,-0.11,0.46,-0.48,0.25,-0.48,0.47,0.15,0.79,0.4,0.68,-0.09,0.18,-0.52,0.79,-0.59,0.46,-0.75,-0.73,-0.69,-0.03,-0.9,-0.88,-0.57,-0.14,0,-0.15,0.14,0.17,0.58,0.51,0.3,0.24,0.55,0.00718062,-0.02,0.2,0.82,-0.0812329,-0.1,0.12,-0.33,-0.21,-0.14,0.1,-0.14,-0.29,-0.12,0,0.14,0.14,01.04
0.53,0.41,-0.18,0.52,0.17,-0.02,0,-0.21,-0.12,-0.27,0.17,0.26,-0.02,0.1,-0.12,0.11,-0.12,-0.18,0.05,0.1,0.02,0.1,-0.65,-0.21,-0.43,0.1,-0.06,0.14,0.07,0.11,0.09,0.21,0.06,-0.03,-0.12,0.51,0.06,-0.02,-0.4,-0.21,0.34,-0.11,0.45,0.26,-0.12,-0.02,0.1,-0.52,-0.31,-0.04,-0.01,0.16,-0.11,0.53,0.1,0.12,0.5,-0.07,-0.08,0.0624242,0.07,-0.25,-0.19,0.9,0.17,-0.37,-0.39,-0.39,-0.45,-0.21,0.03,0.46,-0.08,-0.03,0.32,0.11,-0.07,10.03.01
-0.3,-0.84,-0.43,0.16,0.39,0.36,0.56,0.08,0.24,-0.25,0.1,-0.16,0.1,-0.14,-0.16,-0.05,-0.03,-0.44,-0.21,-0.03,-0.14,-0.23,0,-0.12,0.16,0.14,0.14,0,0.21,0.1,0.14,-0.14,-0.15,-0.17,0,0.29,0.09,-0.14,-0.14,-0.46,0.05,-0.48,0.39,-0.06,0.07,0.07,1.15,0.06,-0.13,0.06,-0.28,-0.27,-0.32,-0.22,-0.36,-0.03,0.21,0.1,-0.09,0.13,0.0355556,-0.09,0.08,1.26,0.08,-0.16,0.18,-0.66,-0.58,-0.52,0.08,0.19,-0.33,-0.66,0.24,0.76,0.13,01.05.02.07
0.01,-0.2,-0.1,0.31,-0.01,0.1,0.25,0.02,0.13,-0.03,0.25,0.18,-0.08,-0.08,-0.06,-0.15,-0.17,-0.3,-0.03,-0.21,0.4,-0.19,-0.46,-0.62,-0.44,-0.22,0.4,0.29,0.05,0.43,0.84,0.43,0.26,-0.46,0.26,-0.29,-0.39,-0.33,0.1,0.1,1.4,-0.24,-0.02,-0.3,-0.34,-0.49,0.03,-0.74,-0.31,0.01,0.04,-0.22,-0.22,-0.39,0.08,0.34,0.21,0.22,0.25,0.33,0.0111165,0.31,0.07,0.89,0.28,-0.05,-0.42,-0.36,-0.33,-0.16,0.04,-0.07,-0.48,-0.1,0.25,0.25,0.24,16.01
-0.25,-0.07,-0.45,-0.42,-0.05,-0.29,0.07,0.07,0.09,0.18,-0.05,0.06,0.09,0.07,0.06,0.07,-0.03,-0.11,0.04,0.11,-0.21,-0.18,0.47,0.47,0.53,0.11,-0.25,0.14,-0.08,0.27,-0.18,0.21,-0.34,0.09,-0.6,0.04,-0.95,-0.02,-0.04,0.25,0.11,0.16,-0.36,-0.04,0.19,-0.18,0.54,0.19,-0.5,-0.21,-0.15,0.37,-0.09,0.42,0.63,-1.09,-1.42,0.03,0.65,0.39,-0.35,0.11,0.48,-0.22,0.02,0.22,0.3,0.04,-0.16,0.09,0.09,-0.17,-0.25,-0.01,0.12,-0.24,0.18,14.07.02.02
0.33,-0.27,-0.45,-0.6,-0.13,-0.31,-0.21,-0.12,0.01,0.09,0.22,0.07,0.43,-0.06,-0.01,-0.08,0.28,-0.1,0.23,0.13,-0.25,-0.19,0.22,0.13,0.19,-0.24,0,-0.12,0.09,-0.16,-0.03,-0.11,-0.43,0.26,-0.22,-0.21,-0.06,-0.43,0.58,-0.17,0.34,0.11,0.06,-0.06,0.26,0,0.4,-0.06,-0.1,0.3,0.27,0.2,0.29,0.23,-0.18,-1.03,-0.7,-0.22,0.23,0.14,0.25,0.0720703,0.103594,0,-0.19,0.09,0.13,0.19,0.06,0.13,0,-0.03,0.02,0.25,-0.39,-0.21,-0.05,16.01
0.52,0.26,-0.4,-0.0042328,-0.15,-0.101117,-0.18,-0.043297,0.24,-0.15,0.2,-0.12,0.12,0.25,0.2,0,-0.15,-0.31,0,0.13,-0.08,0.01,-0.14,-0.05,-0.16,0.33,0.33,0.28,0.11,0.21,-0.27,0.09,0.26,-0.1,0.01,0.34,0.08,0,-0.7,0.11,-0.17,-0.09,0.14,-0.12,-0.29,-0.19,-0.23,-0.2,-0.04,0.06,0.28,0.63,0.41,0.11,0.02,-0.29,0.35,-0.11,-0.06,0.04,0.0113043,-0.4,-0.58,-0.37,-0.27,-0.18,0.14,-0.2,0.08,0.11,0.08,0.16,0.48,-0.08,0.14,-0.24,0.16,11.02.03.04
-0.51,0,-0.27,0.1,-0.1,-1.06,-0.67,-0.82,0.03,-0.08,0.92,-0.01,0.54,-0.01,0.07,-0.33,0.23,-0.22,0.35,0.15,0.6,0.41,0.24,-0.11,-0.08,0.65,0.23,0.87,0.02,0.49,-0.18,-0.04,-0.68,-0.03,-0.38,0.07,0.24,0.46,-0.11,0.46,0.5,-0.58,-0.16,-0.68,-0.7,-0.51,-0.7,-0.06,0.02,0.13,0.34,0.09,0.2,-0.04,0.15,0.09,-0.35,-0.14,0.01,0.0905556,0.14,0.17,-0.07,-1.05,-0.33,-0.38,-0.05,0.17,0.31,0.22,0.06,0.25,0.43,0.23,0.23,-0.31,0.22,01.06
-0.07,-0.22,-0.14,-0.38,0.07,-0.25,-0.08,0.18,0.22,0.04,-0.04,0.02,0.18,-0.15,0.28,-0.17,-0.07,-0.15,0.22,0.31,-0.25,-0.35,-0.07,0.03,0.35,0.33,-0.25,0.36,-0.36,0.26,-0.59,0.23,-0.41,0.17,-0.41,0.32,-0.15,-0.34,-0.51,0.27,-0.51,0.18,-0.48,0.57,0.36,0.66,-0.11,-0.77,-0.22,0.21,0.11,0.28,0.29,0.19,-0.17,0.07,0.26,-0.16,-0.16,0.46,0.055,0.02,-0.28,0.76,-0.07,0.16,-0.03,0.05,-0.07,0.01,0.02,-0.04,-0.16,-0.22,-0.18,-0.01,-0.22,16.03.03
-0.43,-0.89,-0.45,0.15,0.27,0.27,-0.03,-0.24,0,-0.03,0.15,0.072,-0.08,-0.01,-0.27,0.08,-0.06,-0.25,-0.03,0.08,0.15,0,0.9,0.66,0.12,0.04,-0.35,-0.71,0.23,0.25,-0.23,-0.05,-0.14,-0.29,-0.45,0.03,0.31,-0.07,0.03,-0.21,-0.33,-0.41,-0.33,0.34,0.26,0.4,0.11,0.31,-1.16,0.01,0.11,0.54,0.44,0.83,-0.16,-0.36,0.24,-0.36,-0.01,0.17,-0.14,-0.5,-0.07,-0.24,-0.42,-0.36,0.06,-0.03,-0.1,-0.34,0.25,0.25,0.26,-0.13,0.06,0.29,0.45,11.04.03.01
-0.34,0.46,-0.25,-0.29,-0.14,0.01,-0.11,0.21,-0.33,0.34,-0.07,0.2,-0.05,0.31,0.09,0.25,-0.02,-0.3,-0.16,-0.24,0.01,0.01,0.3,0.47,0.33,0.12,-0.31,0.03,-0.14,0,-0.07,0.2,-0.26,0.3,0.12,0.17,0,-0.29,-0.95,-0.01,-0.35,0.08,-0.03,0.25,-0.07,0.1,-0.36,0.22,0.26,0.17,0.09,0.15,0.07,0.41,-0.08,0.04,0.28,-0.14,-0.37,-0.139714,-0.01,-0.37,-0.38,-0.17,0.01,-0.28,-0.02,0.51,0.27,0.18,0.01,-0.26,0.01,0.35,-0.13,-0.41,-0.07,10.01.05.01
0.41,-0.2,0.12,-0.17,0.09,0.04,0.14,0.33,0.23,0.31,0.29,0.42,-0.04,-0.09,-0.05,-0.02,0.16,-0.09,-0.01,-0.21,-1.47,-0.04,-0.2,0.14,0.26,-0.13,0.17,-0.17,-0.06,-0.13,-0.35,0,-0.26,0.72,-0.26,0.11,0.05,-0.17,0.3,-0.07,0,0.25,-0.26,-0.11,-0.02,0.2,0.02,0.03,0.34,-0.07,-0.38,-0.21,0.03,-0.2,0.11,-0.05,-0.28,0.17,0.12,0.148286,0.12,0,0.23,0.15,-0.07,0.01,0.42,0.44,0.04,0.19,-0.13,-0.25,-0.4,0.19,-0.23,-0.04,-0.31,14.10
1.61,0.58,0.16225,-0.09,0.74,0.23,0.46,0.36,0.52,0.05,0.37,0.11,-0.37,-0.57,-0.45,-0.33,0.02,-0.34,0.13,-0.27,-0.07,-0.57,-0.21,-0.32,0.39,0.59,0.32,0.17,-0.7,-0.47,-0.64,0.02,-0.14,1.69,0.44,0.77,0.02,0.42,0.24,-0.04,-0.14,-0.47,-0.39,-1.5,-0.04,0,-0.8,-0.74,0.42,0.72,-0.13,0.04,0.01,-0.14,-0.5,0.17,0.63,0.4,0.4,0.0386667,0.23,-0.2,-0.53,0.2,-0.4,-0.1,-0.84,-0.49,-0.15,0.06,0.26,0.3,-0.26,0.03,0.47,0.64,0.3,01.05.02.07
-0.84,-0.58,-0.14,0.04,0.33,-1.1,-0.73,-0.35,0.2,0.01,0.45,0.25,0.29,0.16,0.07,0.1,0.15,-0.15,-0.08,-0.06,0.29,0.18,-0.109565,-0.141458,-0.295625,-0.232766,0.0682979,-0.212766,0.161915,-0.130625,0.150638,-0.0479592,0.0717391,0.0222222,-0.00369565,-0.0679167,0.136739,-0.204043,0.10913,-0.00979167,0.393778,0.0995745,0.426087,-0.0441667,-0.0527083,-0.0393878,-0.78,0.62,-0.03,-0.07,0.05,0.03,-0.01,0.68,0.52,-0.59,-0.55,-0.19,-0.09,-0.034,0.14,0.18,0.1,-0.89,-0.07,0.18,0.58,0.77,0.7,0.11,-0.07,-0.33,0.21,-0.21,-0.53,-0.4,-0.05,32.01
0,-0.58,-0.62,0.07,0.12,-0.36,-0.1,-0.08,0.46,0.12,0.38,-0.2,-0.07,0.07,-0.22,-0.12,0.12,-0.18,-0.01,-0.03,0.18,-0.08,-0.29,0.3,0.35,-0.02,-0.02,0.09,-0.25,0.15,-0.46,0.2,-0.34,0.31,-0.42,0.2,-0.08,0.11,0.09,0.09,-0.12,0.12,-0.11,0.07,0.01,0.01,-0.13,-0.55,-0.21,0.08,0.17,-0.07,0.22,-0.02,0.01,-0.38,0.14,-0.03,0.12,0.43,-0.010463,0.11,0.08,0.27,0.07,0.26,-0.15,0.01,-0.32,-0.35,-0.03,0.29,-0.1,-0.15,0.03,0.11,0.05,43.01.03.05
-0.18,-0.18,0.25,0.68,0.05,0.81,0.64,-0.16,0.05,0.11,0.14,0,-0.08,0.13,0.11,0.04,0.07,-0.29,0.17,-0.26,-1.29,-0.24,-0.45,-0.54,-0.16,0.48,-0.27,0.57,-0.03,0.47,-0.27,0.73,-0.41,0.38,-0.53,0.34,-1.19,0.27,-0.79,0.48,-0.76,-0.61,-0.23,0.79,0.72,1,-0.23,-0.8,-1.19,-0.47,-0.05,-0.2,-0.26,-0.49,0.39,0.8,0.5,0.45,0.19,0.07625,0.16,0.6,0.62,0.33,-0.24,0.21,-0.19,0.05,-0.11,-0.47,0.16,-0.03,-0.19,0.02,0.11,0.21,0.13,20.01.15
-0.03,-0.92,-0.18,-0.45,0.18,0.01,0.01,-0.11,0.13,-0.06,0.08,-0.03,0.19,-0.28,0.13,-0.03,-0.02,-0.06,0.1,0.08,-0.13,-0.18,-0.09,-0.34,0.24,0.22,-0.00599432,-0.4,0.0155398,-0.18,-0.150625,-0.04,-0.147436,-0.03,-0.0980737,-0.04,0.027194,-0.15,-0.0210703,-0.12,-0.00814159,0.0642286,0.0624332,0.19,0.04,0.68,0.53,-0.08,-0.41,0.16,0.36,0.28,0.45,0,-0.19,-0.31,-0.48,-0.2,-0.09,-0.08,0.0113043,0.11,-0.05,0.23,-0.23,0.01,0.01,0.05,-0.15,-0.19,0.05,-0.04,0.03,0.03,0.08,0.01,0.11,11.02.03.04
0.28,-0.25,0.1,-0.01,-0.01,-0.33,0.1,-0.09,0.26,-0.22,0.25,0.05,0,0.00286689,0.37,0.02,0,-0.33,0.27,-0.09,0.12,-0.37,-0.31,0.04,-0.11,-0.01,-0.09,0.01,-0.17,0.06,-0.33,0.24,-0.15,1.05,-0.24,0.14,-0.01,-0.06,0.04,-0.15,-0.15,-0.19,0.19,-0.04,0.27,-0.07,0.16,-0.66,-0.79,-0.89,0.26,0.03,0.06,-0.12,0.13,0.74,0.21,0.2,-0.01,0.34,0.34,0.0457455,0.0343796,0.73,0.41,-0.05,-0.14,-0.18,-0.32,-0.3,-0.03,0.1,-0.2,-0.2,0.05,0.17,-0.03,01.04
0.24,0.23,0.08,-0.2,-0.22,-0.2,0.25,-0.06,0.19,-0.28,-0.25,-0.14,0.33,-0.03,0.86,-0.17,0.04,-0.07,0.37,0.15,-0.47,-0.3,-0.21,-0.15,0.01,0.43,0.14,0.21,-0.23,0.16,-0.19,0.1,-0.46,0.13,-0.3,0.1,-0.19,0.11,-0.15,0.05,-0.21,0.11,-0.06,0.28,0.13,0.24,-0.62,-0.62,-0.54,-0.09,-0.1,-0.1,-0.04,-0.14,0.01,0.67,0.42,0.07,0.18,0.11,0.21,0.39,0.3,-0.58,-0.33,-0.27,0.12,0.12,0.09,-0.15,0.35,0.04,0.17,0.14,0.33,-0.08,0.03,01.01.09
0.08,-0.6,-0.237471,-0.43,-0.42,2.81,-0.5,-0.28,-0.07,0.24,-0.03,0.06,-0.01,-0.28,-0.35,-0.54,-0.1,-0.26,-0.15,0.04,0,-0.18,-0.18,-0.26,0.47,0.26,0.41,0.07,0.26,-0.14,0,-0.31,-0.24,-0.24,0.03,0.05,0.39,-0.08,-0.14,-0.02,0,-0.18,0.45,-0.06,-0.45,-0.12,0.21,0.42,-0.87,0.17,0.18,-0.03,-0.1,0.08,0.06,-0.25,-0.17,0.04,0.06,0.01,0.19,0.000470588,0.0187059,0.24,-0.01,0.27,0.32,-0.17,0.04,0.07,-0.15,-0.19,-0.24,0.05,-0.13,-0.06,-0.03,42.01
-0.62,-0.84,-0.84,-0.79,1.33,0.72,-0.15,-0.61,-0.04,-0.27,0.03,-0.13,0.01,0.07,-0.27,-0.29,-0.11,-0.21,-0.34,0,0.11,0.16,0.8,0.02,0.66,0.01,-0.4,0.05,0.98,-0.01,0.14,-0.16,-0.2,-0.21,-0.56,-0.04,0.4,-0.13,-0.01,0.03,0.08,-0.89,-0.14,-0.3,-0.17,0.04,0.9,0.43,0.02,0.06,-0.38,0.01,0.3,-0.09,-0.24,-0.81,-0.59,-0.24,-0.2,0.0399099,0.23,0.2,0.38,-0.17,-0.46,-0.21,0.41,0.13,0.31,-0.07,0.17,0.14,0.22,-0.21,-0.19,-0.05,-0.03,01.05
0.07,-0.43,-0.49,-0.04,0.02,-0.08,0.42,0.04,0.23,-0.25,0.27,-0.17,-0.03,0.13,0.1,0.08,0.17,-0.27,-0.05,-0.35,0.05,-0.31,-0.45,-0.57,-0.27,0.03,0.38,0.24,0.07,0.22,0.53,0.25,-0.193929,0.0183333,-0.01,-0.05,-0.13,-0.3,0.34,-0.09,0.34,-0.31,0.24,-0.21,-0.16,-0.08,0,-0.23,-0.06,0.19,-0.25,-0.47,-0.37,-0.42,0.14,0.78,0.28,0.16,-0.01,0.124762,0.03,0.28,-0.05,0.29,0.28,-0.21,-0.25,-0.15,-0.71,-0.3,-0.21,0.23,-0.27,-0.15,0.47,0.88,0.1,42.16
0.45,-0.03,-0.43,0.12,-0.15,0.6,0.54,-0.36,0.1,-0.31,0.15,-0.17,0,-0.07,-0.03,0.09,-0.05,-0.21,-0.05,-0.13,0.09,-0.03,-0.72,-0.65,-0.42,-0.3,-0.36,-0.22,-0.06,0.1,0,0.32,0,0.22,0.02,0.32,0.06,-0.25,-0.36,0.26,0.28,0.06,0.54,0.52,0.44,0.19,0.38,-0.7,-0.73,-0.02,0.32,-0.14,0.06,-0.57,0.31,0.97,0.34,0.57,0.26,-0.57,-0.49,0.0841667,0.09875,-0.25,-0.19,-0.33,-0.46,-0.86,-0.53,-0.33,0.26,0.4,0.15,0.09,0.72,0.65,0.67,20.03
0.3,-0.01,-0.06,-0.58,0.03,-0.232222,-0.01,-0.02,0.25,0.05,0.41,0.01,0.01,-0.27,-0.11,-0.21,0.16,-0.43,0.14,-0.04,0.26,-0.23,-0.44,-0.22,0.19,0.13,0.08,0.25,-0.12,0.07,-0.08,0.14,-0.44,0.55,-0.12,0.1,-0.17,0.01,0.2,0.13,-0.06,-0.29,0.01,0.02,-0.1,0.14,-0.3,-0.29,-0.07,0.02,0.18,-0.32,-0.13,-0.13,0.02,0.49,-0.1,0.14,-0.08,0.07,0.0358824,0.4,0.1,0.23,0.57,-0.39,-0.37,-0.18,-0.34,-0.2,-0.03,0.26,-0.2,0.16,0.28,0.31,-0.09,20.09.07.03
0.1,-0.01,-0.06,0.03,-0.07,-0.18,-0.58,-0.27,-0.03,-0.11,0.08,0.27,0.26,-0.07,0.3,-0.16,0.01,-0.06,0.42,0.56,-0.29,-0.09,0.27,-0.05,0.09,-0.0212338,0.24,-0.0658974,-0.39,-0.0191083,-0.05,0.0129448,-0.39,0.111154,-0.16,0.0572727,0.2,-0.0485161,0.51,-0.0107143,0.72,0.15,-0.01,-0.3,-0.39,-0.43,-0.38,-0.11,-0.56,-0.22,0.29,-0.06,-0.1,0.32,0.03,0.24,-0.16,0.03,-0.06,-0.0189583,0.31,0.22,0.2,-0.79,-0.19,-0.1,0.18,0.24,0.15,0.17,0.05,0.06,0.24,0.06,0.03,-0.13,0.03,14.04
0.49,-0.34,-0.38,0.14,0.11,-0.0957233,0.03,-0.00414634,0.33,-0.18,0.17,-0.00771605,0.06,0.06,-0.07,-0.05,0.05,-0.22,-0.05,-0.13,-0.24,0.14,-0.02,-0.05,0.37,0.04,-0.13,0.05,0.22,0,-0.28,0.07,-0.23,-0.39,-0.37,-0.23,0.26,-0.13,0.43,0.17,-0.07,-0.07,0.11,-0.11,0.47,-0.11,-0.55,-0.29,-0.74,-0.29,0.08,0.29,-0.05,0.46,-0.14,0.59,0.37,-0.12,-0.18,-0.0189583,0.46,0.15,-0.04,0.41,-0.07,-0.07,0.07,-0.13,-0.19,0.4,-0.09,0.15,0.24,-0.23,-0.23,-0.52,0.23,14.04
0.2,-1.4,-0.97,-1.64,0.02,0.19,-0.61,0.3,-0.39,0.33,0,0.16,-0.12,0.41,-0.12,0.16,0.14,-0.25,-0.42,0.12,-0.14,0.22,-0.63,-0.22,-0.41,-0.22,0.04,-0.29,0.41,-0.14,0.79,-0.28,0.22,-0.19,0.37,0.01,1.07,-0.28,0.4,-0.29,0.54,0.15,0.98,-0.91,-0.61,-0.48,0.82,0.66,0.35,0.1,-0.42,-0.11,-0.28,0.37,-0.2,-0.05,-0.23,-0.24,-0.35,0.0572674,0.12,-0.27,-0.28,0.53,0.84,0.12,-0.52,-1.19,-1.13,-0.82,0.2,0.51,0.46,0.06,0.41,0.49,0.04,01.04
-0.14,0.59,0.14,-0.04,0.11,0.58,0.85,0.5,0.24,-0.1,-0.17,-0.11,-0.06,-0.38,0.5,-0.14,-0.31,-0.52,0.2,0.24,-0.73,-0.7,-0.58,-1.33,-1.09,-0.51,-1.4,-0.66,-1.47,-0.84,-1.15,-0.06,-0.79,-0.43,-0.47,0.14,-0.3,0.62,0.32,0.84,0.79,1.72,0.81,2.23,1.74,1.87,1.99,0.77,-0.42,-0.6,-0.45,-0.92,-0.71,-0.81,-0.07,0,-0.31,0.3,0.12,0.0572674,-0.18,0.43,0.84,2.29,0.58,0.3,0.16,-1.25,-1.17,-0.98,-0.57,0.18,-0.42,-0.65,0.48,0.68,0.36,01.04
0.01,-0.92,-0.69,0.14,-0.11,0.07,0.02,-0.03,0.33,-0.01,0.07,-0.08,0.1,-0.03,-0.18,-0.18,0.21,0.01,0.28,-0.33,0.17,-0.31,-0.89,0.11,-0.22,-0.26,0.3,-0.18,0.13,-0.01,-0.35,0.07,-0.08,0.23,-0.04,-0.01,0.31,0.02,-0.19,0.16,0.68,0.14,0.45,-0.16,-0.16,-0.26,0.29,-0.17,-0.22,-0.13,-0.2,0.18,-0.06,-0.26,0.26,0.81,0.1,-0.11,-0.04,-0.34,-0.64,0.43,0.09,0.36,-0.02,0.06,0.01,0.48,0.23,0.23,-0.06,0.08,-0.22,0.16,-0.28,-0.63,-0.4,20.03
-0.18,-0.15,0.34,-0.12,0.25,-0.18,-0.39,-0.01,-0.42,-0.05,-0.12,-0.01,0.24,-0.08,0.12,-0.12,0.01,-0.12,0.38,0.29,0.11,0.12,-0.53,-0.12,0.22,0.22,-0.59,0.38,0.114681,0.3,-0.0545989,0.09,-0.0326203,0.14,-0.151526,0.11,-0.145815,-0.23,-0.256995,0.02,-0.163476,0.131164,-0.0840107,0.03,-0.11,0.08,0.17,-0.43,0.68,0.05,0.45,-0.25,-0.02,0.14,-0.29,0.214172,-2.94,0.34,-0.15,0.72,0.36,0.68,0.49,-0.75,-0.24,0.27,0.46,0.33,0.34,0.46,0.22,0.04,-0.15,-0.12,-0.14,-0.39,-0.34,12.01.01
0.46,1.48,-0.4,0.08,0.15,0.36,0.04,0,-0.1,0.04,0,-0.04,0,0.152727,-0.15,0.1,-0.19,-0.079,-0.28,0.12,-0.02,-0.02,-0.26,-0.13,-0.21,0.01,0.22,-0.56,0.2,0.14,0.36,-0.45,0.01,-0.17,0.46,-0.13,1.17,-0.35,-0.0477778,-0.32,0.53,0.28,0.89,-0.47,-0.58,-0.5,-0.06,-0.18,0.61,1.18,1.06,1.39,0.07,-0.48,-0.63,-0.76,-0.4,-0.44,0.05,-0.9,-0.27,-0.33,0.1,-0.17,-0.17,0.6,0.42,-0.26,-0.12,-0.19,0.15,0.11,-0.01,-0.19,0.12,-0.12,-0.17,01.01
0.28,0.81,-0.3,-0.51,0.71,-0.2,-0.39,-0.37,-0.2,0.06,0.21,0.03,0.13,-0.35,0.21,0.01,0.17,-0.13,0.17,0.28,-0.2,-0.1,0.27,-0.02,0.15,0.67,0.45,0.77,0.07,-0.49,-0.45,-0.22,-0.55,0.21,-0.11,0.29,0.42,0.57,0.7,0.15,0.11,-1.06,-0.94,-0.41,-0.28,-0.33,-0.48,-0.63,-0.18,-0.07,-0.25,-0.09,0.15,0.73,0.19,0.72,0.57,0.01,-0.3,0.14,0.145294,-0.1,-0.42,1.01,-0.28,-0.12,-0.01,0.02,0.01,-0.01,0.07,-0.19,-0.16,0.01,0.01,-0.25,-0.11,01.06
