@relation 'cellcycle0.names'
@attribute cln3-2                                  numeric
@attribute alpha7                                  numeric
@attribute alpha98                                 numeric
@attribute alpha105                                numeric
@attribute cdc15_10                                numeric
@attribute cdc15_30                                numeric
@attribute cdc15_90                                numeric
@attribute cdc15_120                               numeric
@attribute cdc15_150                               numeric
@attribute cdc15_160                               numeric
@attribute cdc15_180                               numeric
@attribute cdc15_200                               numeric
@attribute cdc15_230                               numeric
@attribute cdc28_60                                numeric
@attribute cdc28_90                                numeric
@attribute cdc28_120                               numeric
@attribute cdc28_130                               numeric
@attribute cdc28_160                               numeric
@attribute elu30                                   numeric
@attribute elu90                                   numeric
@attribute elu120                                  numeric
@attribute elu150                                  numeric
@attribute elu210                                  numeric
@attribute elu300                                  numeric
@attribute elu360                                  numeric
@attribute elu390                                  numeric
@attribute class {11.02.03.01,01.04,43.01.03.09,32.01,12.04.01,14.10,20.09.07.03,16.03.03,42.01,01.05,20.03,01.03.01.03,10.01.09.05,11.02.03.04,12.10,01.05.25,16.19.03,11.04.03.01,34.11.03.07,14.04,16.01,43.01.03.05,42.16,12.01.01,01.07.01,20.09.07,32.07,01.05.02.07,01.06,20.09.04,20.01.13,01.06.02.01,11.06.02,10.01.05.01,20.09.13,14.07.02.02,12.07,14.13,10.03.01,10,16.03.01,42.04,34.01.01.01,01.01,11,20.01.01.01,20.01.03,11.04.01,01.03.01,14.07.11,20.09.18,20.01.07,20.01.15,14.01,01.06.06.11,14.13.01.01,10.03.02,20.01.10,01.02,99,32.01.01,14.13.01,02.13.03,14.07.05,01.03.04,16.21.07,14.07,40.01,12.04,10.01.05,42.10,10.03.01.01,01.01.06,10.03.04,01.01.09,20.01,20.09,11.04,18.02,02,01}
@data
-0.09,0.26,-0.04,-0.07,-0.14,-0.24,-0.1,-0.01,-0.37,-0.12,0.3,-0.06,0.28,-0.28,0.68,-0.49,0.16,0.56,-0.08,-0.21,-0.15,-0.06,0.02,0.2,0.15,-0.14,42.04
-0.18,0.21,-0.36,0.11,-0.53,-0.39,0.07,0.2,0.16,0.15,-0.25,-0.72,-0.25,-0.56,-0.03,-0.01,-0.23,0.46,-0.38,-0.55,-0.19,-0.21,0.09,0.33,-0.04,0.17,14.07
-0.51,-0.11,0.16,0.2,-0.09,-0.03,0.31,0.1,-0.06,-0.01,-0.26,-0.11,0.25,-0.18,-0.46,-0.04,-0.04,-0.35,-0.3,-0.15,-0.13,-0.17,-0.06,0.09,0.24,-0.01,11.02.03.04
-0.4,-0.02,-0.08,0.05,0.31,0.1,-0.08,-0.5,0.3,-0.32,0.16,-0.36,-0.58,0.01,-0.3,-0.01,0.45,0.04,-0.42,-0.22,-0.14,0.16,0.48,0.11,0.11,0.3,01.06
-1,0.11,-0.11,-0.11,-0.33,0.09,0.13,0.34,-0.41,-0.02,0.04,0.32,-0.62,-2.66,0.04,0.04,0.73,-0.66,-0.13,-0.11,0.07,0.23,0.11,0.36,-0.25,-0.25,42.01
-0.32,0,0.27,0.24,-0.47,0.04,-0.29,-0.37,0.18,-0.16,0.42,0.07,0.65,-0.04,0.214172,-0.49,0.68,0.94,0.05,0.08,0.43,0.45,0.24,0.33,-0.4,-0.34,12.01.01
1.05,-0.45,0.56,0.91,-0.73,-0.08,-0.12,-0.41,0.11,0.32,0.47,-0.23,0.5,0.13,-1.15,0.53,1.14,0.0206516,-1.34,-0.91,-0.24,0.24,1.04,0.72,0.23,-0.03,11.02.03.04
0.19,-0.3,0.06,0.27,-0.13,-0.15,-0.58,-0.0476604,-0.13,0.11,0.59,0.02,0.32,-0.24,0.12,-0.08,0.51,0.42,0.1,-0.51,-0.39,-0.35,0.16,0.41,0.07,-0.04,01.04
-0.32,0.05,-0.76,0.17,-0.45,-0.48,0.05,0.17,-0.13,0.38,0.52,0.51,-0.05,0.09,-0.32,-0.24,-0.07,0.2,0.16,-0.96,0.01,-0.07,-0.17,0.09,-0.15,0.05,11.02.03.04
-0.2,-0.44,-0.04,-0.02,-0.09,0.14,0.2,-0.48,-0.02,-0.07,-0.19,-0.16,-0.42,-0.14,0.02,-0.07,0.25,0.39,-0.29,-0.25,0.03,0.08,0.03,0.08,-0.1,0.2,20.09.07.03
-0.67,0.05,-0.14,-0.11,-0.16,-0.03,-0.81,0.55,-0.04,0.37,0.29,0.51,0.47,0.25,0.07,-0.1,0.00645161,0.19,0.16,-0.62,-0.28,-0.02,-0.05,0.17,-0.11,0.18,11.04.01
-0.38,0.17,0.09,0.15,-0.92,-0.09,-0.62,-0.1,0.21,0.47,0.39,0.62,1.06,-0.17,-0.7,-0.04,-0.0329412,0.32,-0.35,-0.48,-0.13,0.01,0.3,0.13,0.03,0.12,16.01
-0.51,-0.12,-0.1,0.14,-1.15,-0.03,-0.56,-0.1,0.35,0.39,0.31,-0.14,0.53,-0.36,0.09,-0.18,-0.0189583,0.27,0.07,0.07,-0.08,-0.08,0.1,0.06,-0.36,-0.03,14.04
-0.45,-0.15,0.25,0.27,-0.31,-0.04,-0.25,0.82,0.04,0.2,0.19,0.03,0.5,-0.55,0.214172,-0.6,0.58,0.53,0.08,0.15,0.05,0.15,0.44,-0.13,0.06,-0.02,12.01.01
1.84,-0.34,0.07,0.14,-0.28,-0.36,-0.81,0.68,0.85,0.08,0.114633,0.0252632,0.14,-0.57,0.32,0.12,0.0572674,-0.08,-1.24,0.06,0.44,0.77,0.53,0.11,-0.11,0.3,01.04
0.25,-0.6,0.04,-0.14,-0.42,-0.62,0.47,-0.48,0.22,-0.16,-0.3,-0.32,0.49,-0.3,0.6,-0.00847656,0.41,0.49,-0.5,-0.52,-0.18,-0.12,0.45,0.06,0.5,0.11,16.01
-0.64,2.5,-0.49,-0.34,-0.24,-0.34,-0.41,-0.34,0.4,0.03,0.28,-0.133469,1.05,-0.38,-0.04,0.25,0.0378049,0.4,-0.21,-0.08,-0.04,-0.15,-0.04,0.26,0.29,-0.1,16.03.03
-0.49,-0.02,0.1,-0.02,-0.53,-0.61,-0.44,0.52,0.38,-0.1,-0.59,-0.59,0.81,-0.02,0.92,-0.44,0.65,0.56,-0.11,0.24,-0.21,-0.07,-0.2,0.02,-0.02,-0.37,14.10
-0.71,0.56,-0.34,-0.2,-0.69,-0.33,-0.16,-1.67,0.17,0.11,0.44,0.48,0.43,-0.73,-0.08,0.09,0.18,0.57,0.25,-0.15,-0.34,-0.48,0.34,-0.31,0.42,0.5,01.04
-0.29,-0.02,-0.38,-0.23,-0.15,-0.05,-0.61,0.44,0.73,0.83,0.353333,0.246818,1.09,-0.66,-1.47,-0.22,-0.88,-0.3,-0.34,0.5,0.04,-0.09,0.12,-0.27,0.45,0.38,20.03
0.43,-0.4,0.19,0.24,-0.17,-0.26,-0.21,0.14,0.22,0.57,-0.28,-0.07,-0.45,-0.23,0.33,0.05,0.505,0.05,-0.1,-0.28,0.14,-0.07,-0.04,0.12,0.02,0.04,14.07.02.02
-0.79,0.26,-0.26,0.17,-0.31,-0.09,-0.59,0.05,0.0961111,0.03,0.13,0.02,0.48,-0.17,0.3,0.18,0.36,0.48,0.12,-0.03,-0.55,-0.44,-0.14,0.27,0.29,-0.07,16.01
-0.76,-0.15,-0.24,-0.18,0.06,0.42,0.02,-0.19,-0.3,-0.05,0.18,0.08,0.04,0.34,-0.12549,-0.06,0.16,0.22,0.09,-0.18,0.38,0.1,-0.04,0.22,-0.24,-0.09,10.01.05.01
-0.17,0.16,-0.17,-0.09,0.01,-0.02,-0.01,-0.08,0.1,-0.04,0.14,0.0476336,0.2,0.01,-0.05,0.07,0.03,-0.39,-0.04,-0.54,-0.04,-0.06,0.26,0.05,-0.15,0.29,01.05
-0.89,-0.16,0.09,-0.01,0.78,0.77,0.48,-0.64,0.11,-0.67,-0.75,-0.52,0.2,-0.06,0.18,-0.09,-0.0277778,-0.14,0.67,0.27,0.23,-0.01,-0.16,-0.14,-0.38,-0.4,01.03.04
-0.12,0.51,-0.35,-0.09,-1.33,-1.51,0,0.67,0.01,0.29,0.89,0.49,0.22,-0.27,0.59,0.36,-0.02,0.82,0.16,-0.09,0.03,0.14,0.12,0.12,-0.05,-0.05,02.13.03
-0.38,-0.19,0.3,0.15,-0.91,-0.99,-0.06,0.54,-0.14,0.6,0.42,1.01,0.31,-0.24,0.72,0.04,-0.0189583,-0.03,-0.21,0.1,-0.15,0.02,-0.01,0.18,0.02,-0.22,14.04
0.01,0.03,0.17,0.02,-0.44,-0.46,-0.03,0.78,-0.18,0.45,0.94,0.48,0,-0.2,1.46,-0.48,-0.21,0.05,0.13,0.19,0.01,0.14,0.02,0.04,0.24,-0.01,16.01
0.2,0.13,0.07,-0.2,0.43,0.13,0.57,0.1,0.18,-0.38,-0.13,-0.0060301,-1.21,0.01,-0.16,0.2,0.0438927,0.08,-0.11,0.43,0.75,0.52,0.23,-0.07,-0.28,0.17,01
1.24,0.06,-0.01,-0.33,-0.24,-0.17,-0.2,-0.35,0.69,0.55,-0.04,-0.2,-1.15,-0.84,0.12,0.04,-0.56,-0.8,0.05,-0.36,0.12,0.05,0.29,-0.09,0.02,0.05,01.05
-0.45,-0.44,0.05,0.43,-0.3,-0.32,0.13,0.16,0,0.04,-0.11,-0.19,0.13,0,0.03,0.06,0.17,-0.07,-0.09,-0.04,0.18,0.27,0.07,0.17,-0.11,-0.09,14.07
-0.62,0.16,-0.15,-0.01,0.14,0.17,0.34,-0.27,0.26,-0.44,-0.03,-0.14,-0.53,-0.32,-0.17,0.68,0,0.76,-0.03,-0.13,-0.14,0.07,-0.08,0.17,-0.13,0.06,20.01.07
0.15,-0.24,-0.05,0.01,-0.35,0.11,-0.18,0.368,0.9,1.27,0.256939,0.315102,0.33,-0.53,-0.21,0.48,0.33,0.53,0.27,-0.23,0.25,0.01,-0.04,-0.26,0.13,0.37,20.09.18
-0.36,-0.17,-0.06,-0.25,-0.46,0.05,-0.74,0.21,0.57,0.31,0.08,0.37,-0.67,-0.84,0.02,0.22,0.57,0.12,-0.03,-0.31,0.03,0.19,0.19,0.19,-0.17,0.12,20.03
-1.32,-1.3,0.35,0.2,-0.95,-0.65,0.27,1.08,-0.49,0.02,0.44,1.13,0.09,-0.22,-0.01,0.97,1.11,0.93,1.63,-0.54,-0.62,-0.49,-0.36,0.33,-0.25,0.46,20.09.18
-0.81,-0.04,-0.1,-0.28,0.87,0.59,0.03,-0.18,0.27,-0.32,-0.48,-0.36,-0.6,-0.38,0.27,-0.17,-0.23,-0.04,0.07,-0.03,0.21,0.09,0.19,0.09,-0.17,0.31,10.01.09.05
-0.07,0.24,0.14,-0.39,-0.28,-0.17,0.35,0.45,0.17,0.17,-0.02,-0.46,-0.88,-0.5,0.71,-0.00847656,0.28,0.25,-0.26,-0.26,0.28,0.3,0.23,0.34,-0.24,0.01,16.01
0.2,0.12,0.04,-0.34,-0.07,-0.09,-0.04,-0.52,0.27,-0.43,-0.86,-0.8,0.44,-0.02,0.28,0.07,-0.034,0.29,0.44,-0.35,-0.13,-0.23,-0.02,0.12,-0.13,-0.2,32.01
-1.43,-0.02,0.26,-0.06,-0.54,-0.33,0.67,-0.09,0.19,0.08,0.08,0.11,-0.69,0.05,-0.36,0.02,0.08,-0.0610112,-0.11,-0.04,0.25,0.11,0.31,-0.1,-0.25,-0.19,10.03.01
-0.190182,-0.0957233,0.0369643,0.0145181,0.01,0.36,0.64,-1.03,0.48,-0.34,-0.94,-0.34,-0.59,-0.05,0.63,0.0202516,-0.09,-0.11,-0.131437,-0.045503,-0.0212426,-0.0561538,0.0777976,0.00597633,-0.0192899,0.0455952,14.04
0.61,0.05,0.03,0.07,-0.21,-0.19,0.02,-0.55,0.06,-0.29,-0.71,-0.85,0.43,-0.84,0.06,0.4,-0.0542857,0.21,0.26,0.09,-0.06,-0.22,-0.01,0.08,-0.22,-0.1,14.13.01.01
-0.12,0.05,-0.12,0.28,-0.15,0.28,-0.02,-0.28,0.04,0.21,-0.28,-0.49,0.36,-0.43,-0.53,0.51,0.52,0.0206516,0.14,-0.41,-0.26,0.03,-0.11,0.14,-0.08,-0.19,11.02.03.04
0.26,-0.35,0.06,0.06,0.67,0.76,0.32,-0.31,0.02,-0.31,-0.18,-0.37,-1.23,-0.22,0.27,-0.02,-0.08,0.07,-0.16,0.56,0.62,0.28,-0.03,0.08,-0.19,0.13,01.04
0.12,1,-0.38,0,-0.59,-0.21,0.41,-0.49,0.21,-0.14,0.32,-0.18,0.02,0.09,-0.01,-0.01,0.05,0.26,0.68,-0.37,0.29,0.2,-0.27,0.38,-0.51,-0.24,32.01.01
-0.06,0.38,-0.12,0.13,-0.52,-1.12,0.41,0.0747619,0.34,-0.0295238,0.129524,-0.0255,-0.164762,-0.03,1.14,-0.17,-0.02,0.27,0.11,0.46,-0.19,-0.41,0.12,0.12,-0.17,-0.03,01.06.06.11
-0.47,0.12,-0.82,0.14,0.32,0.26,-0.14,-0.06,0.78,0.09,-0.04,0.07,0.29,0.29,-0.1,0.21,-0.01,-0.74,-0.37,-0.07,-0.23,-0.08,0.05,-0.04,0.12,0.17,01.04
-0.15,0.14,-0.14,0.21,0.0483333,0.95,-0.2,-0.223158,0.31,-0.298947,-0.0516667,-0.0205556,-0.136842,-0.17,0.13,0,0.106667,-0.04,0.09,0.17,-0.22,-0.16,0,0.09,0.1,0.01,14.01
-0.81,-0.04,0.73,0.39,-0.53,-0.2,-0.43,-0.04,0.57,-0.12,0.55,0.5,-0.2,0.3,-0.14,0.08,0,0,0.87,0.35,-1.13,-1.05,-0.52,-0.57,0.37,0.34,14.07
-0.42,0.02,-0.34,-0.39,-0.386735,0.25,-0.183077,0.368,-0.0142857,0.0903922,0.256939,0.315102,-0.0901887,0,0.59,-0.05,0.128649,0.07,-0.13,0.37,0.45,0.34,-0.01,-0.07,-0.07,0.13,20.09.18
-0.409319,-0.166474,0.151128,0.0230928,-0.32,0.11,0.08,-0.34,0.23,-0.44,-0.4,-0.7,0.1,0.37,0.214172,0.03,0.13,0.38,-0.280102,0.163959,0.275939,0.24,0.220761,0.0511224,-0.199188,-0.17066,12.01.01
-0.67,0.28,-0.05,-0.57,-0.43,-0.37,0.35,-0.29,0.38,-0.35,0.3,0.15,-1.13,-0.25,0.65,-0.1,0.08,0.35,-0.14,0.24,0.06,-0.09,-0.43,0.15,0.05,0.11,32.01
-0.393333,-0.02,0.06,-0.0166667,-0.83,-0.46,-0.64,-0.37,-0.2,-0.25,0.1,0.23,0.21,-0.51,-0.03,0.26,0.24,-0.15,-0.263333,0.263333,-0.196667,0.0133333,-0.0533333,0.43,0.0366667,0.256667,20.01
-0.124067,0.15,0.12,0.36,-0.06,-0.12,0,-0.00971429,0.42,0.0421277,0.126838,0.0476336,-0.0907801,-0.25,0.01,0.34,-0.09,-0.06,0.65,-0.05,-1.36,-1.09,0.57,-0.2,0.96,0.34,01.05
-0.86,0.01,-0.17,0.11,-0.32,-0.25,-0.16,0.47,-0.21,0.46,0.44,0.34,0.42,-0.19,-0.08,-0.19,-0.08,-0.03,0.09,0.09,-0.02,-0.01,-0.16,0.15,-0.15,0.03,10.03.01
-0.12,0.03,-0.15,0.28,-0.309429,0.0231579,-0.356579,-0.032973,0.212778,0.133684,0.0935294,-0.0934375,0.19973,0.01,0.01,0.25,0.0317857,0.13,-0.04,0.31,-0.01,0.18,-0.05,0.1,-0.19,0.08,34.11.03.07
0.15,0.21,0.22,0.44,-0.0663878,-0.0112687,-0.0996617,-0.0476604,0.152283,-0.0568045,0.114633,0.0252632,0.0280755,-0.0293878,0.0965292,0.0558633,0.0572674,0.0343796,-0.18,0.15,-0.43,-0.22,-0.02,0.15,0.63,0.35,01.04
2.97,-0.76,0,0.11,0.095,0.196,0.195,-0.162,0.16,-0.01,0.37,-0.028,-0.222,-1.15,0.3,0.68,0.2,-0.7,-1.65,0.06,0.41,0.99,0.74,0.2,-0.85,0.2,10
-0.6,0.46,0.18,-0.15,0.36,0.24,-0.01,0.14,0.18,-0.27,-0.54,-0.01,0.03,-0.07,-0.24,0.24,0.13,-0.07,0.05,0.69,0.65,0.32,-0.34,-0.46,-0.07,0.15,01.04
-0.45,0.12,-0.12,0.18,-0.04,-0.19,0.19,-0.12,-0.22,-0.19,-0.09,-0.03,0.26,-0.01,0.15,0.3,0.05,0.23129,0.42,0.3,0.06,0.07,-0.02,-0.09,-0.33,-0.02,12.10
0.34,-0.25,0.05,0.3,-0.234,-0.51,0.01,0.04,0.246,0.018,0.35,-0.002,0.068,0.08,0.23,0.17,0.11,0.22,0,0.06,0.03,-0.11,-0.02,0.19,-0.08,0.15,01.01.09
-0.09,-0.05,-0.06,-0.15,0.09,0.17,0.16,-0.58,0.07,-0.56,-0.84,-0.09,-0.05,0.09,-0.12,-0.1,-0.0329412,0.02,0.12,0.08,0.04,-0.34,-0.02,0.12,0.02,-0.18,16.01
-0.15,-0.66,0.29,0.1,0.21,0.18,0.47,0.62,-0.38,-0.3,-0.55,0.42,-0.69,0.44,-0.3,0.02,-0.29,-0.38,-0.49,0.31,0.47,0.77,0.23,0.13,-0.79,0.04,14.04
-0.4,-0.26,-0.11,-0.54,0.25,0.45,0.03,-0.04,0.22,-0.24,-0.49,-0.59,-0.49,-0.51,0.92,0.14,-0.45,0.0206516,0.04,0.3,0.32,0.04,0.08,-0.08,0.1,0.1,11.02.03.04
-0.06,0.17,-0.07,0.11,0.2,0.31,-0.18,-0.34,0.29,-0.15,-0.8,-0.61,0.67,-0.13,0.38,-0.11,0.0773913,0.43,0.04,0.19,0.35,0.27,-0.22,0.25,-0.28,-0.14,11.04.03.01
-0.49,-0.19,0.36,0.58,-0.1,0.02,-0.5,0.02,0.64,0.34,-0.19,0.36,0.35,0.41,-0.48,0.43,-0.04,-0.00507576,-0.02,0.16,-0.08,0.09,0.01,-0.18,0.13,-0.08,43.01.03.05
-0.71,0.19,-0.08,0.33,-0.52,-0.1,-0.56,0.3,-0.01,0.23,0.44,-0.05,0.42,0.03,-0.22,-0.3,0.0317442,-0.11,0.08,0.09,0.07,0.1,-0.22,0.1,-0.37,-0.03,43.01.03.05
-0.36,0.19,-0.06,0.11,-0.08,0.12,-0.06,0.13,0.22,0.46,0.41,-0.08,0.63,0.46,-0.78,-0.03,-0.39,-0.25,0.07,0.36,0.12,-0.07,-0.04,-0.1,-0.13,0,16.03.01
-0.29,0.02,0.12,0.15,-0.59,-0.17,-0.39,0.36,-0.04,0.15,0.62,-0.08,0.52,-0.53,1.12,-0.25,-0.09,0.21,-0.06,0.17,0.5,0.4,0.3,0.32,-0.44,0.01,12.01.01
1.3,-0.3,0.24,0.12,0.07,0.11,-0.22,-0.75,0.59,0.67,-0.2,-0.43,-0.24,-0.34,-0.46,0.81,0.0317442,-0.14,-0.34,0.14,0.41,0.44,0.17,0.45,-0.38,-0.18,43.01.03.05
0.3,0.11,-0.11,0.09,-0.38,-0.4,0.2,0.24,-0.21,0.27,0.54,-0.053125,0.12,0.43,0.06,0.11,-0.0329412,-0.33,-0.08,-0.23,-0.26,0.1,0.23,-0.13,0.05,0.12,16.01
-0.2,-0.07,0.11,-0.15,-0.4,0.13,0.17,-0.53,0.13,-0.53,0.08,-0.256995,0.39,0.39,0.214172,0.08,0.37,0.54,-0.27,0.36,0.54,0.51,0.18,0.11,-0.48,-0.43,12.01.01
0.16,-0.05,0.13,0.35,0.25,0.08,0.32,-0.48,0.5,-0.44,-0.57,-1.01,-0.48,0.19,-0.03,-0.11,0.19,-0.23,-0.09,-0.25,-0.17,-0.02,-0.1,0,0.03,0.22,14.07.05
1.43,-0.85,0.38,0.4,-1.36,-1.41,-0.21,0.65,0.2,0.3,0.92,0.83,0.72,-0.03,-0.21,0.39,0.44,-0.05,0.91,-0.17,0.2,0.15,-0.02,-0.04,-0.65,-0.13,34.01.01.01
0.61,-0.24,-0.1,0.13,1,0.75,-0.0460724,-0.75,0.96,-0.33,-0.11,-0.0210703,0.42,0.43,0.22,-0.12,0.00829787,-0.37,-0.38,0.36,0.06,0.1,-0.1,0.17,-0.19,0.15,11.02.03.04
-0.291176,-0.05,0,-0.04,-1.03,0.0235294,0.0186667,0.39,0.1575,-0.251176,0.054,0.066,-0.0675,0.39,0.67,0.58,0.04,-0.61,-0.1,0.26,0.04,0.04,-0.1,0.08,-0.21,0.15,12.07
-0.43,0.19,-0.18,0.19,-0.17,0.32,-0.2,-0.38,-0.09,-0.24,-0.07,-0.78,1.4,0.36,0.1,0.0228,0.05,0.15,0.15,0.01,0.24,0.23,-0.04,0.24,-0.17,-0.07,11.02.03.04
-0.69,0.24,0.08,0.34,-0.00130435,0.23234,-0.328864,-0.156136,0.277143,0.0829545,0.214186,-0.0787805,0.0766667,0.18,-0.22,-0.07,-0.17,-0.07,-0.12,-0.06,-0.24,-0.22,-0.01,-0.19,-0.03,0.23,10.01.05.01
-0.49,-0.12,0.33,0.6,0.00308357,0.0985319,-0.0460724,-0.150625,0.109713,-0.0980737,0.027194,-0.0210703,0.0642286,0.33,-0.43,0.12,-0.01,-0.16,-0.08,0.28,-0.13,0.06,-0.03,-0.16,-0.19,0.05,11.02.03.04
0.14,-0.28,0.04,0.37,0.297143,0.1925,0.22875,-0.19,-0.16875,-0.08375,-0.0825,0.04375,-0.115,0.08,-0.12,0.11,0.00875,0.03,-0.13,0.5,0.11,0.26,0.16,0.1,-0.24,0.05,11.06.02
-0.43,-0.24,-0.26,-0.09,0.77,0.72,0.34,-0.33,-0.06,-0.42,-0.42,-0.0210703,-0.14,0.23,-0.4,-0.07,0.01,-0.25,-0.39,0.52,0.41,0.19,0.04,0.26,-0.48,-0.31,11.02.03.04
-0.2,-0.19,-0.08,-0.05,-0.37,-0.23,-0.13,-0.58,0.95,-0.17,0.31,-0.136825,0.32,0.08,-0.3,-0.03,0.19,-0.25,-0.37,0.04,-0.1,-0.21,0.36,-0.05,-0.194247,0.49,16.03.01
0.48,-0.25,0.13,-0.18,-0.22,-0.46,0.12,-0.194783,0.1,-0.200866,-0.0293117,-0.053125,0.175415,-0.16,0.92,-0.2,-0.17,0.22,0.03,0.35,0.05,-0.2,-0.14,0.01,0.11,0.07,16.01
-0.67,-0.14,-0.02,-0.14,0.39,0.23,0.16,-0.26,-0.22,0.04,-0.62,-0.18,0.28,-0.31,-0.14,-0.08,0.36,0.19,0.27,0.31,0.28,0.07,-0.06,0,-0.34,-0.17,43.01.03.09
-0.64,0.13,0.05,-0.3,0.02,0.16,0.26,-0.13,-0.06,-0.08,-0.24,0.22,-0.53,0.04,-0.07,-0.15,0.13,-0.2,-0.35,0.08,0.08,-0.22,0.08,0.06,-0.7,0.18,16.19.03
0.77,-0.24,0.09,0.28,0.33,0.71,-0.48,0.15,0.88,0.59,-1.04,-1.39,-0.08,-0.19,1.04,-0.277143,-0.41,-0.19,-0.53,0.06,0.14,0.27,0.25,-0.17,0.12,0.28,42.10
-0.22,-0.36,-0.02,0.35,0.96,0.81,0.28,-0.35,0.06,-0.35,-0.95,-0.85,-0.12,-0.16,0.1,-0.09,0.229435,0.07,-0.11,0.34,0.67,0.47,0.24,0.02,-0.19,-0.25,12.01.01
0,0.23,-0.01,-0.22,-0.11,-0.09,0.25,-0.09,0.4,-0.16,-0.03,-0.3,-0.38,0.27,0.39,-0.29,0.0317442,0,-0.11,-0.23,0.18,0.07,-0.04,0.03,-0.15,-0.11,43.01.03.05
-0.79,0.03,-0.15,-0.07,-0.82,-1.18,-0.85,-0.4,-0.28,-0.18,0.8,0.75,1.42,-0.48,0.41,-0.08,-0.0329412,0.42,0.01,-0.45,-0.45,-0.29,-0.09,0.18,0.39,0.26,16.01
0.07,-0.13,0,0.24,-0.41,-0.58,-0.14,-0.22,-0.17,-0.33,0.47,-0.01,1.09,-0.25,0.66,-0.52,0.0399099,0.05,-0.33,-0.16,-0.58,-0.23,0.37,-0.13,0.43,0.34,01.05
0.37,-0.06,0.02,0.21,-0.67,-0.19,-0.38,0.4,0.14,0.76,0.42,0.2,-0.34,-0.14,-0.24,0.13,0.15,-0.17,-0.1,-0.14,0.01,-0.09,0.34,0.09,-0.09,0.16,14.13.01.01
-1.94,1.44,-0.47,-0.63,-0.61,0.02,-0.47,-0.19,-0.59,-0.08,0.63,0.42,0.4,-0.1,-0.63,0,-0.34,-0.34,-0.08,0.63,0.5,0.43,-0.2,0.37,-0.36,-0.17,34.11.03.07
0.21,0.13,-0.12,-0.18,0.18,0.24,0.08,-0.67,-0.41,-0.28,0.22,-0.5,-0.22,0.19,-0.07,-0.11,-0.17,0.07,-0.03,-0.19,0.11,-0.01,-0.03,0.18,0.17,0.05,11.02.03.04
-0.92,-0.17,0.07,-0.19,-0.39,-0.24,-0.06,-0.14,-0.06,-0.35,0.17,-0.05,-0.31,0.07,0.09,-0.42,0.0572674,-0.19,-0.15,0.17,0.04,-0.36,0.08,-0.11,-0.13,0.04,01.04
-0.64,-0.35,0.27,0.03,0,-0.15,0.47,0.93,0.03,0.33,-0.29,-0.06,-0.24,0.18,0.37,-0.13,0.00829787,-0.37,-0.08,0.03,0.18,-0.21,0.18,-0.39,-0.17,-0.14,11.02.03.04
-1.09,2.39,0.45,-0.54,-0.14,-0.26,-0.11,-0.33,0.06,-0.02,-0.16,0.11,0.24,0.33,0.09,0.25,-0.07,0.25,-0.18,1.92,0.11,1,-0.14,-0.3,-1.1,-0.18,01.04
-0.43,-0.16,-0.28,0.09,0.15,0.24,0.11,0.4,0.1,-0.35,-0.52,-0.52,-0.35,0.03,0.03,-0.17,0,0.34,-0.62,-0.14,-0.17,0.08,0.32,0.09,0.08,0.08,16.03.01
1.31,-0.92,0.3,0.31,-0.51,-0.79,0.75,0.11,-0.08,-0.58,-0.07,0.06,0,0.11,0.2,0.14,-0.098125,-0.17,-1.1,-0.69,-0.14,0.01,0.76,0.26,0.37,-0.06,10.03.02
-0.1,-0.02,0,0.09,0.03,-0.03,-0.16,-0.08,0.07,0,0.15,0.01,0.6,0.02,0.12,0.08,0.0973684,0.33,0.15,-0.01,-0.27,-0.03,0.27,0.19,0.32,0.35,20.09.07.03
1.6,0.26,-0.33,-0.04,0.06,-0.3,-0.62,2.11,-0.08,0.03,0.18,0.24,0.34,-0.0293878,0.15,0.0558633,0.0572674,0.0343796,-0.09,-0.15,-0.13,0.03,-0.07,0.25,-0.85,0.24,01.04
-0.34,0.46,-0.01,-0.41,-0.79,-0.1,-0.36,0.6,-0.4,0.43,0.45,-0.07,-0.04,-0.44,0.16,-0.79,-0.4,-0.09,-0.25,-0.39,-0.1,0.35,0.18,0.05,0.13,0.28,20.01.13
-1,0.16,-0.07,-0.23,-0.76,-0.36,-0.064386,-0.110702,0.19037,-0.0852632,0.27,0.01,-0.03,-0.36,0.01,-0.25,-0.26,-0.8,-0.32,-0.34,-0.14,-0.24,0.24,0.2,-0.1,0.47,01.07.01
-0.3,0.04,-0.18,-0.38,0.14,0.35,-0.33,-0.06,0.18,0.02,0.12,0.07,-0.12,-0.33,-0.81,0.05,-0.38,-0.88,-0.5,0.11,0.32,-0.05,0.02,-0.08,0.33,0.19,16.01
-0.32,-0.12,-0.15,-0.2,-0.08,0.24,-0.65,0.39,-0.21,0.21,0.39,0.75,0.19,-0.76,-0.02,0.24,-0.08,0.09,-0.17,-0.1,0.15,0.01,0.12,-0.06,0.08,0.01,01.02
-0.04,0.16,-0.26,0.05,-0.33,-0.02,-0.24,-0.91,-0.24,-0.26,0.38,0.17,0.86,-0.07,-0.02,0.24,-0.0542857,-0.04,0.27,-0.29,-0.59,-0.11,-0.01,0.17,0.06,0.02,14.13.01.01
-0.18,-0.07,-0.05,-0.09,0.32,0.27,0.02,-0.18,-0.06,-0.23,-0.59,0.19,0.66,0.24,0.07,-0.02,-0.0388889,-0.12,-0.14,0.26,0.02,-0.06,-0.12,-0.04,0.1,-0.11,16.19.03
