@relation 'cellcycle0.names'
@attribute cln3-1                                  numeric
@attribute cln3-2                                  numeric
@attribute clb2-1                                  numeric
@attribute alpha91                                 numeric
@attribute alpha105                                numeric
@attribute alpha112                                numeric
@attribute cdc15_10                                numeric
@attribute cdc15_30                                numeric
@attribute cdc15_80                                numeric
@attribute cdc15_100                               numeric
@attribute cdc15_160                               numeric
@attribute cdc15_170                               numeric
@attribute cdc15_200                               numeric
@attribute cdc15_230                               numeric
@attribute cdc15_240                               numeric
@attribute cdc28_10                                numeric
@attribute cdc28_60                                numeric
@attribute cdc28_70                                numeric
@attribute cdc28_80                                numeric
@attribute cdc28_110                               numeric
@attribute cdc28_130                               numeric
@attribute cdc28_150                               numeric
@attribute elu0                                    numeric
@attribute elu30                                   numeric
@attribute elu60                                   numeric
@attribute elu120                                  numeric
@attribute elu300                                  numeric
@attribute elu390                                  numeric
@attribute class {11.02.03.01,01.04,43.01.03.09,32.01,12.04.01,14.10,20.09.07.03,16.03.03,42.01,01.05,20.03,01.03.01.03,10.01.09.05,11.02.03.04,12.10,01.05.25,16.19.03,11.04.03.01,34.11.03.07,14.04,16.01,43.01.03.05,42.16,12.01.01,01.07.01,20.09.07,32.07,01.05.02.07,01.06,20.09.04,20.01.13,01.06.02.01,11.06.02,10.01.05.01,20.09.13,14.07.02.02,12.07,14.13,10.03.01,10,16.03.01,42.04,34.01.01.01,01.01,11,20.01.01.01,20.01.03,11.04.01,01.03.01,14.07.11,20.09.18,20.01.07,20.01.15,14.01,01.06.06.11,14.13.01.01,10.03.02,20.01.10,01.02,99,32.01.01,14.13.01,02.13.03,14.07.05,01.03.04,16.21.07,14.07,40.01,12.04,10.01.05,42.10,10.03.01.01,01.01.06,10.03.04,01.01.09,20.01,20.09,11.04,18.02,02,01}
@data
0.23,0.48,0.49,-0.33,-0.18,0.26,-0.22,-0.46,-0.116275,-0.0674409,-0.200866,0.21,-0.053125,0.175415,0.163586,-0.24,-0.16,-0.16,-0.41,0.0352652,-0.17,0.21,0.22,0.03,0,0.05,0.01,0.07,16.01
-0.22,-0.67,-0.09,-0.22,-0.14,0.19,0.39,0.23,-0.06,0.16,0.04,0.2,-0.18,0.28,-0.06,0.51,-0.31,-0.1,0.02,0.06,0.36,0.6,0.3,0.27,0.04,0.28,0,-0.17,43.01.03.09
-0.01,-0.64,-0.22,-0.32,-0.3,0,0.02,0.16,-0.05,-0.39,-0.08,0.02,0.22,-0.53,0.33,0.25,0.04,-0.15,-0.09,-0.06,0.13,0.38,-0.04,-0.35,0.3,0.08,0.06,0.18,16.19.03
0,0.07,-0.01,-0.18,0.24,-0.26,-0.41,-0.58,0.22,0.08,-0.33,-0.1,-0.01,1.09,0.37,-0.22,-0.25,0.05,0.02,0.02,0.0399099,0.28,-0.46,-0.33,-0.13,-0.58,-0.13,0.34,01.05
0.54,-1.09,0.15,-0.81,-0.54,-0.51,-0.14,-0.26,0.07,0.07,-0.02,0.03,0.11,0.24,0.45,-0.04,0.33,0.15,0.05,-0.27,-0.07,-0.09,0.23,-0.18,-0.35,0.11,-0.3,-0.18,01.04
1.61,1.31,-0.38,-0.14,0.31,0.27,-0.51,-0.79,0.92,0.6,-0.58,0.27,0.06,0,-0.1,-0.34,0.11,-0.17,-0.23,0.04,-0.098125,0.3,-1.43,-1.1,-1.06,-0.14,0.26,-0.06,10.03.02
0.48,-0.12,-0.43,-0.06,-0.07,-0.27,-0.25,0.17,-0.131778,-0.0713636,0.0829545,0.224773,-0.0787805,0.0766667,0.233721,0.68,-0.51,-0.94,-0.62,0.56,-0.15,-0.71,-0.36,-0.26,0,0.34,-0.07,0.14,10.01.05.01
0.37,0.41,0.29,-0.17,0.03,0.1,0.59,0.42,-0.24,-0.48,-0.48,0.31,-0.48,-0.39,-0.76,-0.04,0.09,0,-0.1,0.04,-0.01,0.06,0.16,-0.33,-0.16,0.06,0.01,0.13,11.02.03.04
0.91,-0.0178947,0.58,-0.15,-0.05,-0.1,-0.41,-0.12,-0.18,0.26,0.09,0.81,-0.41,0.41,-0.16,-0.48,-0.05,0.06,0.17,0.12,0.07,-0.31,0.64,-0.08,0.4,-0.02,0.46,-0.38,14.01
0.24,0.16,-1.36,-0.13,-0.03,-0.15,-0.25,-0.45,0.24,0.08,0.43,0.52,0.11,-0.5,0.64,0.44,-0.62,-0.63,-0.4,0.28,0.26,0.21,0.36,0.15,-0.53,-0.26,-0.06,0.61,01.07.01
0.64,-0.67,0.29,0.1,-0.1,0.06,-0.01,-0.3,-0.03,-0.07,-0.11,0.12,0.09,-1.07,-0.15,-0.16,-0.04,0.05,0,-0.12,-0.11,-0.33,-0.89,-0.5,-0.46,-0.07,-0.24,0.13,16.01
-0.23,-1.36,-0.4,-0.11,0.43,-0.46,0.16,0.16,0.28,-0.05,0.28,0.04,-0.51,-0.07,-0.26,0.77,0.5,0.61,0.16,-0.13,-0.84,-0.7,-0.23,-0.07,0.0266667,0.18,-0.17,-0.07,01.03.04
0.45,-0.190182,0.26,-0.34,-0.06,-0.13,-0.27,0.37,0.09,0.33,0,0.81,-0.18,-0.02,0.21,0.06,0.44,0.37,0.07,-0.35,-0.0189583,-0.27,0.35,-0.31,0.22,-0.06,-0.43,0.17,14.04
0.61,0.4,-0.29,-0.16,0.07,0.39,0.23,0.2,0.12,-0.18,-0.33,0.06,-0.18,0.26,-0.22,0.03,0.05,-0.05,0.04,-0.01,0.0317857,0.31,-0.62,-0.3,-0.26,0.16,0.21,0.15,34.11.03.07
-0.04,0.06,-0.64,0.03,0.13,-0.1,-0.02,-0.17,0.03,-0.02,0,0.25,-0.28,0.16,-0.73,0.14,-0.2,-0.19,0.13,0.04,0.00829787,0.25,0.42,0.02,0.29,-0.02,0.05,-0.15,11.02.03.04
0.51,-0.32,-0.34,-0.25,0.04,0.01,-0.93,-0.91,0.59,-0.34,0.49,0.24,0.18,-0.3,0.24,-1.07,0.28,-0.02,-0.16,-0.12,0.37,0.39,0.35,0.12,-0.25,-0.37,0.01,-0.06,12.01.01
0.77,0.42,0.54,-0.29,0.03,-0.05,-0.293636,0.0954545,-0.0157143,-0.00136364,-0.0705,0.0731579,0.0527778,0.0809524,0.283,-0.15,-0.41,0.04,0.04,0.07,0.56,0.57,0.1,0.17,-0.03,0.05,0.28,0.24,01.05.25
-0.62,-0.64,0.04,0.04,0.03,0.29,-0.52,-0.1,0.15,0.24,-0.19,0.28,-0.43,0.4,-0.62,-0.17,-0.48,-0.45,-0.48,0.3,0.04,0.57,-0.52,-0.05,-0.01,0.49,0.05,-0.44,12.01.01
0.68,-1.12,-0.09,-0.02,-0.21,-0.13,0.38,0.53,0.56,0.88,0.64,-0.44,0.0252632,0.61,0.189368,0.73,0.4,0.52,-0.43,-0.8,-0.8,-0.22,0.37,0.26,0.6,0.13,-0.07,-0.07,01.04
-0.76,-0.42,-0.22,-0.01,0.05,0.19,1.18,1.04,-0.46,-0.37,-0.82,-0.07,-0.16,0.4,-1.2,0.3,0.31,0.32,0.1,-0.21,0.0572674,-0.29,-0.51,0.03,0.05,0.99,0.36,-0.41,01.04
-0.01,0.14,0.34,-0.36,0.09,-0.13,0.2,0.29,0.01,-0.45,-0.31,0.24,-0.91,-0.8,-0.42,-0.14,-0.02,0,0.01,-0.05,-0.0189583,0.06,0.39,-0.29,-0.32,0.2,0.08,0.01,14.04
0.61,-0.62,-0.17,-0.23,0.1,-0.3,-0.53,0.03,0.38,0.53,0.07,0.0939394,0.0252632,0.82,0.189368,-0.34,0.66,-0.19,0.19,0.08,0.3,-1.19,-0.13,0.38,0.29,-0.61,-0.0589492,-0.01,01.04
-0.18,-0.09,0.4,-0.07,0,0.33,-0.29,0.16,0.44,-0.08,0.07,0.4,-1,-0.21,-0.84,-0.03,0.41,0.03,-0.29,0.27,0.14,0.56,-0.33,-0.32,0.01,0.42,-0.04,-0.47,12.01.01
-0.09,-0.23,0.37,-0.28,-0.14,0.03992,-0.22,-0.29,0.09,0.18,-0.06,0.33,0.73,-0.65,0.64,-0.73,0.64,0.17,0.22,-0.07,-0.07,-0.01,0.68,-0.16,-0.06,-0.2,0.28,-0.33,11.02.03.04
0.5,-0.01,0.44,0.06,0.18,0.22,-0.1,-0.25,0.16,-0.15,-0.1,0.53,0.23,-0.52,-0.13,0.03,0.24,0.29,-0.4,-0.25,0.16,-0.17,-0.7,-0.44,-0.44,-0.21,0.03,0.41,10.03.01
0.3,-1.4,-0.38,-0.39,0.42,-0.39,-0.16,-0.08,0.47,0.48,0.46,0,0.25,-0.12,0.52,0.7,0.14,0.52,0.24,-0.33,-0.19,-0.23,-0.14,-0.33,-0.123333,0.11,-0.05,0.67,10.03.02
0,-0.89,-0.51,0.38,0.11,-0.1,0.42,0.24,-0.13,-0.17,-0.04,0.02,-0.11,0.38,-0.26,0.4,-0.05,-0.15,0.04,0.23,-0.17,0,-0.93,-0.44,0.1,0.25,0.36,0.3,01.04
-0.74,-0.94,-0.43,-0.22,0.08,0,0.00308357,-0.03,0.1,-0.21,0.39,-0.05,0.25,-0.11,0.11,-0.07,0.18,0.13,-0.06,-0.11,0.00829787,0.03,-0.19,0.18,0.06,-0.01,0.29,0.11,11.02.03.04
0.26,0.64,0.23,-0.15,0.16,0.05,-0.93,-0.17,1.05,-0.02,0.69,0.37,0.35,-0.76,0.0971212,-0.4,0.56,0.08,-0.32,0.06,0.32,-0.26,-0.05,-0.23,-0.34,-0.01,0.13,-0.21,16.03.01
-0.17,-0.62,-0.203333,-0.01,0.04,-0.33,0.58,0.85,-0.02,0.29,0.47,0.56,0.05,0.25,1.03,0.52,0.07,-0.22,-0.08,-0.17,-0.64,-0.005,0.48,0.43,0.48,-0.31,-0.01,0.18,20.09
0.34,-0.62,-0.04,-0.1,-0.32,0.25,-0.93,-0.78,0.171818,1.63,-0.7,-0.75,0.17,1.1,1.13,-0.09,-0.09,-0.38,0.11,0.04,-0.05,0.45,2.51,0.12,0.08,-0.07,-0.42,-0.34,20.01.10
-0.03,-0.17,-0.4,0.01,0.39,-0.32,0.25,0.13,0.4,-0.04,-0.23,0.13,-0.57,-0.4,-0.38,0.21,0.24,0.25,0.03,-0.23,0.00645161,-0.11,-0.57,-0.22,-0.0712821,0.36,0.27,0.05,11.04.01
0.48,-0.38,-0.04,0.04,0.18,0.12,-0.5,0.0514885,-0.13,0.09,-0.04,0.47,-0.44,0.5,0.18,-0.9,0.52,-0.15,0.13,0.04,0.19,0.32,0.43,-0.24,0.6,0.18,0.18,-0.28,16.01
0.36,0.92,-0.58,-0.06,0.08,-0.25,-0.1,-0.03,0.08,-0.18,-0.15,-0.12,-0.51,-0.1,-0.86,-0.34,-0.16,-0.57,0.27,0.37,-0.139714,0.23,0.42,0.46,0.5,-0.29,-0.08,-0.54,10.01.05.01
-0.25,0.33,-0.49,0.11,0.25,-0.22,0.32,0.09,-0.03,-0.22,-0.2,0.0939394,-0.38,-0.03,-0.52,-0.04,0.28,0.14,-0.14,-0.31,0.0572674,-0.25,0.19,-0.26,0.08,0.01,0.11,-0.05,01.04
-0.84,-0.64,0.14,-0.38,-0.12,-0.32,-0.02,-0.37,-0.52,-0.31,0.04,0.33,-0.62,0.93,0.27,-0.16,-0.11,-0.31,0.16,0.23,0.08,0.26,0.26,0.28,-0.51,-0.49,0.32,0.2,10.03.01
-0.6,-0.47,-0.38,-0.14,-0.14,-0.3,0.01,-0.11,-0.09,-0.08,0.07,-0.19,-0.11,0.3,-0.19,0.03,-0.06,-0.14,0.46,0.19,-0.11,0.101538,-0.04,0.18,0.24,-0.07,0.1,0.02,14.13.01
-0.04,-1.06,0.28,-0.18,-0.2,-0.15,0.26,0.03,0.2,0.65,0.18,-0.02,-0.0575,0.34,0.125,0.86,-0.18,-0.72,-0.34,-0.03,0.22,0.1,2.24,0.74,0.59,-1.25,-0.76,0.3,11.04
-0.56,-1.22,0.41,-0.27,-0.32,0.14,-0.31,-0.79,0.5,0.5,0,0.05,0.34,0.02,0.05,0.36,-0.37,-0.23,-0.78,-0.37,-0.04,0.01,0.9,0.2,0.19,-0.09,-0.54,-0.01,01.05
-0.4,-0.34,0.3,-0.27,0.12,-0.24,0.0483333,-0.27,0.06,0.28,0.07,-0.51,-0.23,0.26,0.23,-0.5,0.09,-0.04,0.02,0.05,0.11,0.23,0.34,0.1,0.52,-0.16,-0.08,0.04,14.01
0.74,1.22,0.03,-0.24,-0.57,-0.18,0.23,0.59,-0.42,-0.4,-0.42,-0.31,0.01,0.66,-0.02,0.73,0.11,0.1,-0.25,-0.54,0.0602326,-1.11,-0.99,0.68,-0.14,-0.14,-0.01,0.01,01.07.01
-1.25,-0.29,0.78,-0.14,-0.03,0.31,-0.31,0.07,0.23,0.12,-0.6,0.27,-0.52,0.03,-0.12,-0.12,-0.05,-0.21,-0.58,0.152155,-0.41,0.11,-0.01,-0.39,-0.1,0.34,-0.02,-0.29,12.01.01
0.49,-0.218,-0.17,-0.03,-0.2,0.11,-0.18,0.17,0.49,0.71,0.1,-0.16,-0.053125,-0.05,0.85,1.27,0.25,0.07,-0.37,-0.75,-0.61,-0.85,-0.01,0.14,-0.01,0.27,0.1,-0.01,16.01
-0.14,-0.76,0.06,0.01,-0.01,0.24,0.15,0.05,-0.12,0.12,-0.04,0,-0.54,-0.3,0.25,-0.17,-0.18,-0.36,-0.43,-0.04,0.16,0.43,-1.07,-0.22,-0.07,0.55,-0.07,0,12.01.01
-0.84,-0.263516,-0.09,-0.112022,0.0997802,-0.0186813,0.99,0.84,0.11,0.53,0.04,-0.25,-0.03,0.04,0.44,-0.0571429,-0.00263736,-0.00197802,0.0267778,-0.0354878,0.0365672,0.000470588,-0.188791,-0.165934,-0.19625,0.00989011,0.0176923,0.0869231,42.01
0.29,0.050303,0.43,-0.44,0.25,-0.34,-0.02,-0.14,-0.54,0.09,-0.31,0.18,-0.22,-0.18,0.15,-0.26,0.13,0.07,-0.03,0.08,-0.03,-0.07,-0.04,0.35,0.22,-0.57,-0.08,0.02,14.13.01.01
1.01,0.58,-0.49,-0.16,0.03,-0.32,-0.47,-0.21,0.2,0.22,0.53,0.03,0.14,-0.31,0.7,-0.8,-0.19,-0.21,-0.09,0.18,-0.0189583,-0.17,-0.37,0.24,-0.3,-0.71,0.24,0.37,14.04
-0.42,-0.71,-0.4,-0.14,-0.13,-0.33,-0.2,-0.12,-0.45,-0.1,-0.04,0.32,-0.43,-0.13,-0.22,0.06,0.08,-0.04,0.07,0.06,-0.034,-0.02,-0.05,0.23,0.15,-0.15,0.03,0.15,32.01
0.26,-0.3,-0.09,-0.23,0.15,0.23,-0.84,-0.86,0.87,0.06,0.63,0.28,0.52,-0.43,-0.08,-0.77,0.69,0.3,-0.05,0.3,0.12,0.39,0.12,-0.19,-0.16,-0.3,-0.06,-0.23,16.03.03
0.46,-0.15,-0.09,0.17,0.42,-0.0457931,0.07,-0.14,0.45,-0.02,0.19,0.42,0.22,0.45,0.04,-0.23,0.14,0.35,-0.09,-0.51,0.0572674,-0.25,-0.26,-0.08,-0.11,0.19,-0.14,0.09,01.04
-0.29,-0.27,0.11,-0.16,-0.18,0.16,-0.05,0,0.361667,0.595,-0.191667,-0.09,0.343333,0.225,0.088,0.03,0.13,-0.5,0.25,0.17,-0.14,0.06,-0.09,-0.07,-0.26,-0.2,-0.07,0.38,18.02
0.01,-0.06,0.32,-0.148387,0.17,-0.1,-0.09,0.03,0.48,0.3,0.69,0.3,0.52,0.64,0.83,0.18,0.21,-0.5,-0.55,-0.01,0.28,-0.58,-0.2,-0.62,0.04,0.1,-0.02,-0.22,10.03.01
0.07,-0.15,0.03,-0.25,-0.24,0.23,-0.138085,-0.20125,0.0870213,0.0653191,0.0329787,0.025,0.0979545,-0.175556,0.150222,0.25,0.04,-0.02,0.15,-0.29,0.01,-0.09,0.3,0.1,-0.3,0.04,0.05,0.1,01.06
-0.76,0.55,-0.49,-0.148387,0.06,-0.32,-0.0185714,0.172062,-0.110842,-0.0611702,-0.0743617,0.15,-0.0537778,-0.0224468,0.0972527,-0.38,-0.11,-0.28,-0.27,0.0776596,0.03,0.38,-1.18,-0.34,-0.13,0.35,0.12,0.33,10.03.01
-0.14,-0.47,-0.69,-0.03,-0.03,-0.06,-0.1444,-0.0242308,0.0215385,-0.0146154,0.111538,0.1616,0.0156522,-0.0996154,0.0748,0.03,0.14,-0.14,0.12,0.14,0.13,-0.14,0.09,0.17,0.25,0.21,0.12,-0.24,20.09.07.03
0.06,-0.81,0,-0.05,0.09,-0.02,-0.25,-0.16,0,0.06,0.38,0.13,0.01,-0.54,0.49,0.2,0.76,0.35,0.13,-0.11,-0.21,-0.72,0.03,0.03,0.42,-0.02,0.14,0.02,01.04
-0.27,-0.3,-0.67,-0.11,0.25,-0.25,0.16,-0.14,-0.39,-0.48,-0.26,0.28,0.08,0.11,-1.06,-0.1,-0.1,-0.21,0.33,0.36,-0.0189583,0.22,-0.27,-0.4,-0.19,-0.2,-0.11,0.07,14.04
0.18,0.29,-0.36,-0.13,0.18,0.35,-0.19,-0.13,0.41,0.25,0.13,-0.3,0.6,-0.03,0.19,0.11,0.45,0.42,0.22,-0.15,-0.0329412,-0.04,-0.83,0.15,-0.46,0.1,-0.12,0.2,16.01
0.11,0.11,-0.22,-0.16,0.3,-0.19,0.37,0.27,-0.45,-0.42,-0.22,0.09,0.09,0.18,-0.16,0.09,0.07,0.23,-0.27,-0.43,0.00829787,-0.28,-0.7,-0.25,0.07,0.42,-0.05,-0.12,11.02.03.04
0.37,-0.97,0,-0.24,-0.13,0.04,-0.09,0.31,-0.34,-0.24,-0.48,0.01,-0.58,0.09,0.37,0.15,-0.06,-0.33,0.03,0.3,-0.11,-0.48,0.22,-0.31,-0.25,0.38,-0.42,0.02,42.16
1.58,1.14,-0.67,0.18,-0.07,-1.12,-0.84,1.24,-1.47,-2.42,1.65,0.92,-0.01,0.07,-0.1,0.12,-0.01,-0.19,-0.01,0.1,-0.35,-0.48,-1.19,-0.72,-0.46,0.41,0.16,-0.13,10.01.05.01
-0.25,-1.12,-0.36,-0.38,0.12,-0.64,-0.22,-0.62,0.19,0.44,0.05,-0.1,0.58,0.57,0.71,-0.29,-0.08,0.21,0.6,-0.05,0.13,0.1,-0.67,-0.56,-0.5,0.24,0.33,0.18,20.09
-0.81,-0.29,0.08,0.1,-0.05,0.35,-0.41,-0.16,0.36,0.46,0.06,-0.13,0,-0.18,-0.56,-0.18,-0.04,-0.26,-0.11,0.05,0.03,0.21,-0.8,-0.13,-0.06,0.81,-0.04,-0.36,12.01.01
-0.92,-0.84,-0.15,-0.31,0.21,0.2,-0.37,-0.26,0.19,0.22,-0.19,0.03,-0.14,0.25,0.68,-0.12,-0.13,-0.18,-0.4,-0.05,-0.11,0.23,-0.49,0.3,0.19,0.11,0.1,-0.24,12.01.01
-0.54,-1.22,-0.04,-0.08,0,0.1,-0.26,0.21,0.16,0.61,0.39,-2.08,0.23,0.31,0.68,-0.39,0.66,0.7,0.86,0.42,-0.39,0.07,0.3,-0.12,0.26,0.29,0.08,-0.02,99
-0.89,-0.09,-0.51,-0.24,0.13,-0.09,0.65,0.44,-0.44,-0.35,-0.56,-0.18,-0.42,0.14,-0.23,-0.11,0.08,0.12,-0.02,-0.16,-0.0542857,0.01,1.08,-0.13,0.13,0.27,0.12,0.06,14.13.01.01
0.24,0.1,0.11,-0.15,0.05,0.1,-0.06,-0.03,-0.12,0.15,-0.19,0.08,0.25,-0.46,-0.05,0.01,-0.11,-0.08,0.3,0.23,0.1,-0.11,-0.14,0.12,-0.2,-0.09,-0.21,0.25,11.02.03.04
0.01,-0.23,-0.18,-0.28,0.19,-0.05,-0.4,-0.19,0.28,0.29,0.34,-0.02,0.21,0.16,0.71,-0.77,0.18,0.74,0.34,-0.08,0.02,-0.01125,1.24,0.32,0.26,-0.44,-0.02,0.16,20.01.01.01
0.25,0.55,-0.67,-0.22,-0.25,-0.53,0.39,1.24,-0.64,-0.55,0.13,0.82,-0.77,-0.31,-0.55,0.59,-0.87,-1.31,-0.13,1.23,0.29,-0.6,-0.66,-0.39,0.05,0.39,-0.01,0.07,11.02.03.04
-0.15,-0.14,-0.04,-0.28,0,0.21,0.15,0.16,-0.45,-0.38,-0.9,0.36,-0.133469,0.08,-0.52,-0.47,-0.12,0.44,0.21,0.13,0.22,0.11,0.25,-0.41,0.02,0.14,0.14,-0.07,16.03.03
-0.34,-0.4,0.04,-0.14,-0.08,0.05,-0.58,0.29,-0.52,0.17,-0.43,0.3,-0.39,-0.26,0.25,-0.25,-0.04,-0.07,0.67,0.38,-0.28,-0.0428261,0.22,-0.05,0.07,0.24,0.04,0.04,43.01.03.09
-0.03,-0.3,0.15,-0.39,-0.24,0.07,1.87,1.59,-0.92,-0.7,-0.68,-0.72,-0.4,-0.09,-0.14,0.77,-0.15,-0.42,0.68,0.17,0.07,-0.23,-0.73,-0.85,-0.23,0.72,0.38,0.44,01.04
0.3,-0.14,-0.17,-0.58,0.08,0.09,-0.1,0.22,-0.38,-0.42,-0.27,0.15,-0.25,0.25,0.27,-0.28,0.28,0.66,0.08,-0.09,0.148286,-0.18,0.23,0.25,-0.22,0.08,-0.06,-0.15,14.10
1.04,-0.84,-0.04,-0.17,-0.54,-0.2,-0.52,0.56,0.38,0.9,0.34,-0.6,0.01,-0.09,0.6,0.69,-0.23,-0.19,-0.49,-0.7,0.128649,-0.68,0.39,0,-0.12,0.11,-0.06,0.17,20.09.18
-0.49,-0.14,0.14,-0.32,-0.04,-0.19,-0.6,-0.36,0.25,0.11,0.37,0.28,0.38,-0.25,0.29,-0.09,-0.09,-0.14,0.03,0.17,0.0866667,-0.11,0.31,0.26,0.04,-0.18,0.09,0.03,14.07.11
-0.56,0.18,-0.56,-0.11,0.58,-0.36,-0.52,-0.27,0.45,0.06,-0.2,-0.07,0.02,-0.06,-0.31,-0.59,-0.35,0.54,0.25,0.17,0.3,0.52,-1.44,-0.4,0,0.59,-0.07,-0.05,01.01
0.46,-0.94,-0.4,0.33,0,-0.33,-0.22,0.13,-0.33,-0.03,-0.54,0.45,0.15,0.39,0.6,-0.17,0.03,-1.01,0.83,0.51,-1.01,0.69,0.38,0.28,0.28,-0.31,-0.1,0.09,16.01
0.77,1.16,-0.22,-0.13,0.05,0.4,0.13,0.1,0.25,0.15,-0.19,-0.31,0.52,0.21,0.36,-0.56,0.28,0.38,-0.17,-0.27,0.51,-0.1,-0.51,-0.32,-0.47,-0.17,0.32,-0.14,43.01.03.05
0,-0.14,-0.36,-0.23,0.18,0.19,-0.27,-0.45,0.12,0.14,0.42,0.24,0.1,0.08,1.22,-0.68,0.04,-0.04,-0.26,0.162439,0.4,0.24,0.85,0.43,0.39,0.08,0.13,-0.1,34.11.03.07
-0.1,-0.219622,1.03,-0.58,0.01,0.28,-0.47,-0.12,0.25,0.41,0.4,-0.14,-0.0210703,0.0642286,0.0624332,0.58,0.05,0.19,0.21,-0.11,0.44,-0.23,0.69,-0.111979,-0.11,0.21,-0.36,0.07,11.02.03.04
-0.01,-0.76,0.04,-0.12,0.17,-0.07,0.86,0.7,0,0.2,-0.47,0.06,-1.19,-0.23,-0.12,0.7,0.79,0.59,0.93,-2.27,-3.06,0.28,-1.05,0.03,0.37,0.32,-0.11,0.1,14.04
-0.06,-0.54,-0.3,-0.23,0.11,-0.0766667,0.07,0.31,0,0.2,0.0421277,0.02,-0.06,-0.29,0.45,0.44,-1.03,-0.61,-0.39,0.43,0.01,0.0488514,0.26,-0.21,0.07,-0.09,-0.17,0.13,01.05
0.23,0.01,-0.23,-0.27,0.02,0.09,-0.06,0.18,0.22,0.09,-0.13,-0.03,0.09,-0.09,0.5,-0.33,-0.03,0.17,0.26,0.04,-0.01,0.17,-0.09,0.03,-0.17,-0.01,-0.08,-0.13,16.01
1.26,0.12,0.01,-0.23,-0.04,0.05,-0.3,-0.2,-0.1,-0.07,-0.27,0.95,0.04,0.32,0.34,-0.12,-0.04,-0.06,0.07,-0.03,0.24,0.31,0.34,0.02,0.04,0.24,0.3,0.01,10.01.05
-0.79,-0.3,0.08,-0.16,-0.11,-0.029375,-0.27,-0.56,-0.15,-0.05,-0.08,-0.07,-0.02,-0.08,0.69,0.28,-0.51,0.11,0.36,0.14,0.0905556,0.2,0.42,0.24,-0.02,-0.08,-0.1,0.21,01.06
-0.58,-0.36,0.46,-0.45,-0.1,0.26,0.97,0.68,-0.63,-0.6,-0.76,0.17,-0.49,-0.21,-0.63,0.15,0.17,-0.27,0.26,0.2,-0.33,0.35,-0.69,-0.3,-0.26,0.23,-0.05,-0.01,01.07.01
-0.86,0.22,-0.07,-0.26,0.03,-0.47,-0.53,-0.57,0,0.26,0.11,-0.18,0.06,0.2,0.01,-0.69,0.23,-0.34,0.3,0.29,0.04,0.36,-0.53,0.32,-0.09,-0.11,-0.11,0.22,02
0.03,-0.3,-0.69,-0.27,-0.22,0.46,-0.33,-0.31,0.41,-0.06,0.14,0.09,0.33,-0.61,-0.24,-0.05,-0.7,0.14,-0.08,0.12,0.00829787,0.35,0.43,-0.21,-0.33,-0.33,-0.13,0.13,11.02.03.04
0.16,-0.14,-0.43,-0.34,-0.15,-0.56,0.05,0.83,-0.33,-0.11,0.49,0.78,-0.5,0.3,0.27,0.91,-0.49,-0.87,-0.21,1,0.05,-0.95,-0.36,-0.465,0.26,0.19,-0.07,-0.02,10
-0.56,-0.4,0.48,-0.24,-0.09,-0.37,0.67,0.41,-0.15,0.15,-0.33,-0.33,-0.11,-0.27,-0.15,0.16,-0.12,0.19,0,-0.1,0.00829787,0.04,-0.93,0.38,-0.1,0.66,2.07,-0.22,11.02.03.04
-0.79,0.18,0.32,-0.43,-0.24,-0.47,0.21,0.24,-0.24,-0.47,-0.82,0.24,0.000743243,-0.03,-0.47,-0.1,-0.09,-0.55,-0.13,0,-0.12,0.27,0.32,0.09,-0.34,0.03,0.14,0.01,14.04
-0.25,-1.15,0.16,-0.130556,0.22,-0.23,-0.19,0.28,-0.28,-0.04,-0.43,0.7,-0.43,0.77,0.32,-0.11,0.1,0.75,-0.2,-0.2,0.25,-0.48,0.97,-0.09,-0.38,-0.03,-0.08,0.23,12.07
-0.17,-0.79,0.06,-0.214058,-0.12,-0.04,-0.2,-0.51,-0.11,0.34,0.02,-0.08,0.3,0.71,0.83,0.07,0.18,-0.19,0,-0.08,-0.29,-0.01,-0.1,0.14,-0.03,0.35,0.16,0.19,14.10
0.07,0.44,0.16,-0.09,0.42,-0.45,-0.52,-0.57,-0.26,-0.8,-0.16,-0.2,0.39,0.83,1.05,-0.29,0.12,0.05,-0.18,-0.07,-0.0329412,0.12,-0.44,0.28,0.23,-0.48,0.02,0.38,16.01
0.29,-0.15,0.08,-0.12,0.00909091,-0.13,0.29,0.12,0.3,-0.18,-0.14,0.11,-0.42,-1.16,0.98,-0.05,-0.35,0.03,0.21,0.11,-0.14,0.01,-0.28,-0.11,0.03,0.01,-0.3,0.06,01.01
0.16,0,-0.3,-0.22,-0.02,0.18,0.3,0.33,0.1,-0.19,-0.2,0.18,0.04,-0.47,-0.2,-0.26,0.1,0.12,-0.06,-0.22,0.03,-0.18,-0.37,-0.41,-0.33,0.22,-0.33,-0.07,43.01.03.05
-0.47,-0.64,1.04,-0.06,0.06,0.21,-3.27,-3.51,0.11,0.1,0.26,0.92,0.5,-0.43,0.38,-1.29,-0.43,0.47,0.63,0.73,1.13,1.35,-1.53,-0.08,-0.17,-0.66,-0.41,0.61,20.09.18
-0.34,-0.69,0.32,-0.41,-0.04,0.09,-0.45,-0.18,0.43,0.18,-0.06,0.09,-0.12,-0.05,0.09,-0.08,-0.28,0.28,-0.22,0.25,0.51,0.66,-0.7,-0.16,-0.45,0.19,0.21,-0.23,12.01.01
