@relation 'cellcycle0.names'
@attribute cln3-1                                  numeric
@attribute clb2-2                                  numeric
@attribute alpha0                                  numeric
@attribute alpha14                                 numeric
@attribute alpha77                                 numeric
@attribute alpha112                                numeric
@attribute alpha119                                numeric
@attribute cdc15_10                                numeric
@attribute cdc15_30                                numeric
@attribute cdc15_50                                numeric
@attribute cdc15_160                               numeric
@attribute cdc15_180                               numeric
@attribute cdc15_200                               numeric
@attribute cdc15_210                               numeric
@attribute cdc15_250                               numeric
@attribute cdc28_0                                 numeric
@attribute cdc28_10                                numeric
@attribute cdc28_50                                numeric
@attribute cdc28_60                                numeric
@attribute cdc28_80                                numeric
@attribute cdc28_110                               numeric
@attribute cdc28_120                               numeric
@attribute cdc28_140                               numeric
@attribute cdc28_150                               numeric
@attribute elu0                                    numeric
@attribute elu60                                   numeric
@attribute elu90                                   numeric
@attribute elu390                                  numeric
@attribute class {11.02.03.01,01.04,43.01.03.09,32.01,12.04.01,14.10,20.09.07.03,16.03.03,42.01,01.05,20.03,01.03.01.03,10.01.09.05,11.02.03.04,12.10,01.05.25,16.19.03,11.04.03.01,34.11.03.07,14.04,16.01,43.01.03.05,42.16,12.01.01,01.07.01,20.09.07,32.07,01.05.02.07,01.06,20.09.04,20.01.13,01.06.02.01,11.06.02,10.01.05.01,20.09.13,14.07.02.02,12.07,14.13,10.03.01,10,16.03.01,42.04,34.01.01.01,01.01,11,20.01.01.01,20.01.03,11.04.01,01.03.01,14.07.11,20.09.18,20.01.07,20.01.15,14.01,01.06.06.11,14.13.01.01,10.03.02,20.01.10,01.02,99,32.01.01,14.13.01,02.13.03,14.07.05,01.03.04,16.21.07,14.07,40.01,12.04,10.01.05,42.10,10.03.01.01,01.01.06,10.03.04,01.01.09,20.01,20.09,11.04,18.02,02,01}
@data
0.07,0.24,-0.37,-0.28,0.05,-0.26,0.08,0.45,0.35,0.04,0.11,0.17,-0.43,0.05,-0.19,-0.19,-0.07,0.06,0.04,-0.3,-0.09,-0.17,-0.32,0.17,-1.37,0.38,-0.3,-0.03,42.01
-0.84,0.53,-0.07,0.16,0.03,-0.32,-0.12,-0.02,-0.37,-0.7,0.04,-0.32,-0.62,0.11,0.81,0.37,-0.16,0,-0.11,0.16,0.23,-0.33,-0.00318841,0.26,0.26,-0.51,-0.36,0.2,10.03.01
-0.6,0.29,0.23,0.22,-0.07,-0.3,-0.13,0.01,-0.11,-0.3,0.07,-0.08,-0.11,0.09,0.13,0.35,0.03,-0.12,-0.06,0.46,0.19,-0.52,0.34,0.101538,-0.04,0.24,0.33,0.02,14.13.01
0.39,-0.51,-0.38,0.28,0.58,0.04,-0.21,-0.01,0.32,0.42,0.14,0.56,-0.0183871,-0.55,-0.12,0.3,0.05,0.4,-0.25,-0.53,0.36,0.08,-0.8,-0.5,-0.24,-0.14,-0.12,-0.05,43.01.03.05
-0.04,-0.54,0.28,0.86,-0.15,-0.15,-0.34,0.26,0.03,-0.29,0.18,0.05625,-0.0575,0.71,-0.46,2.33,0.86,-0.62,-0.18,-0.34,-0.03,-0.52,-0.03,0.1,2.24,0.59,0.07,0.3,11.04
0.04,0.04,0.25,0.41,0.03,0.21,-0.21,-0.98,-1.33,-1.23,-0.13,0.11,0.53,0.7,0.36,-0.28,-0.41,-0.38,-0.12,0.06,0.51,0.08,0.38,0.61,0.33,0.17,0.2,0.04,01.05.02.07
-0.56,-0.36,0.02,0.37,-0.27,0.14,-0.19,-0.31,-0.79,-0.47,0,-0.05,0.34,-0.05,-0.24,1.15,0.36,-0.16,-0.37,-0.78,-0.37,-0.23,0.01,0.01,0.9,0.19,0.38,-0.01,01.05
-0.4,-0.23,-0.24,-0.02,0.06,-0.24,-0.06,0.0483333,-0.27,-0.05,0.07,0.34,-0.23,-0.1,0.27,0.17,-0.5,-0.09,0.09,0.02,0.05,-0.02,0.108462,0.23,0.34,0.52,-0.18,0.04,14.01
-0.42,-0.43,0.12,0.14,0.07,-0.04,-0.19,-0.07,0.04,0.31,-0.23,0.256939,-0.43,0.04,0.21,-0.22,-0.33,-0.16,0.23,0.11,0.03,0.09,0.09,-0.38,-0.27,-0.38,-0.24,0.32,20.09.18
-0.79,-0.32,0.37,0.21,-0.12,0.18,-0.25,0.35,0.41,0.42,-0.11,-0.11,-0.43,0.21,0.35,-0.64,-0.28,-0.27,0.1,-0.02,0.2,-0.06,0.0583333,0.37,0.56,-0.24,-0.32,0.29,01.07.01
-0.22,0.19,0.1,-0.23,0.06,-0.25,-0.14,0.64,0.68,0.59,-0.41,-1.11,-0.05,0.02,0.8,-0.29,0.07,-0.24,-0.02,0.09,0.26,0.01,-0.385,0.07,0.1,-0.12,-0.04,-0.04,10
-0.25,0.24,0.18,0.02,-0.51,-0.2,-0.13,-0.72,-0.91,-0.46,0.62,0.43,0.57,0.05,-0.57,-0.42,-0.42,-0.01,0.31,-0.15,0.03,-0.15,-0.06,0.25,-0.04,-0.19,-0.32,-0.11,01.05
0.74,-0.04,0.09,0.59,0.07,-0.18,-0.4,0.23,0.59,0.4,-0.42,0.03,0.01,0.13,0.36,-0.04,0.73,0.32,0.11,-0.25,-0.54,-0.26,-1.15,-1.11,-0.99,-0.14,-0.53,0.01,01.07.01
0.08,-0.241054,0.17,0.29,0.03,0.25,-0.21,0.03,0.2,0.2,0.12,-0.48,0.03,-0.23,-0.21,1.03,0.11,-0.19,0.22,0.11,-0.29,0.15,-0.45,-0.34,0.62,0.04,0.02,-0.01,11.02.03.04
2.71,-0.38,0.29,0.39,-0.14,-0.07,-0.14,0.02,0.08,-0.1,-0.42,0.3,-0.22,-0.39,0.3,1.02,0.81,0.45,-0.6,-0.42,0.02,-0.7,-0.6,-0.81,-0.24,-0.31,-0.54,0.53,01.05.02.07
-0.03,-0.09,0,-0.25,0.18,-0.27,0.21,0.22,0.21,-0.19,-0.15,-0.08,-0.24,-0.26,-0.26,-0.44,0.14,0.57,0.36,0.26,0.34,0.02,0.00718062,-0.42,-1.06,-0.18,0.66,0.08,01.04
0.14,-0.42,-0.1,-0.06,0.08,-0.14,0.13,-0.13,0.22,-0.1,0.31,0.84,-0.0210703,-0.68,-0.63,0.45,-0.39,0.21,0.32,0.09,0.32,0.24,0.09,-0.11,0.79,0.44,0.47,-0.22,11.02.03.04
-1.25,0.36,0.23,-0.03,-0.17,0.31,0.06,-0.31,0.07,0.17,-0.6,0.2,-0.52,0.28,0.13,-0.1,-0.12,-0.4,-0.05,-0.58,0.152155,-0.34,-0.07,0.11,-0.01,-0.1,0.28,-0.29,12.01.01
-0.01,0.19,0.16,0.3,-0.33,0.15,-0.115714,-0.18,0.19,-0.18,-0.1,0.247143,0.372857,-0.14,-0.92,0.2,0.26,0.02,-0.14,0.07,-0.14,0.07,-0.14,-0.22,0.17,0.09,0,0.2,20.01.01.01
-0.0158364,-0.58,0.13,0.2,-0.1,0.3,0.14,-0.15,0,-0.13,-0.45,-0.08,1.43,-0.16,-0.45,0.28,-0.68,0.22,0.25,0.25,0.25,0.42,-0.16,-0.08,0.88,-0.16,0.24,-0.1,16.01
0,-0.54,0,0.28,-0.26,0.24,0.12,0.24,0.11,0.18,0.23,0.48,-0.295,-0.5,-1.16,1.38,0.59,0.24,-0.45,-0.3,-0.45,-0.03,-0.62,-0.37,0.77,0.35,0.19,-0.04,10.01.05
0.24,0.63,-0.31,-0.15,0.08,0.23,0.73,-2.26,-1.69,-1.99,-0.95,0.25,0.88,0.86,0.25,-3.12,-4.12,1.48,2.45,1.81,-0.73,0.34,1.48,2.06,-0.32,-0.24,-0.19,0.29,42.01
0.26,-0.17,0.0256089,0.35,-0.08,-0.38,-0.0186245,-0.29,-0.45,-0.6,-0.03,-0.01,0.11,0.04,0.27,0.56,0.31,-0.38,0,0.12,0.06,-0.02,0.0111165,-0.2,-0.21,0.5,0.07,0.11,16.01
0.39,-0.43,0.3,0.24,-0.34,-0.33,-0.54,-0.7,-0.53,0.29,0.47,0.22,2.08,-0.41,-0.11,-0.64,-0.12,0.23,-0.58,-0.12,0.23,-0.46,0.26,-0.12,0.41,0.34,0.41,0.21,20.09.18
0.18,-0.2,-0.02,0.16,-0.09,0.16,0.04,0.03,0.31,-0.09,-0.11,0.08,0.0561765,-0.08,-0.06,0.49,-0.06,0.08,0.1,0.03,-0.15,0.06,-0.4,0.04,-0.43,-0.01,0.03,-0.14,11.04.03.01
0.19,-0.32,0.02,0.53,0.12,-0.06,-0.57,0.87,0.54,0.25,0.1,0.27,-0.08,-0.08,-0.23,-0.04,0.1,0.22,-0.51,-0.19,0.1,-0.01,0.0310811,-0.11,0.3,0.08,0.03,-0.04,32.01
-0.79,-0.15,-0.07,-0.21,-0.0269355,0.1,0.15,-0.0630769,0.41,0.04,0.12,0.15,-0.17,-0.71,-0.87,0.13,0.31,-0.01,0.13,0.11,-0.27,-0.36,0.0583333,-0.14,-0.17,-0.07,0.15,0.05,01.07.01
-0.3,-0.4,0.34,-0.03,-0.25,-0.19,0.57,0.09,0.21,0.84,-0.64,-0.25,-0.54,0.28,0.66,-0.59,-0.67,0.5,0.05,0.05,0.09,0.29,0.42,0.28,0.47,-0.03,0.17,-0.26,11.02.03.04
-0.29,0.07,0,-0.25,0.01,0.16,0.11,-0.11,0.12,0.32,-0.03,-0.28,-0.21,0.01,-0.33,0.04,0,-0.11,0.09,-0.26,0.19,0.24,0.18,0.67,-0.87,0.37,0.81,-0.34,12.01.01
0.06,-0.42,0.36,0.13,-0.01,0.06,-0.09,-0.08,0.25,0.17,-0.26,-0.13,-0.08,0.06,0.2,0.19,-0.09,-0.34,-0.2,0.19,0.18,0.14,0.37,0.02,0.11,-0.2,-0.22,0.1,14.04
0.49,0.31,0.32,0.19,-0.1,0.11,0.06,-0.18,0.17,-0.01,0.1,-0.0293117,-0.053125,-0.64,-0.51,1.25,1.27,0.02,0.25,-0.37,-0.75,-0.37,-0.49,-0.85,-0.01,-0.01,0.01,-0.01,16.01
0.99,-0.58,0.04,0.29,-0.07,0.23,0.01,-0.75,-0.35,-0.52,-0.32,-0.28,-0.11,0.32,-0.6,1.18,0.72,-0.36,-0.01,-0.23,-0.1,-0.07,-0.1,-0.69,0.15,-0.13,0.08,-0.07,16.03.03
-0.04,-0.27,0.08,-0.09,0.1,0.15,-0.04,-0.2,0.02,0.13,-0.24,0.1,-1.49,0.13,0.11,-0.83,-0.32,0.01,0,0.06,0.33,0.22,0.32,0.09,-1.02,-0.26,-0.08,0.04,16.19.03
0.25,0.38,-0.53,-0.42,0.21,0.21,0.19,0.03,0.2,0.28,-0.11,-0.67,-0.06,-0.04,-0.23,-0.49,-0.01,-0.16,-0.19,-0.11,-0.02,0.18,0.0485185,0.19,-1.51,-0.27,-0.04,-0.18,12.10
-0.14,-0.42,0.09,-0.08,-0.08,0.24,-0.01,0.15,0.05,-0.04,-0.04,0.01,-0.54,0.21,-0.04,-0.19,-0.17,-0.43,-0.18,-0.43,-0.04,0.02,0.09,0.43,-1.07,-0.07,-0.02,0,12.01.01
-0.84,-0.237471,0.00747253,-0.00703297,-0.0228889,-0.0186813,-0.0291209,0.99,0.84,0,0.04,-0.2,-0.03,-0.77,-0.7,0.00296703,-0.0571429,-0.00417582,-0.00263736,0.0267778,-0.0354878,-0.0426136,-0.0157576,0.000470588,-0.188791,-0.19625,-0.0735165,0.0869231,42.01
0.57,-0.284265,-0.93,-0.46,0.15,0.14,0.83,-0.77,-0.86,-1.07,-0.23,-0.29,-0.07,-0.77,-0.13,-0.93,-1.29,0.44,1.04,0.56,-0.23,-0.36,0.45,0.52,-1.1,-0.32,-0.5,0.56,43.01.03.05
-0.23,-0.14,0.13,0.18,0.18,-0.26,0.02,-0.04,-0.38,-0.53,-0.13,0.01,-0.03,-0.14,0.19,-0.16,0.06,-0.12,-0.29,0.29,0.42,0.16,0.29,-0.01,-0.9,-0.22,-0.14,0.28,14.07.11
-0.07,-0.18,0.03,-0.08,-0.13,-0.11,-0.13,-0.57,-0.53,-0.4,0.3,-0.43,0.21,0.32,-0.09,-0.5,-0.42,-0.15,0.14,0.01,0.02,-0.0194444,0.17,0.17,-0.13,-0.05,-0.04,-0.09,20.01.15
0.29,-0.0430303,-0.28,0.1,0.04,-0.34,0,-0.02,-0.14,-0.06,-0.31,-0.34,-0.22,0.29,0.34,-0.08,-0.26,-0.34,0.13,-0.03,0.08,0.05,0.0732143,-0.07,-0.04,0.22,-0.05,0.02,14.13.01.01
0.31,-0.2,-0.41,-0.52,0.09,0.09,0.27,-0.25,-0.05,-0.03,-0.07,-0.12,0.0525,-0.35,-0.66,-0.11,-0.23,0.77,0.05,0.33,0.23,0.68,0.42,-0.15,-0.74,0.26,0,0.05,16.19.03
0.12,-0.215,-0.31,0.12,-0.25,-0.12,0,-0.06,-0.03,-0.13,-0.56,-0.02,0.61,-1.09,-0.23,-0.36,-0.16,0.33,0,0.43,-0.4,0,-0.19,-0.0636364,-0.99,-0.35,0.62,0.07,01.01
-0.01,0.06,0.3,0.3,0.06,0.12,-0.16,-0.19,0.05,-0.18,-0.16,-0.42,0.1,0.01,0.24,0.42,0.2,-0.5,-0.17,0.26,0.27,-0.22,0.24,0.04,0.3,-0.05,-0.12,-0.2,12.04
-0.4,-0.4,0.08,-0.23,0.39,-0.07,-0.13,-0.41,0.04,-0.14,0.48,-0.08,-1.22,-0.22,0.23,-0.31,-1.27,-0.21,0.11,0.22,0.5,0.56,-0.4475,0.05,-1.04,0.17,0.4,0.5,10.01.05
0.56,-0.253056,-0.03,-0.12,0.14,0.13,-0.05,0.04,0.51,-0.17,0.82,-0.1,0.08,-0.12,-0.92,-0.75,-0.64,0.15,-0.06,-0.11,0.45,0.25,0.2,-0.02,-0.71,-0.37,0.3,0.46,32.07
0.16,0.03,0.39,0.58,-0.08,-0.13,-0.32,0.02,0.17,0.07,-0.24,-0.34,-0.22,-0.01,0.29,0.62,0.47,-0.1,-0.33,0.05,0.38,0.43,0.00718062,-0.58,0.1,-0.21,-0.61,-0.15,01.04
0.19,-0.06,-0.08,-0.14,0.17,-0.37,0.08,-0.21,-0.32,-0.51,0.21,-0.19,-0.41,-0.02,0.37,-0.59,-0.42,0.03,-0.03,0.25,0.15,0.11,0.32,0.18,-0.43,-0.29,-0.08,0.02,01.05.25
1.01,-0.49,-1.02,0.01,0.46,-0.32,0.04,-0.47,-0.21,-0.02,0.53,0.66,0.14,-0.23,-0.52,-0.58,-0.8,-0.06,-0.19,-0.09,0.18,0.1,-0.11,-0.17,-0.37,-0.3,-0.44,0.37,14.04
-0.07,0.76,0.19,0.15,-0.0335135,-0.33,-0.5,-1.32,-0.39,-0.19,-0.13,-0.17,-0.12,0.75,1.65,-0.04,-0.31,-0.11,-0.25,-0.6,0.05,0.02,-0.16,0.27,4.3,-0.1,-0.3,-0.3,32.07
-0.42,0.16,-0.1,0.15,-0.11,-0.33,-0.31,-0.2,-0.12,-0.13,-0.04,-0.53,-0.43,0.31,0.37,0.03,0.06,0.07,0.08,0.07,0.06,-0.14,0.06,-0.02,-0.05,0.15,-0.14,0.15,32.01
-0.49,-0.3,0.04,0.01,0.24,0.03992,0.12,0.00308357,0.0985319,0.0991365,-0.0980737,0.027194,-0.0210703,-0.0570868,-0.0200545,0.21,-0.3,0.26,0.41,0.16,-0.05,0.18,-0.08,0.0122946,-0.33,-0.21,-0.09,0.26,11.02.03.04
0.79,-0.47,-0.29,0.03,-0.07,0.22,-0.42,-0.74,0.29,0.71,0.54,0.82,0.61,-0.09,-0.7,-0.1,-0.72,0.85,0.43,-0.44,0.36,0.45,0.56,-0.1,-0.49,0.01,-0.7,-0.26,43.01.03.05
-0.43,-0.15,0.38,-0.3,0.01,0.26,-0.04,0.85,0.6,0.29,-0.78,-0.18,-0.06,-0.04,0.24,-0.51,0.23,0.11,0.44,0.15,-0.21,-0.09,0.0759091,-0.28,-0.84,-0.22,0.14,-0.22,16.19.03
-0.27,-0.42,0.37,0.03,-0.08,-0.45,-0.08,-0.163357,-0.151507,-0.154759,0.0421277,0.126838,0.0476336,-0.11021,-0.0885333,-0.41,-0.18,-0.12,-0.34,-0.06,0.18,0.31,0.23,0.31,-0.85,-0.13,-0.24,0.02,01.05
-0.34,0.01,-0.18,-0.43,0.12,-0.43,0.14,-0.31,-0.37,-0.31,0.16,0.39,0,-0.12,-0.57,-0.49,-0.54,-0.01,0.18,0.12,0.09,0.01,0.18,0.2,-1.23,0.41,0.12,0.27,01.06.06.11
-0.29,-0.29,0.1,-0.39,0.07,0.01,0.32,-0.18,0.2,0.18,-0.23,-0.1,-0.67,0.08,0.28,-0.09,0.04,0.13,0.33,-0.03,-0.34,0.02,-0.02,-0.34,0.08,-0.55,0.33,0.11,16.01
-0.23,-0.2,-0.08,-0.37,0.05,-0.4,0.13,0.18,0.01,-0.11,0.3,0.68,-0.38,-0.17,-0.47,0.01,0.26,0.4,-0.46,0.47,0.26,0.32,0.17,-0.02,0.08,0.35,0.22,0.1,01.04
0.26,-0.225789,-0.24,-0.15,-0.08,0.23,-0.17,-0.84,-0.86,-0.16,0.63,0.69,0.52,-0.09,-0.6,-0.24,-0.77,1.21,0.69,-0.05,0.3,-0.02,0.6,0.39,0.12,-0.16,-0.55,-0.23,16.03.03
-0.3,-0.56,0.15,0.39,0.05,-0.23,-0.11,-1.47,-0.45,-1.07,-0.05,0.28,0.84,0.21,0.19,-0.57,-1.04,0.36,-0.29,0.77,0.24,-0.22,0.0470833,-0.57,-0.08,-0.58,0.42,0.13,20.09.18
0.46,-0.17,-0.22,-0.24,-0.07,-0.0457931,-0.33,0.07,-0.14,-0.18,0.19,0.2,0.22,-0.43,-0.21,0.62,-0.23,0.3,0.14,-0.09,-0.51,0.3,-0.32,-0.25,-0.26,-0.11,0.09,0.09,01.04
0.46,-0.62,-0.45,0.53,0.17,-0.04,-0.79,-0.14,0.32,0.85,0.44,-0.36,-0.47,-0.41,0.56,0.18,-0.05,-0.23,-0.87,-0.34,0.8,0.08,0.0774797,-0.37,0.04,-0.16,-0.23,-0.13,14.04
-0.29,-0.47,0.06,-0.01,0.07,0.16,-0.05,-0.05,0,-0.38,-0.191667,0.43,0.343333,0.278333,-0.298333,0.44,0.03,0.07,0.13,0.25,0.17,-0.39,0.133333,0.06,-0.09,-0.26,-0.04,0.38,18.02
0.25,-0.12,-0.21,-0.01,0.13,-0.21,-0.06,-0.3,-0.09,0.32,-0.0980737,0.027194,-0.0210703,-0.05,0.15,-0.26,-0.48,0.5,0.25,0.23,0.14,0.46,0.36,-0.07,-0.21,-0.19,-0.1,0.11,11.02.03.04
0.81,-0.86,-0.13,-0.15,-0.08,0.32,-0.04,-0.39,0.14,0.01,0.209535,0.63,0.182,-0.6,-0.63,0.88,0.24,0.53,0.32,-0.35,-0.93,0.53,0.53,-0.02,1.33,0.14,0.02,-0.26,43.01.03.09
-0.79,-0.17,-0.16,-0.46,-0.1,0.2,0.06,-0.56,-0.32,-0.17,-0.13,0.53,0.14,-0.04,-0.27,-0.37,-0.19,-0.28,-0.4,-0.4,0.51,-0.19,0.37,0.25,-0.39,0.25,0.25,-0.46,12.01.01
-0.38,-0.09,0.5,0.3,-0.18,-0.28,-0.3,0.07,-0.01,0.27,0.49,-0.57,-0.43,-0.24,0.12,-0.38,-0.35,0.22,0.05,0.11,0.43,0.39,-0.0157576,-0.02,-0.92,-0.3,-0.14,0.25,42.01
-0.36,-0.47,-0.12,-0.31,-0.09,0.11,-0.09,-0.02,0.43,-0.37,-0.09,0.27,-0.43,-0.2,-0.31,-0.18,0.06,0.16,0.05,-0.02,0.09,-0.12,-0.17,-0.09,-0.5,-0.04,0.36,0.07,01.03.04
-0.89,0.11,-0.06,0.28,-0.0894271,-0.5,-0.27,-0.56,-0.89,-0.76,0.17,-0.16,-0.22,0.18,0.61,0.42,-0.11,-0.41,-0.35,0.4,0.37,-0.31,0.6,0.54,0.32,-0.02,0.02,0.02,12.01.01
-0.97,-0.12,-0.04,-0.34,0.11,0.0491379,0.04,0.64,0.67,0.15,-0.39,0.11,-0.32,0.11,-0.15,-0.33,0.52,0.44,0.53,0.34,-0.09,-0.6,0.055,-0.28,-0.82,0.06,0.42,-0.2,16.03.03
-1.47,1.82,0.52,-0.36,-0.01,0.51,0.39,-0.236667,0.101111,-0.106591,0.209535,0.316905,0.182,-0.179535,-0.352766,-0.54,-0.47,-0.01,0.43,0.29,-0.45,0.0920833,0.03,0.21,-0.24,-0.09,-0.11,0.04,43.01.03.09
0.31,-1.56,0.22,0.12,-0.38,-0.03,-0.01,-0.3,-0.01,0.1,0.86,0.027194,-0.0210703,-0.23,-0.47,-0.89,-0.2,0.01,-0.54,-0.68,0.94,0.51,-0.2,0.0122946,0.27,0,0.31,-0.27,11.02.03.04
-0.04,-0.27,-0.09,0.16,0.03,-0.07,0.1,-0.26,0.39,0.27,-0.34,0.85,0.63,-0.04,-0.76,1,0.77,-0.02,-0.38,0.37,-0.28,-0.23,-0.02,-0.28,0.28,0.18,0.23,-0.13,10.01.05
0.2,-0.58,-0.09,-0.02,0.08,0.06,0.01,0.43,0.76,0.82,0.016194,0.0965116,-0.0183871,-0.11597,-0.35,-0.37,-0.25,0.36,0.03,-0.22,0.49,0.03,-0.010463,-0.55,-0.07,-0.24,-0.24,0.07,43.01.03.05
0.01,-0.15,-0.0284694,-0.27,0.0681443,-0.1,-0.2,-0.09,0.03,-0.02,0.69,0.82,0.52,-1.15,-0.45,-0.36,0.18,0.72,0.21,-0.55,-0.01,0.46,-0.39,-0.58,-0.2,0.04,0.08,-0.22,10.03.01
-0.25,0.56,-0.15,0.01,-0.01,-0.08,-0.07,-1.46,-1.72,-1.6,0.81,0.83,0.81,0.25,-0.28,-0.32,-0.23,-0.19,-0.25,-0.28,0.12,0.0110256,0.21,0.29,0.81,-0.14,0.54,0.21,01.05.02.07
0.57,-0.1,-0.18,-0.14,-0.08,-0.16,-0.05,-0.79,-0.67,-0.5,0.46,0.21,0.53,-0.03,-0.2,-0.69,-0.21,-0.12,0.11,0.09,0.4,0.09,0.0470833,-0.2,0.21,-0.04,-0.23,-0.25,20.09.18
0.07,-1.15,0.05,0.23,0.01,0.23,-0.13,-0.138085,-0.20125,-0.0845833,0.0329787,0.257391,0.0979545,-0.0122917,-0.07,0.88,0.25,0.06,0.04,0.15,-0.29,-0.33,-0.02,-0.09,0.3,-0.3,-0.24,0.1,01.06
0.4,-0.79,-0.37,-0.05,-0.05,0.12,-0.11,0.00308357,0.0985319,0.0991365,-0.0980737,0.027194,-0.0210703,-0.0570868,-1.2,-0.18,-1.08,0.36,0.04,0.04,-0.04,0.41,0.37,0.06,0.15,0.17,-0.13,0.09,11.02.03.04
0.12,-0.185385,0.23,0.28,0.14,0.2,-0.01,-0.160448,0.37,-0.16,0.36,0.57,-0.0523438,-0.3,-0.96,0.53,0.49,0.07,0.09,-0.05,-0.28,-0.32,-0.21,-0.07,0.16,0.13,0.15,0,14.10
0.08,0.01,0.47,0.06,-0.12,-0.12,0.02,0.42,0.14,-0.14,-0.200866,-0.0293117,-0.053125,-0.1,0.54,0.16,-0.22,0.07,-0.03,0,0.08,0.07,0.0111165,0.3,1.21,0.27,0.18,-0.07,16.01
0.41,-0.4,0.13,0.06,0.09,0.16,-0.13,-0.02,0.11,0.48,0.06,0.09,0.55,-0.1,0.09,0.08,0.3,0.13,0.05,-0.16,-0.43,-0.11,-0.000535714,-0.41,-0.73,-0.22,-0.18,0.18,01.05
-0.76,-0.42,0.37,0.15,-0.03,-0.32,-0.06,-0.0185714,0.172062,0.0785417,-0.0743617,-0.0522222,-0.0537778,-0.0334444,-0.0416495,-0.65,-0.38,-0.07,-0.11,-0.27,0.0776596,-0.05,0.1,0.38,-1.18,-0.13,-0.26,0.33,10.03.01
0.26,-0.04,-0.12,-0.12,0.15,-0.29,-0.0213058,-0.03,0.17,0.03,0.26,0.17,0.22,-0.44,-0.78,0.38,-0.05,0.36,0.39,0.47,0.32,-0.03,0.17,-0.48,-0.14,0.19,-0.02,0.07,01.04
-0.14,-0.2,-0.01,0.04,-0.17,-0.06,-0.18,-0.1444,-0.0242308,0.0534615,0.111538,0.0628,0.0156522,-0.1176,-0.0715385,-0.3,0.03,0.28,0.14,0.12,0.14,0.00666667,0.51,-0.14,0.09,0.25,0.38,-0.24,20.09.07.03
-0.04,-0.155,-0.14,0.03,-0.06,0.24,-0.02,-0.36,-0.26,-0.44,0.23,0.16,0.29,-0.38,-0.44,0.1,-0.29,-0.02,-0.06,0.25,-0.02,-0.02,-0.19,-0.15,0.64,-0.02,-0.51,-0.02,20.09.04
-0.29,-0.04,0.52,0.58,-0.13,-0.96,-0.26,0.41,0.16,0.09,-0.52,-0.62,-0.39,0.28,0.64,0.36,0.35,-0.03,-0.34,0.04,0.54,0.26,0.22,0.0122946,0.26,-0.33,-0.00477807,0.14,11.02.03.04
0.06,-0.32,0.05,0.31,0.05,-0.02,0.2,-0.25,-0.16,-0.14,0.38,0.18,0.01,-0.11,-0.23,1.03,0.2,0.99,0.76,0.13,-0.11,-0.21,-0.72,-0.72,0.03,0.42,-0.12,0.02,01.04
-0.47,0.32,0.15,-0.17,-0.08,-0.11,-0.03,-0.49,-0.38,-0.13,0.21,0.42,0.01,0.08,-0.36,-0.36,-0.3,-0.39,0.01,-0.2,0.19,-0.34,0.39,0.25,-1.05,0.23,0.54,-0.52,12.01.01
-0.27,-0.32,-0.05,-0.11,0.06,-0.25,-0.06,0.16,-0.14,-0.17,-0.26,-0.34,0.08,0.02,0.6,-0.39,-0.1,0.45,-0.1,0.33,0.36,0.45,0.15,0.22,-0.27,-0.19,-0.15,0.07,14.04
0.31,-0.12,-0.29,0.09,0.17,-0.51,-0.32,-0.1,0.34,0.49,0.58,0.14,0.14,-0.24,0.15,-0.14,0.22,0.32,-0.52,-0.97,0.63,0.29,0.0111165,-1.17,-0.29,0.06,-0.04,-0.29,16.01
0.18,-0.34,0.11,-0.22,0.1,0.35,-0.12,-0.19,-0.13,-0.22,0.13,0.13,0.6,-0.3,-0.47,-0.24,0.11,0.21,0.45,0.22,-0.15,-0.3,0.19,-0.04,-0.83,-0.46,-0.19,0.2,16.01
0.23,-0.6,0.08,-0.16,0.15,-0.1,0.11,0.18,0.28,0.12,0.07,-0.32,-0.03,-0.09,0.08,0.23,0.15,0.41,0.44,-0.1,-0.57,-0.17,0.201818,-0.28,0.53,-0.34,0.11,0.11,14.13.01
-0.06,-0.43,0.62,0.46,-0.25,0.31,-0.32,-0.38,-0.88,-0.71,-0.03,-0.3,0.02,0.22,0.5,0.29,-0.2,0,-0.32,0.07,0.28,0.41,0.05,0.32,1.2,-0.03,-0.39,0.09,16.01
0.06,-0.15,0.33,-0.08,-0.03,-0.35,0.06,0.06,0.09,-0.11,0.05,0.26,-0.11,-0.28,0.14,0.17,-0.75,0.57,-0.06,0.25,0.54,-0.28,-0.01,-0.16,0.25,0.04,-0.06,0.15,01.04
-0.58,-0.22,-0.12,0.02,-0.1,-0.27,-0.07,-0.28,-0.17,-0.12,-0.04,-0.07,-0.19,0.15,-0.29,-0.43,-0.32,-0.22,0.03,0.15,0.14,-0.16,0.2,0.03,-0.09,-0.22,-0.4,0.29,20.01.15
0.11,-0.14,-0.08,-0.11,0.07,-0.19,0.05,0.37,0.27,0.2,-0.22,-0.18,0.09,-0.08,0.33,0.37,0.09,0.23,0.07,-0.27,-0.43,-0.08,-0.37,-0.28,-0.7,0.07,0.34,-0.12,11.02.03.04
-0.71,-0.22,-0.52,-0.57,-0.2,0.13,0.1,-0.67,-1.27,-1.12,0.29,0.13,-0.27,0.16,-0.21,-0.03,-0.26,-0.11,-0.27,-0.2,0.07,0.01,0.102857,0.24,0.07,-0.47,0,0.24,42.16
