@relation 'cellcycle0.names'
@attribute cln3-1                                  numeric
@attribute clb2-2                                  numeric
@attribute alpha0                                  numeric
@attribute alpha14                                 numeric
@attribute alpha77                                 numeric
@attribute alpha112                                numeric
@attribute alpha119                                numeric
@attribute cdc15_10                                numeric
@attribute cdc15_30                                numeric
@attribute cdc15_50                                numeric
@attribute cdc15_160                               numeric
@attribute cdc15_180                               numeric
@attribute cdc15_200                               numeric
@attribute cdc15_210                               numeric
@attribute cdc15_250                               numeric
@attribute cdc28_0                                 numeric
@attribute cdc28_10                                numeric
@attribute cdc28_50                                numeric
@attribute cdc28_60                                numeric
@attribute cdc28_80                                numeric
@attribute cdc28_110                               numeric
@attribute cdc28_120                               numeric
@attribute cdc28_140                               numeric
@attribute cdc28_150                               numeric
@attribute elu0                                    numeric
@attribute elu60                                   numeric
@attribute elu90                                   numeric
@attribute elu390                                  numeric
@attribute class {11.02.03.01,01.04,43.01.03.09,32.01,12.04.01,14.10,20.09.07.03,16.03.03,42.01,01.05,20.03,01.03.01.03,10.01.09.05,11.02.03.04,12.10,01.05.25,16.19.03,11.04.03.01,34.11.03.07,14.04,16.01,43.01.03.05,42.16,12.01.01,01.07.01,20.09.07,32.07,01.05.02.07,01.06,20.09.04,20.01.13,01.06.02.01,11.06.02,10.01.05.01,20.09.13,14.07.02.02,12.07,14.13,10.03.01,10,16.03.01,42.04,34.01.01.01,01.01,11,20.01.01.01,20.01.03,11.04.01,01.03.01,14.07.11,20.09.18,20.01.07,20.01.15,14.01,01.06.06.11,14.13.01.01,10.03.02,20.01.10,01.02,99,32.01.01,14.13.01,02.13.03,14.07.05,01.03.04,16.21.07,14.07,40.01,12.04,10.01.05,42.10,10.03.01.01,01.01.06,10.03.04,01.01.09,20.01,20.09,11.04,18.02,02,01}
@data
-0.64,0.1,-0.3,-0.15,0.04,-0.21,0,-0.82,-0.96,-0.79,-0.08,0.61,0.16,0.24,0.26,0.16,-0.49,-0.38,0.05,0.25,0.12,0.26,0.13,0.13,-0.56,-0.07,-0.29,0.07,01.07.01
0.62,-0.51,-0.6,0.07,-0.28,-0.51,-0.56,-0.37,-0.3,0.29,0.0421277,0.126838,0.0476336,0.08,-0.24,-0.21,-0.15,0.25,-0.1,0.05,0.03,0.09,-0.03,-0.3,0.08,-0.0776821,0.35,-0.06,01.05
-0.92,0.12,0.07,-0.08,0.03,0.02,0.03,0.18,0.27,0.39,-0.21,-0.7,-0.73,0.24,0.43,0.06,0.01,-0.47,0.18,-0.13,-0.2,-0.34,0.055,-0.11,0.04,0.24,0.39,-0.1,16.03.03
-0.27,0.01,-0.37,-0.41,0.15,0.12,0.11,-0.06,0.01,0.14,-0.15,-0.03,0.01,0.19,-0.03,-0.11,0.01,-0.23,0.26,0.12,-0.13,0.26,0.02,0.22,-0.19,0.28,-0.19,-0.03,11.02.03.04
0.03,-0.18,0.36,0.26,0.06,0.09,-0.13,0.46,0.33,0.2,-0.15,-0.72,-0.11,0.1,0.02,0.41,-0.07,-0.43,-0.25,0.34,0.31,-0.51,0.13,-0.13,0.64,-0.35,0.01,-0.02,11.02.03.01
0.44,-0.42,-0.02,-0.02,0.21,0.02,0.31,-0.5,-0.58,-0.19,0.03,-0.23,0.46,0.01,-0.05,-0.54,0.17,-0.01,-0.17,-0.22,0.47,0.15,0.23,0.12,-0.07,-0.24,-0.37,0,43.01.03.05
0.48,-0.29,-0.74,-0.06,-0.09,-0.15,-0.18,-0.21,-0.28,0.15,0.75,0.94,-0.45,-0.17,-0.33,-0.39,-0.16,-0.16,-0.46,-0.34,0.36,0.18,0.02,0.26,-0.56,-0.26,0.09,0.01,20.09.07.03
-0.03,-0.14,0.22,-0.16,-0.27,0.02,-0.12,0.58,0.17,0.38,0.11,-0.58,-0.08,-0.08,-0.32,-0.37,0.18,-0.2,-0.01,-0.04,-0.05,-0.01,0.07,0.15,1.11,0.09,0.29,-0.09,10.03.01
0.07,-0.0955556,-0.18,-0.0222222,-0.0566667,0.0355556,-0.121111,-0.33,-0.21,-0.19,0.35,0.1,0.13,-0.31,-1,-0.363333,-0.238889,-0.00222222,0.0411111,0.0722222,0.174444,0.214444,0.06,0.0822222,-0.217778,-0.115556,-0.0888889,0.0444444,14.07.02.02
-0.04,-0.43,-0.18,0.1,0.32,0.26,-0.02,0.00308357,0.12,0.0991365,-0.0980737,0.027194,-0.0210703,-0.0570868,-0.26,-0.3,-0.1,0.09,0.4,-0.06,-0.05,-0.23,-0.05,-0.03,0.22,-0.18,-0.3,0.03,11.02.03.04
0.55,-0.22,0.01,0.25,-0.12,0.32,-0.07,0.33,0.26,-0.16,-0.28,-0.37,0.16,-0.05,0.38,0.74,0.08,0.15,0.15,0.15,-0.45,-0.19,-0.39,-0.24,0.41,0.07,-0.02,0.04,16.01
-0.36,-0.09,0.23,0.1,-0.03,-0.06,-0.13,-0.16,0.1,0.18,-0.14,-0.34,-0.53,0.33,0.43,-0.25,-0.29,-0.24,-0.04,0,0.11,-0.74,0.17,0.46,-0.11,0.19,0.31,-0.07,20.09.13
-0.09,-0.15,0.19,0.34,-0.23,0.18,-0.25,-0.15,-0.2,-0.13,-0.18,-0.3,-0.58,-0.07,0.58,0.42,0.33,-0.5,-0.31,0.06,0.42,0.02,0.33,0.36,0.89,-0.33,0.03,-0.03,01.04
-0.4,-0.25,0.1,-0.12,0.89,-0.21,-0.38,-0.32,1.63,0.68,0.89,-0.6,-1.36,-0.97,1.62,0.54,-0.73,0,-0.58,0.01,1,0.39,-0.00318841,-0.22,1.12,0.41,-0.04,0.84,10.03.01
0.41,-0.3,0.41,-0.01,-0.21,0.25,-0.08,0.41,0.31,0.27,-0.61,0.054,0.066,-0.06,0.15,0.22,-0.13,0.19,0.55,0.12,-0.29,-0.46,0.29,0.11,0.5,0.13,0.1,-0.4,12.07
-0.14,-0.09,-0.18,-0.15,0.02,0.31,0.11,-0.17,-0.17,-0.05,-0.47,-0.36,-0.52,0.48,0.15,-0.19,-0.13,-0.26,0.24,-0.01,-0.29,-0.06,0.29,0.1,-0.03,0.08,-0.2,-0.09,11.04.03.01
-0.25,-0.15,-0.28,-0.22,-0.09,-0.19,0.06,-0.71,-1.01,-1.16,0.36,-0.01,0.37,0.31,-0.28,2.45,1.74,1.08,0.69,0.16,-3.01,-2.01,-2.01,0.085,-0.41,-0.07,0.4,0.19,02
-0.47,0.83,0.17,-0.03,0.17,0.18,0.0271883,0.36,-0.36,-1.09,-0.48,-0.25,0.12,0.25,0.83,-0.89,-0.67,0.09,0.62,0.85,0,-0.32,-0.12,0.45,-1.37,-0.52,-0.27,0.51,11.02.03.04
-0.15,-0.54,0.27,0.13,-0.04,-0.31,-0.13,0.14,-0.05,0.04,0.01,0.01,0.35,-0.21,-0.38,0.19,-0.21,0.3,0.12,0.22,-0.16,-0.41,-0.14,-0.16,-0.24,-0.37,0.12,0.14,20.09.04
0.32,-0.42,0.33,0.29,0.13,0.01,-0.11,0.02,-0.04,-0.06,-0.11,0.32,0.47,-0.46,-0.15,0.33,-0.33,-0.2,0.1,0.15,-0.03,0.25,0.03,0.0122946,0.51,0,-0.21,-0.04,11.02.03.04
-0.62,0,0.02,-0.07,-0.04,-0.2,-0.02,0.05,0.08,-0.17,-0.45,0.35,-0.25,0.24,0.54,-0.01,-0.15,-0.43,0.1,-0.1,0.04,-0.03,0.16,-0.03,0.68,0.12,-0.39,0.16,14.13.01.01
-0.56,-0.2,0.13,-0.04,-0.19,0.28,-0.01,0.32,0.14,0.02,-0.96,0.23,0.04,0.32,0.47,0.08,-0.18,-0.21,0.06,0.16,0.01,0.04,0.36,0.09,0,-0.31,-0.15,0.2,14.07
-0.29,0.67,0.07,-0.17,-0.28,0.41,-0.28,-0.38,0.03,0.27,-0.25,-0.55,-0.96,0.4,0.55,-0.11,-0.02,-0.11,0.06,-0.16,0.55,0.11,0.43,0.53,-0.74,0.05,0.51,-0.46,12.01.01
1.02,-1.15,-0.53,0.76,0.51,-0.21,-0.75,1.18,1.42,1.54,0.21,-0.56,-1.25,-0.56,0.58,-0.45,0.3,-0.34,-0.4,-0.39,0.74,0.07,-0.26,-0.53,-0.9,-0.35,0.3,-0.38,43.01.03.05
0.68,-0.15,-0.39,0.2,0,0.19,-0.4,-0.16,-0.18,-0.08,0.28,-0.47,0.22,-0.81,-0.05,-0.1,-0.12,-0.27,-0.04,-0.13,0.02,0.08,0.02,-0.03,-0.01,-0.01,-0.06,0.01,43.01.03.05
0.19,-0.09,0.03,0.06,0.13,-0.24,-0.03,0.34,0.31,0.29,-0.43,-0.8,-0.45,0.26,0.96,-0.49,-0.3,0.13,-0.08,0.08,0.43,0.4,0.21,0.23,0.21,0.05,0.35,-0.05,11.02.03.04
0.23,0.37,0.14,0.2,-0.11,0.11,-0.19,-0.84,-0.88,-0.33,-0.03,-0.38,-0.03,-0.01,0.82,-0.0315464,-0.76,-0.42,-0.29,0.26,0.27,0.31,0.45,0.26,0.64,-0.2,-0.38,0.2,01.04
-0.43,0.42,0.23,-0.18,-0.18,0.35,-0.05,-0.52,-0.3,-0.05,-0.07,-0.36,0.11,0.01,-0.46,-0.13,-0.14,-0.07,-0.05,-0.34,0.05,-0.33,-0.17,0.14,-1.41,-0.18,0.31,-0.15,43.01.03.05
0.54,-0.2,0,0.24,0.14,0.11,-0.12,-0.16,-0.39,-0.41,-0.21,0.61,0.28,-0.68,-0.59,-1.94,-0.24,0.39,-0.13,0.31,1.27,0.46,-1.13,0.06,0.05,-0.21,-0.21,0.16,32.07
-0.23,0.04,0.36,-0.06,0.03,0.01,-0.17,-4.29,0.0954545,-0.0861905,0.75,0.64,0.41,-0.73,-0.0531818,-0.11,-0.21,-0.28,-0.25,0.23,0.29,0.46,0.0778947,0.23,-0.3,-0.03,0.11,0.16,01.05.25
-0.51,1.16,-0.11,-0.18,0.14,-0.06,0.24,-0.11,-0.41,-0.63,-0.4,-0.66,-0.13,0.56,0.81,0.11,0.03,-0.04,0.64,1.15,-0.6,-1.06,-0.08,-0.0277528,-0.33,-0.26,-0.3,0.26,10.03.01
-0.07,-0.1,0.26,-0.29,0.19,-0.56,0.02,0.05,-0.04,0.15,0.46,0.75,0.24,-0.64,-1.01,-0.41,0.2,-0.2,0.16,0.13,0.03,-0.09,0.05,-0.19,-0.29,-0.15,0.53,0.15,16.01
-1.03,0.62,0.53,-0.09,0.35,-0.11,-0.06,-0.47,-0.07,0,0.29,-0.42,-0.65,-0.45,0.34,-0.14,-0.34,-0.44,0.03,-0.35,0.0346,-0.13,-0.03,0.17,-0.2,0.84,0.63,-0.47,32.01
-0.04,0.37,-0.04,0.29,0.05,0.12,0.12,0.27,0.02,0.04,-0.48,-0.0293117,-0.28,-0.13,0.12,-0.15,-0.34,0.23,0.12,0.16,-0.21,0.04,0.0111165,-0.13,-0.44,-0.12,-0.25,-0.07,16.01
0.08,-0.45,0.19,0.06,0.08,0.14,-0.18,0.05,0.49,0.45,-0.33,0.11,0.05,-0.14,-0.01,-0.1,-0.02,-0.14,0.08,0.11,-0.04,-0.33,0.16,-0.18,0.14,-0.17,-0.3,0.15,11.02.03.01
-0.47,-0.25,0.29,0.45,0.02,-0.32,-0.27,-0.32,-0.53,-0.54,0.42,0.24,-0.04,-0.29,0.21,0.79,0.42,-0.29,-0.33,-0.19,0.2,0.4,0.0583333,-0.24,0.56,-0.16,-0.37,0.19,01.07.01
-0.07,0.1,-0.05,0.4,-0.04,0.6,-0.04,-0.25,-0.47,-0.47,0,0.11,-0.4,0.26,0.21,-0.148649,0.0164865,0.0948649,0.108649,0.215135,0.0267568,0.0583333,0.0759091,0.0170588,0.14,-0.31,-0.36,0.05,16.19.03
-1.12,-0.23,0.26,-0.11,-0.05,0.19,-0.13,0.79,0.79,0.89,-0.53,-0.74,-0.91,0.29,0.37,-0.33,-0.13,-0.22,-0.11,-0.1,-0.09,-0.00847656,-0.02,-0.05,-0.51,-0.27,0.01,0.15,16.01
0.9,-0.23,-0.27,-0.15,-0.11,-0.25,-0.15,-0.64,-0.55,-0.51,0.33,0.73,0.22,-0.3,-0.47,-0.49,-0.5,-0.26,0.1,-0.09,0.18,0.38,0.14,-0.1,-0.46,0.22,0.19,-0.05,14.04
-0.74,-0.43,0.33,-0.54,-0.16,-0.16,0.06,0.34,0.42,0.04,-0.07,0.21,0,-0.04,-0.73,-0.38,0.16,-0.2,0.25,0.02,0.09,-0.24,0.19,-0.02,-0.4,0.05,0.89,-0.2,01.04
-0.27,-0.58,0.36,0.37,-0.03,-0.0766667,0.08,0.27,0.42,-0.12,0.26,0.17,0.16,-0.66,-0.72,-0.1,0.69,-0.01,0.52,0.58,0.45,-0.31,0.39,-0.42,0.12,0.81,0.51,-0.14,01.05
0.55,0.77,0.25,0.31,-0.26,0.12,-0.08,-0.49,-0.03,-0.61,0.58,0.91,0.182,-0.32,-0.41,1.1,-0.43,0.34,-0.3,0,-0.18,0.26,-0.43,0.31,-1.3,-0.53,-0.51,0.09,43.01.03.09
0.44,-0.64,0.23,0.31,0.07,-0.21,0.18,-0.1,-0.02,-0.58,-0.23,-0.18,0.06,-0.16,0.36,-0.03,-0.88,0.34,0.09,0.29,-0.1,0.06,-0.31,-0.27,0.21,0.51,0.57,-0.07,01.04
0.29,-0.12,0.24,0.34,0.01,-0.52,-0.15,0.19,0.2,0.29,-0.38,-0.67,-0.67,0.1,0.87,-0.28,-0.23,0.18,-0.01,-0.33,0.12,0.43,-0.25,-0.08,0.86,0.12,0.15,0.16,16.03.03
0.33,-0.34,-0.21,-0.11,-0.09,-0.58,0.11,0,0,-0.1,-0.01,-0.74,-0.44,0.1,0.21,0.63,0.02,-0.09,-0.49,-0.09,0.37,0.83,0.16,0.19,-0.07,-0.22,0.59,0.18,01.04
0.25,-0.12,0.11,0.59,-0.03,0.03,-0.22,-0.36,-0.38,-0.17,0.12,0.31,0.08,-0.27,0.16,0.91,-0.6,-0.6,-0.55,0.11,0.41,0.47,0.13,-0.03,0.69,-0.09,-0.32,0.36,43.01.03.05
0.26,0.03,0.05,0.2,-0.07,-0.42,-0.03,0.34,0.18,0.1,0.45,0.18,0.37,-0.27,-0.38,0.14,-0.1,-0.53,0.12,0.07,0.02,0.02,0.3,0.09,0.33,0.16,0.05,0.05,14.07.11
-0.34,0.07,0.19,0.11,-0.16,0.07,-0.08,-0.09,-0.16,-0.06,0.08,0.12,0.09,-0.14,-0.19,-0.12,-0.11,-0.39,-0.17,-0.11,-0.34,0.0228,0.16,-0.02,-0.61,-0.1,-0.17,0.06,11.02.03.04
-0.58,0.08,0.18,-0.14,0.24,-0.11,0.17,-0.00844961,0.0514885,-0.0166284,0.1,-0.0293117,-0.053125,0.00596899,0.158598,-0.33,0,-0.31,0,-0.07,-0.11,0,0.0111165,-0.12,-1.17,-0.12,0.01,0.06,16.01
-0.42,-0.32,-0.17,-0.11,0.04,-0.09,-0.05,-0.7,-0.03,0.03,0.26,0.78,0.01,-0.32,-0.32,0.94,0.4,0.22,0.01,-0.12,-0.24,-0.18,-0.35,-0.32,-0.15,0.07,-0.18,-0.01,10.03.01
0.07,-0.15,0.45,0.15,-0.24,-0.21,0.0271883,0.00308357,0.0985319,0.0991365,-0.0980737,0.027194,-0.0210703,-0.0570868,-0.0200545,1.06,0.71,0.06,0.29,0.29,-0.14,-0.65,0,-0.37,-0.05,-0.01,0.32,0.09,11.02.03.04
-0.15,-0.38,-0.58,-1.04,-0.16,0.04,0.12,-0.04,-0.04,0.07,-0.35,0.19,-0.23,0.29,-0.06,-0.49,-0.34,0.45,0.22,-0.14,-0.28,-0.23,0.0686486,0.08,0.78,0.47,-0.49,-0.09,34.11.03.07
0.45,-0.6,-0.05,0.23,0.23,-0.21,0.03,-0.35,-0.16,-0.46,0.05,-0.485,-0.125,-0.31,0.2,0.43,1.01,-0.57,0.84,1.01,1.01,-2.16,0.16,-1.16,0.79,0.11,-0.17,0.17,12.04
-0.54,0.07,0.29,-0.16,-0.14,0.35,-0.12,0.28,0.67,0.76,-0.33,-0.49,-0.33,-0.04,0.14,-0.52,0.03,-0.19,0.19,0.11,-0.22,-0.53,0.0111165,0.11,-0.03,0.09,-0.08,-0.13,16.01
0.24,-0.45,0.42,0.16,-0.1,0.22,0.01,0.69,0.21,0.11,-0.31,-0.24,0.21,-0.22,-0.53,0.28,0.18,0.36,0.34,0.03,-0.23,-0.08,-0.000535714,-0.23,0,0.24,-0.21,0.01,01.05
-1.43,-0.04,0.12,0.130238,-0.1,-0.31,-0.07,-0.59,0.39,0.17,0.63,0.0935294,0.38,-0.141892,-0.42,1.14,0.78,0.42,0.12,0.32,-0.13,-1.16,0,-0.28,-1.04,-0.16,-0.29,0.54,34.11.03.07
-0.64,-0.2,-0.28,-0.54,0.24,-0.16,0.19,0.34,0.2,0.07,-0.21,0.14,-1.47,0.17,0.31,-0.69,-0.29,0.11,-0.08,0.06,0.28,0.35,0.4,0.22,-0.22,-0.07,-0.15,0.22,16.03.01
0,-0.09,-0.25,-0.11,0.08,0.09,0.03,0.75,0.49,0.3,-0.29,-0.43,0.03,-0.11,-0.11,-0.44,-0.08,0.3,0.24,0.08,0.08,-0.08,0.08,-0.24,0.28,-0.04,0.11,-0.15,11.02.03.04
-0.12,0.39,0.31,-0.06,-0.06,0.07,-0.2,-0.1,-0.12,0.06,0.01,-0.42,0.07,-0.01,0.15,-0.38,-0.36,-0.06,-0.05,-0.09,-0.02,0.07,0.02,0.22,-0.37,-0.24,0.03,-0.13,12.10
0.32,-0.23,0.06,0.11,0.03,0.4,0.17,-0.35,-0.35,0.14,-0.23,0.08,0.07,0.02,0.02,-0.13,-0.22,-0.06,0.18,0.22,-0.13,0.12,0.19,-0.16,0.24,-0.16,0.31,-0.21,01.04
0.46,-0.47,-0.17,-0.01,-0.03,0.33,-0.36,-0.02,-0.32,-0.2,-0.06,-0.18,0.38,-0.16,-0.09,-0.1,-0.12,0.06,0.26,0.06,-0.09,0.09,0.0111165,-0.17,0.21,-0.28,-0.14,-0.05,16.01
-0.92,-0.23,-0.3,-0.07,0.29,-0.05,0.05,0.42,0.17,0.27,-0.55,0.09,-0.22,0.32,0.5,-0.32,-0.04,0.17,0.02,-0.03,0.01,-0.01,0.08,-0.08,-0.75,-0.26,-0.37,0.18,16.01
0.46,-0.14,0.4,0.16,0.25,-0.36,-0.14,-0.38,0.46,-0.13,0.5,0.52,0.36,-0.57,-0.48,0.59,0.48,0.33,0.1,0,0.17,-0.81,0.33,-0.61,-0.15,0.33,-0.12,0.24,99
0.44,-0.84,-0.3,0.09,-0.28,0.42,0.09,-0.03,0.14,0.21,-0.34,0.214186,-0.0787805,-0.22,-0.26,0.11,-0.2,0.3,-0.02,0.01,0.08,0.08,-0.100732,-0.11,-0.08,0,-0.17,0.04,10.01.05.01
-0.18,-0.56,-0.03,0.2,-0.06,-0.01,0.13,-0.01,0.33,0.16,0.19,0.37,-0.26,-0.23,-0.15,-0.13,0.26,0.29,0.35,0.13,0.27,0.07,0.01,-0.73,0.08,0.42,0.13,-0.07,14.10
-0.01,-0.54,0.12,0.31,0.2,-0.07,0.14,0.34,0.35,-0.41,-0.27,0.17,-0.31,0.18,0.63,0,0.23,-0.02,0.29,0.4,0.11,-0.05,0.19,-0.49,-0.65,-0.15,-0.46,0.21,16.03.03
-0.1,0.03,0.24,0.25,-0.1,0.19,-0.33,-0.32,0.03,0.14,-0.29,-0.03,-0.1,0.03,0.8,0.25,-0.48,0.24,-0.11,0.35,0.43,0.12,0.31,0.06,1.66,-0.07,-0.07,-0.03,14.13
-0.34,-0.32,0.08,0,-0.03,-0.15,-0.2,-0.2,0.09,-0.08,-0.34,-0.26,-0.3,0.2,0.17,-0.42,0.13,0.03,0.35,0.4,0.1,-0.09,0.0774797,-0.04,-0.6,-0.3,0.08,0.1,14.04
0.45,-0.58,-0.16,0.16,0.28,0.12,-0.13,-0.03,0.27,0.14,-1.02,0.01,0.05,-0.2,0.13,0.23,-0.08,0.32,0,0.44,0.33,0.35,0.00718062,-0.13,0.18,-0.17,0.17,0.08,01.04
-0.23,-0.54,0.11,0.31,0.02,-0.02,-0.11,0.38,-0.67,-0.45,-0.28,-0.11,0,0.34,-0.24,0.0894,-0.98,0.22,0.28,0.54,0.32,0.19,0.02,0.0982222,0.21,-0.04,-0.17,0.28,01.06
0.2,-0.38,0.18,0.16,-0.32,0.19,-0.32,0.62,0.11,-0.02,-0.11,-0.1,0.3,0.08,-0.32,-0.37,-0.14,0.23,0.08,0.14,-0.07,-0.4,0.07,-0.08,-0.23,-0.24,0.06,0.04,11.04.03.01
-0.42,-0.38,0.3,-0.03,-0.15,-0.17,-0.13,0.07,0.12,0.24,-0.26,-0.29,-0.31,-0.05,0.13,0.3,0.48,-0.32,-0.12,0.08,-0.04,-0.13,-0.08,-0.05,0.56,0.16,0.16,0.03,01.05
-0.1,0,0,-0.02,-0.23,-0.38,-0.5,-0.38,-0.66,-0.5,-0.04,0.07,0.28,0.07,-0.04,-0.41,-0.26,-0.45,-0.26,0.25,0.41,0.24,-0.21,0.27,-0.49,-0.17,-0.29,0.37,14.04
-0.29,-0.89,0.06,0.52,-0.27,0.05,-0.06,0.37,-0.04,-0.01,0.01,1.07,0.055,-0.5,-0.41,2.32,1.47,-0.27,-2.85,-0.066,-0.087,0.15,0.23,-1.53,-0.77,-0.11,0.05,-0.28,16.21.07
0.08,-0.49,-0.09,-0.1,0.32,0.02,-0.07,-0.21,0.13,-0.23,0.2,0.0965116,0.16,-0.3,-0.45,0.4,-0.16,-0.51,-0.04,0.45,-0.22,-0.22,-0.6,0.74,0.12,-0.31,-0.19,0.28,43.01.03.05
0.2,0.41,-0.15,0.42,0.38,-0.6,-0.23,-0.11,-0.25,-0.82,0.45,0.32,0.45,0.15,-0.59,0.19,-0.48,-0.78,-0.64,0.15,0.52,0.73,0.201818,0.22,-0.1,-0.39,-0.64,0.84,14.13.01
-0.49,-0.32,-1.42,0.25,0.52,0.33,0.03,-0.12,0.19,-0.22,0.04,0,0.22,0.19,-0.16,0.05,0.05,-0.62,-0.92,-0.35,0.19,0.16,-0.191667,0.22,-1.46,-0.58,-0.71,0.89,01.06
-0.54,-0.0563158,-0.01,-0.83,-0.02,-0.24,0.05,0.18,-0.49,0.17,0.66,0.39,0.35,-0.13,-0.13,-0.84,-0.09,0.43,-0.1,0.32,0.32,0.51,0.13,0.0555263,0.36,-0.12,-0.5,-0.14,34.11.03.07
0.3,0.03,0.04,0.01,0.17,-0.23,0.04,-0.4,-0.47,-0.28,0.27,0.11,0.58,-0.11,-0.09,-0.72,0.14,-0.53,-0.48,0.46,0.52,0.24,-0.04,0.22,0,0.19,0.23,-0.19,20.09.18
0.0964052,0.16,0.34,0.23,-0.1,0.23,-0.1,0.05,-0.18,-0.41,-0.02,0,-0.16,0.35,0.41,-0.09,-0.37,-0.28,-0.3,0.28,-0.03,0.02,0.25,0.21,-0.06,-0.18,-0.42,0.17,01.05
0.37,-0.18,-0.06,0.11,0.1,-0.11,-0.08,-0.51,-0.2,-0.03,-0.01,0.32,-0.15,0,-0.27,-0.16,-0.09,-0.32,-0.27,0.01,0.47,0.08,-0.1,-0.18,-0.35,0.39,0.19,-0.29,01.04
-0.25,-0.2,0.08,0.26,0.07,-0.33,0,0.0223077,-0.21,-0.36,-0.0753846,0.273571,0.140769,-0.5,-0.19,-0.15,-0.35,-0.31,-0.02,0.6,0.38,0.38,0.201818,0.36,0.42,0.18,-0.09,0.05,14.13.01
0.28,-0.17,0.22,-0.23,-0.27,0.29,-0.16,-0.12,-0.03,-0.46,0.27,0.65,0.55,-0.35,-0.46,0.06,0.47,-0.01,0.27,0.12,-0.01,-0.21,0.108462,-0.32,-0.32,-0.04,0.65,-0.16,14.01
-0.14,-0.58,-0.12,0.02,0.13,-0.41,0.08,-0.18,0.61,0.57,0.2,0.67,0.35,0.01,-0.65,1,0.44,-0.17,-0.9,0.0267778,-0.35,0.68,0.1,-0.22,0.06,-0.94,-0.14,0.36,42.01
0.16,-0.25,-0.04,0.08,-0.02,-0.34,-0.21,-0.138085,0.19,0.06,-0.08,1.26,-0.18,-0.69,0.06,0.67,0.29,-0.15,0.03,0.84,0.34,0.44,0.04,0.0982222,0.58,0.2,-0.17,-0.03,01.06
0.2,0.38,0.08,0.07,0,-0.04,-0.3,-1.3,-1.38,-0.66,0.44,0.39,-0.37,0.27,0.14,-0.43,-0.74,0.05,0,0,0.16,0.041,0.07,0.21,-0.17,-0.17,-0.58,0.03,20.09.04
-0.58,-0.03,0.15,-0.14,0.18,0.47,-0.34,0.5,0.59,-0.06,-0.42,0.06,0.23,0.01,-0.37,-0.27,-0.17,0.15,0.3,0,-0.02,0.19,0.0113043,-0.35,-0.38,-0.18,-0.03,0.2,11.02.03.04
-0.45,-0.25,0.14,0.19,-0.14,-0.08,-0.06,-0.41,-0.51,-0.2,-0.01,0.8,-0.03,0.15,-0.56,-0.25,-0.59,-0.2,-0.14,0.22,0.41,0.16,-0.010463,0.47,1.05,-0.53,-0.31,0.17,43.01.03.05
0.25,-0.64,0.18,0.23,0.15,-0.47,-0.05,-0.21,-0.16,0.18,-0.01,0.57,-0.01,-0.33,-0.1,0.14,-0.18,0.04,-0.08,0.04,0.05,-0.05,0.1,-0.28,0.1,0.2,0.13,0.14,10.03.01
0.68,-0.25,-0.26,-0.15,-0.05,-0.24,-0.22,-0.01,-0.02,-0.33,-0.2,-0.01,0.41,-0.3,-0.17,-0.15,-0.32,-0.01,0.05,0.32,-0.1,0.15,-0.33,0.09,0.19,0.39,0.07,-0.08,10.01.09.05
-0.22,-0.03,0.04,0.03,-0.2,0.1,-0.47,0.81,0.69,0.66,-0.58,-0.48,-0.45,0.34,0.14,-0.16,-0.22,-0.08,-0.08,-0.09,-0.1,-0.15,-0.05,0.06,-0.77,-0.17,-0.23,-0.04,01.04
0.48,0.03,-0.17,-0.36,-0.04,0.33,-0.36,0.25,0.26,0.26,-0.65,-0.18,-0.25,0.14,0.31,-1.08,-0.04,0.57,0.33,-0.18,-0.4,-0.11,0.44,-0.38,0.26,-0.25,-0.32,-0.13,11.02.03.04
-0.51,0.18,-0.65,0.37,-0.39,-0.28,-0.06,-1.5,-2.06,-0.7,0.14,1.13,0.6,0.24,0.1,-0.56,-1.4,0.08,0.27,0.26,0.17,0.33,0.00718062,0.23,0.51,0.02,-0.32,0.23,01.04
0.15,-0.202979,-0.33,0.24,0.24,-0.57,-0.0182979,-0.26,0.61,0.69,0.42,0.57,-0.3,-0.01,-0.62,-1.31,-0.3,-0.01,-0.7,-0.81,0.69,0.33,-0.21,-0.0277528,-0.29,-0.29,-0.13,-0.15,10.03.01
0.74,-0.51,-0.23,-0.04,0.02,0.4,-0.14,0.48,0.55,0.71,-0.39,-0.29,-0.37,0.13,0.01,-0.67,-0.7,0.28,0.07,-0.3,0.12,0.26,0.36,0.08,0.08,-0.04,-0.05,-0.09,16.03.01
-0.74,-0.36,0.18,0.43,-0.26,-0.02,-0.23,-0.48,-0.7,0,0.08,0.61,-0.14,-0.22,0.2,-0.22,-0.69,0.07,0.14,-0.36,-0.0288889,-0.2,0.28,0.29,1.24,-0.05,0.21,0.04,99
-0.25,0.3,0.21,0.5,-0.3,-0.43,-0.26,-0.530286,-0.664324,-0.5525,0.0778947,0.183684,0.203333,0.0868421,-0.0139474,-0.2,-0.38,-0.04,-0.14,-0.01,0.0627273,-0.46,0.05,0.1,-0.07,0.28,-0.07,-0.11,01.05.02.07
0.5,-0.22,0.09,0.99,0,-0.48,-0.22,-1.06,-1.36,-0.64,0.08,-0.07,-0.19,0.09,0.31,-0.04,-0.83,0.18,-0.22,0.25,0.31,0.36,-0.13,0.1,-0.52,-0.47,-0.44,0.1,42.16
