@relation cellcycle0.TRAIN
@attribute cln3-1 numeric
@attribute cln3-2 numeric
@attribute clb2-2 numeric
@attribute clb2-1 numeric
@attribute alpha0 numeric
@attribute alpha7 numeric
@attribute alpha14 numeric
@attribute alpha21 numeric
@attribute alpha28 numeric
@attribute alpha35 numeric
@attribute alpha42 numeric
@attribute alpha49 numeric
@attribute alpha56 numeric
@attribute alpha63 numeric
@attribute alpha70 numeric
@attribute alpha77 numeric
@attribute alpha84 numeric
@attribute alpha91 numeric
@attribute alpha98 numeric
@attribute alpha105 numeric
@attribute alpha112 numeric
@attribute alpha119 numeric
@attribute cdc15_10 numeric
@attribute cdc15_30 numeric
@attribute cdc15_50 numeric
@attribute cdc15_70 numeric
@attribute cdc15_80 numeric
@attribute cdc15_90 numeric
@attribute cdc15_100 numeric
@attribute cdc15_110 numeric
@attribute cdc15_120 numeric
@attribute cdc15_130 numeric
@attribute cdc15_140 numeric
@attribute cdc15_150 numeric
@attribute cdc15_160 numeric
@attribute cdc15_170 numeric
@attribute cdc15_180 numeric
@attribute cdc15_190 numeric
@attribute cdc15_200 numeric
@attribute cdc15_210 numeric
@attribute cdc15_220 numeric
@attribute cdc15_230 numeric
@attribute cdc15_240 numeric
@attribute cdc15_250 numeric
@attribute cdc15_270 numeric
@attribute cdc15_290 numeric
@attribute cdc28_0 numeric
@attribute cdc28_10 numeric
@attribute cdc28_20 numeric
@attribute cdc28_30 numeric
@attribute cdc28_40 numeric
@attribute cdc28_50 numeric
@attribute cdc28_60 numeric
@attribute cdc28_70 numeric
@attribute cdc28_80 numeric
@attribute cdc28_90 numeric
@attribute cdc28_100 numeric
@attribute cdc28_110 numeric
@attribute cdc28_120 numeric
@attribute cdc28_130 numeric
@attribute cdc28_140 numeric
@attribute cdc28_150 numeric
@attribute cdc28_160 numeric
@attribute elu0 numeric
@attribute elu30 numeric
@attribute elu60 numeric
@attribute elu90 numeric
@attribute elu120 numeric
@attribute elu150 numeric
@attribute elu180 numeric
@attribute elu210 numeric
@attribute elu240 numeric
@attribute elu270 numeric
@attribute elu300 numeric
@attribute elu330 numeric
@attribute elu360 numeric
@attribute elu390 numeric
@attribute class {R.11.02.03.01,R.12.04.02,R.01.04,R.43.01.03.09,R.32.01,R.20.01.17,R.12.04.01,R.14.10,R.20.09.07.03,R.16.03.03,R.10.03.01.01.11,R.42.01,R.01.05,R.20.03,R.01.03.01.03,R.10.01.09.05,R.11.02.03.04,R.12.10,R.01.05.25,R.16.19.03,R.11.04.03.01,R.34.11.03.07,R.42.04.05,R.10.01.03.05,R.14.04,R.16.01,R.43.01.03.05,R.42.16,R.12.01.01,R.01.07.01,R.20.09.07,R.32.07,R.01.03.07,R.01.05.02.07,R.01.06,R.20.09.04,R.20.01.13,R.01.06.02.01,R.20.01.27,R.11.06.02,R.14.07.02,R.10.01.05.01,R.20.09.13,R.14.07.02.02,R.01.01.06.06.01.03,R.12.07,R.14.13,R.10.03.01,R.10,R.16.03.01,R.42.04,R.34.01.01.01,R.01.01,R.02.01,R.11,R.20.01.01.01,R.01.05.13.01,R.20.01.03,R.01.20.15,R.11.04.01,R.01.03.01,R.14.07.11,R.20.09.18,R.42.27.03,R.10.03.01.01.09,R.20.01.07,R.42.04.03,R.20.01.15,R.01.01.06.04.02,R.14.07.04,R.20.09.16,R.14.01,R.11.02.03.04.03,R.01.06.06.11,R.14.13.01.01,R.14.07.09,R.10.03.02,R.01.07,R.20.01.10,R.01.02,R.99,R.01.01.06.05,R.32.01.01,R.10.01.05.03,R.10.03.04.03,R.01.01.09.06.01,R.14.13.01,R.01.03.04.03,R.02.13.03,R.01.20.19,R.01.05.09.04,R.11.04.03.05,R.14.07.03,R.10.01.03,R.42.25,R.32,R.14.07.05,R.42.10.03,R.02.19,R.10.01.05.03.01,R.01.03.04,R.20.09.01,R.02.13,R.11.02.03.01.04,R.02.16.01,R.11.04.02,R.12.04.03,R.18.02.01,R.16.19,R.01.06.05,R.12,R.10.03.01.03,R.16.21.07,R.02.10,R.01.01.11.03.01,R.34.01.01.03,R.20.09.07.27,R.12.01,R.42.08,R.10.03.04.05,R.20.03.01.01,R.11.02.03.04.01,R.20.01.23,R.01.01.03.02.01,R.32.01.09,R.34.11.03.13,R.01.04.04,R.14.07,R.14.07.11.01,R.32.01.03,R.01.06.02.02,R.40.01,R.01.01.09.04.01,R.42.19,R.11.04.03,R.01.01.09.07.01,R.01.03.10,R.02.16,R.01.06.06,R.01.02.07,R.01.01.09.05,R.32.07.03,R.20.01.01.01.01,R.34.07.01,R.20.01.21,R.34.01.01,R.01.01.11.04.01,R.20.01.03.01,R.30.01,R.14,R.01.01.13,R.01.01.06.05.01,R.11.02.03.01.01,R.02.04,R.01.01.06.02.01,R.12.04,R.20.01.25,R.38,R.01.01.03.05.01,R.40.10.02.02.01,R.14.07.01,R.01.02.02.09,R.20.09.07.25,R.20.01.01.07.07,R.01.03.16.01,R.40.20,R.10.03.03,R.01.06.10,R.01.03.01.01,R.02.45,R.14.13.04,R.20.01.01.07,R.01.01.06.05.01.01,R.20.09.18.09.01,R.10.01.05,R.01.01.09.02,R.30.01.05.05.01,R.11.04.03.03,R.02.01.03,R.01.01.09.03.01,R.18.02.09,R.42.10,R.20.09.07.05,R.20.01.03.03,R.16.21.17,R.01.03.04.01,R.01.05.06.07,R.11.02.01,R.18.02.01.01.01,R.01.01.03.03.01}

@data
-0.36,-0.18,-0.4,-0.09,-0.07,0.25,0.24,0.01,-0.05,-0.11,0.22,0.02,-0.05,0.06,-0.28,0.04,-0.16,-0.13,0.12,-0.08,0.19,-0.2,-0.066388,-0.011269,-0.041599,0.016993,-0.012697,-0.099662,0.003708,-0.027323,-0.04766,0.013955,-0.05487,0.152283,-0.056805,0.093939,0.114633,-0.0825,0.025263,-0.059508,0.102192,0.028076,0.189368,-0.031471,-0.049308,-0.077407,-0.15,0.09,0.13,0.36,0.17,0.22,0.07,-0.22,0.16,0.07,-0.36,-0.16,-0.43,0.057267,0.18,0,-0.13,0.44,-0.4,-0.08,-0.24,-0.26,-0.15,-0.2,0.2,0.15,0.11,0.17,0.12,0.06,0.06,R.01.04
0.55,-1.15,-0.49,-0.03,-0.21,1.07,0.2,0.035088,0.033596,0.23,-0.16,-0.03,-0.23,0.25,-0.23,0.01524,0.01,-0.16446,-0.03,-0.35,-0.51,-0.021306,-0.066388,0.18,-0.18,-2.17,0.72,-0.36,0.65,0.29,0.88,0.24,0.47,0.28,0.07,-0.4,0.114633,-0.26,0.025263,0.18,0.7,0.028076,0.189368,-0.49,-0.22,-0.58,-1.43,0.42,-0.05,-0.94,-0.75,-0.43,0.06,-0.065529,-0.018129,0.096529,0.16,0.84,0.71,0.057267,0.5,0.5,0.42,0,0.07,0.83,-0.06,0.36,-0.05217,0.16,-0.06,-0.06,-0.04,0.07,-0.35,-0.89,-0.02,R.01.04
0.56,-0.71,0,-0.3,-0.35,-0.03978,-0.01,0.14,-0.27,-0.11,-0.47,-0.14,0.19,-0.19,0.56,0.03,-0.03,0.07,0.07,0.42,-0.16,0.24,-0.08,-0.25,-0.07,0.04,0.34,-0.07,0.18,-0.02,-0.12,-0.01,0.58,0.52,0.07,0.05,0.31,-0.72,0.1,-0.29,0.11,0.11,0.05,-0.2,-0.25,-0.39,-0.44,-0.15,0.2,-0.39,0.1,-0.81,0.07,-0.5,-0.89,0.82,0.44,0.068275,-0.61,0.53,0.66,0.5,0.46,-0.55,-0.08,-0.11,0.3,-0.33,-0.08,-0.03,0.38,0.1,0.1,-0.28,0.14,0.31,0.13,R.01.04
0.04,-0.14,-0.54,0.61,-0.055052,-0.02,0.04,-0.13,0.08,0.15,0.18,0.14,-0.15,-0.05,-0.23,-0.16,-0.08,-0.1,-0.04,-0.1,0.21,0.26,-0.14,0.03,-0.21,-0.28,0.32,-0.18,0.56,-0.46,-0.01,0.03,0.05,0.03,0.8,0.31,0.72,-0.49,0.56,-1.3,0.29,0.02,1.25,-1.23,0.38,-1.03,0.19,-0.31,0.05,-0.06,-0.75,0.41,0.51,0.2,0.03,-0.09,-0.06,-0.38,0.04,0.057267,0.16,0.19,-0.15,0.3,-0.29,-0.18,0.15,0.13,-0.1,-0.14,-0.12,0.18,0.08,-0.01,0.21,-0.01,-0.18,R.01.04
-0.22,0.52,0.14,-0.14,0.1,0.27,0.37,0.18,0.03,0.13,-0.25,0.1,-0.12,-0.41,0,-0.02,-0.01,-0.07,-0.24,0.07,-0.13,0.01,-0.31,-0.53,-0.62,0.15,-0.06,-0.31,-0.02,-0.29,0.49,-0.01,0.15,0.05,0.45,-0.24,-0.2,-0.02,0.45,-0.12,0.83,-0.29,0.25,0.12,0.02,0.06,-0.06,-0.25,-0.32,0.22,0.24,-0.12,0.05,-0.04,-0.48,-0.01,-0.56,-0.34,0.33,0.057267,0.05,0.71,0.58,-0.58,-0.2,0.52,0.83,0.53,0.27,0.25,-0.29,-0.32,-0.08,0.08,-0.39,-0.41,-0.21,R.01.04
0.06,0.3,-0.04,-0.22,-0.23,-0.68,-0.15,0.13,0.41,0.18,0.29,-0.08,-0.05,-0.05,0.08,-0.1,0.03,-0.08,0.28,-0.04,0.23,-0.15,-0.066388,-0.011269,-0.041599,0.016993,-0.012697,-0.099662,0.003708,-0.027323,-0.04766,0.013955,-0.05487,0.152283,-0.056805,0.093939,0.114633,-0.0825,0.025263,-0.059508,0.102192,0.028076,0.189368,-0.28,-0.049308,0.28,-0.08,-0.1,-0.2,0.13,0.19,0.1,-0.02,0.05,0.04,0.14,-0.07,0.04,-0.04,0.057267,0.02,0.18,-0.37,-1.29,-0.29,-0.1,0.19,0.13,0.11,0.27,0.47,0.24,0.24,-0.18,0.14,-0.08,0.16,R.01.04
0.07,-0.62,-0.92,-0.4,0.32,-0.03978,0.14,-0.22,0.1,-0.22,0.24,-0.09,0.07,-0.12,-0.04,0.18,0.05,0.04,0.04,0.08,-0.5,-0.06,0,0.19,0.21,-0.13,-0.09,-0.34,0.38,0,-0.05,-0.18,0.05,-0.04,0.17,-0.32,0.52,-0.39,0.63,-0.55,0.43,0.27,0.51,-0.48,-0.45,-0.34,-0.92,-0.47,-0.04,-0.09,0.06,0.77,0.8,0.12,-0.09,-0.02,-0.04,-0.11,-0.07,-0.06,0.007181,0.24,-0.11,-0.21,-0.25,-0.11,-0.15,0.04,0.02,0.26,0.07,0.15,0.23,0.07,0.02,-0.05,-0.09,R.01.04
0.106944,-0.09,-0.36,0.004722,0.03,0,0.27,-0.08,0.25,-0.08,0.44,-0.19,0.05,-0.04,-0.16,-0.34,0.12,-0.16446,0.09,-0.37,0,0,0.04,-0.2,-0.06,0.19,0.46,0.21,0.5,0.21,0.39,-0.17,-0.17,-0.07,-0.1,0.01,0.54,0.2,0.47,0.15,-0.12,-1.28,-0.38,-0.2,-0.37,-0.25,0.46,0.4,0.27,0.16,-0.06,0.13,-0.02,0.43,0.07,-0.41,-0.22,0.01,-0.04,-0.45,-0.23,-0.11,-0.39,0.67,0.51,0.37,0.35,0.2,0.15,-0.35,-0.26,-0.16,-0.16,-0.55,-0.33,-0.24,-0.2,R.01.04
-0.2,-0.2,-0.38,0.55,0.13,-0.33,0.15,-0.28,0.07,0.24,0.01,-0.25,-0.01,-0.31,0.5,-0.04,0.032881,0.07,0.23,0.12,-0.04,-0.24,-0.13,-0.13,-0.06,-0.11,0.07,-0.08,0.05,-0.06,0.31,0.02,0.02,0.04,0.17,-0.15,0.04,-0.17,-0.03,-0.04,0.16,0.13,0.41,-0.15,-0.18,-0.15,-0.23,-0.29,-0.27,0.04,-0.18,-0.11,-0.12,0.02,-0.11,0.16,0.24,0.1,-0.04,0.057267,0.28,0.05,0.46,-0.69,-0.29,-0.19,-0.17,0.06,-0.01,0.06,-0.03,0.38,0.14,0.19,0.44,0.09,0.04,R.01.04
0.24,-0.3,-0.12,0.21,0.29,-0.39,0.19,-0.12,0.3,0.28,0.41,-0.16,-0.04,-0.09,0.1,-0.21,-0.2,-0.49,0.29,-0.06,0,-0.12,-0.06,-0.23,-0.1,0.2,0.3,0.2,0.31,0.24,0.38,0.04,-0.13,-0.18,0.03,-0.05,-0.29,-0.06,-0.06,-0.14,0.47,-0.11,0.25,-0.4,-0.29,-0.32,-0.14,0.37,0.04,-0.09,0.18,0.16,-0.19,0.33,-0.07,0.23,0.13,-0.19,-0.16,0.057267,-0.03,-0.13,-0.44,0.14,-0.2,0.08,-0.09,0.15,-0.29,-0.32,-0.07,0.41,0.17,-0.25,0.2,0.06,0.01,R.01.04
0.59,1.23,0,-0.36,-0.54,-0.15,0.26,0.6,0.23,0.23,-0.39,-0.17,-0.06,-0.23,0.22,0.34,0.43,-0.08,-0.06,-0.04,-0.46,-0.14,0.13,0.25,0.47,-0.33,-0.63,-0.91,-0.63,-0.43,-0.33,0.25,0.09,0.8,0.13,0.43,-0.33,0.04,-0.61,-0.29,-0.03,0.39,-0.18,0.71,0.41,0.61,-0.49,0.24,0.79,0.24,-0.06,-0.09,-0.28,-0.33,-0.34,0.17,0.37,0.31,-0.09,0.057267,-0.4,0.01,-0.05,-0.73,-0.36,0.1,0.02,-0.31,0.1,0.25,0.3,-0.2,0.2,0.08,0.17,0.08,0.31,R.01.04
0.21,-0.09,-0.43,0.41,-0.08,-0.38,-0.19,0.035088,-0.25,-0.11,-0.02,0.01,0.29,0.36,0.25,0.19,-0.13,-0.38,-0.13,0.26,0.22,0.09,0.32,0.45,0.05,-0.24,-0.64,0.17,-0.04,0.13,0.08,-0.06,-0.16,-0.13,-0.27,-0.04,-0.2,0.11,-0.31,-0.18,0.24,0.49,0.76,0.02,-0.33,-0.22,-0.54,0.42,-0.19,-0.02,-0.05,0.07,0.15,-0.21,0.03,0.06,0.21,-0.06,0.02,0.057267,-0.12,0.17,0.07,-0.29,-0.29,0.05,0.16,0.09,-0.1,-0.14,0.02,0.13,-0.06,0.02,0.12,0.2,0.09,R.01.04
1.41,-0.01,-0.14,0.26,-0.09,0.16,-0.12,-0.07,-0.29,0.31,0.2,0.15,-0.02,0.13,-0.43,0.01,-0.09,0.09,-0.43,-0.01,0.2,0.31,0.01,0.21,0.03,0.79,-0.12,-0.49,0.43,-0.25,-0.07,-0.35,-0.15,0.03,-0.03,0.24,0.36,-0.39,-0.13,0.1,0.32,0.66,0.24,-0.37,-0.46,-0.59,0.07,-0.16,0.17,0.11,0.17,0.36,-0.26,0.2,-0.02,-0.39,-0.31,0.19,-0.05,0.057267,0.14,-0.19,-0.04,0.21,-0.19,0.17,-0.08,0.18,0,0.16,0,-0.18,-0.05,0.18,-0.05,-0.25,-0.11,R.01.04
-0.07,-0.6,-0.42,0.03,0,0.25,0.29,0.21,-0.04,-0.24,-0.24,0.16,-0.13,0.02,0.03,-0.26,-0.21,-0.13,0,0.37,0,-0.07,-0.066388,-0.011269,-0.041599,0.016993,-0.012697,-0.099662,0.003708,-0.027323,-0.04766,0.013955,-0.05487,0.152283,-0.056805,0.093939,0.114633,-0.0825,0.025263,-0.059508,0.102192,0.028076,0.189368,-0.031471,-0.049308,-0.077407,-0.01,-0.38,-0.55,-0.67,-0.02,-0.34,-0.02,-0.08,0.09,0.66,0.38,0.31,0.21,0.01,0.007181,0.14,0.26,0.86,-0.18,0.1,-0.03,-0.17,-0.06,-0.15,-0.22,0.45,0.16,-0.44,0.5,-0.63,-0.18,R.01.04
0.82,-0.14,-0.49,0.62,-0.34,-0.34,0.28,0.09,0.04,0.14,-0.12,-0.34,0.04,-0.4,0.95,-0.23,-0.13,-0.33,0.64,0.09,0.15,-0.17,-0.17,-0.07,-0.18,0.08,-0.13,0.22,-0.37,0.12,-0.38,0.33,-0.18,0.23,-0.2,-0.01,-0.23,0.3,-0.03,0.13,-0.26,-0.37,0.26,0.5,0.22,0.17,0.1,0.15,-0.06,-0.21,0.3,-0.37,0.01,-0.04,0.03,0.23,0.19,0.15,0.09,0.057267,-0.64,-0.07,0.12,-0.64,0.2,-0.17,0.25,-0.01,-0.15,-0.1,0.07,0.26,0.25,-0.4,0.27,0.08,0.08,R.01.04
1.5,1.48,-0.92,-0.86,-0.89,-0.59,0.01,0.56,0.44,-0.06,-0.14,-0.19,-0.4,-0.68,0.28,0.65,0.63,0.26,0.34,0.2,-0.045793,-0.44,-0.74,0.72,1.08,0.01,0.06,-0.31,-0.44,-0.07,-0.24,0.11,0.22,0.35,0.52,0.48,0.26,-0.71,0.08,-0.16,-0.18,-0.28,-0.12,-0.35,-0.01,-0.26,-1.04,-0.28,1.22,1.05,0.56,0.05,-0.48,-0.74,-0.88,0.28,0.86,0.81,0.41,-0.05,0.007181,-0.78,-0.99,-0.51,-0.4,-0.29,-0.12,0.15,0.47,0.48,0.35,-0.01,0.05,0.15,0.14,-0.31,-0.14,R.01.04
0.5,0.59,-0.43,0.44,-0.41,-0.35,0.19,0.03,0.21,0.08,0.28,0.14,0.08,0.24,0.09,0.22,-0.25,-0.46,-0.07,-0.07,0.12,-0.05,-0.62,-0.74,-0.56,0.33,0.03,0.36,-0.38,0.38,-0.24,0.33,-0.09,0.07,-0.21,0.24,0.48,0.48,0.22,0.44,-0.45,-1.19,0.32,0.42,0.14,0.24,-0.41,-0.42,-0.46,-0.67,-0.88,-0.29,0.01,-0.22,0.11,0.63,0.39,0.22,0.43,0.057267,0.59,0.79,0.19,-0.19,0.01,-0.16,-0.21,-0.36,-0.4,-0.32,0.16,0.35,0.17,-0.13,0.4,0.31,0.36,R.01.04
0.16,0.49,-0.27,-0.42,-0.055052,0.05,-0.07,-0.07,0.08,-0.13,0.18,-0.04,-0.09,-0.07,-0.1,0.04,-0.12,-0.21,0.26,0.21,0.15,-0.04,0.2,-0.28,0.23,0.26,0.2,0.04,-0.09,-0.28,-0.32,-0.07,-0.37,0.01,0.04,0.02,-0.12,0.26,0.08,-0.12,0.4,0.09,0.24,-0.03,-0.16,-0.22,0.66,0,-0.09,-0.1,0.42,0.52,0.21,0.09,-0.04,-0.25,-0.42,-0.25,0.22,0.057267,-0.75,-0.26,0.05,0.59,-0.08,-0.03,-0.16,-0.33,-0.42,-0.15,-0.11,0.18,-0.09,-0.22,0.34,0.47,0,R.01.04
0.106944,-0.01,-0.38,0.004722,0.24,0.11,0.2,-0.15,0.27,-0.11,0.26,-0.15,0.04,0.17,-0.04,0.07,-0.08,-0.34,-0.01,-0.19,-0.1,-0.2,0.27,0.04,0.17,0.31,-0.79,0.39,-0.57,0.27,-0.87,0.4,0.12,0.12,-0.63,0.43,-0.57,0.32,-0.4,0.48,-0.48,-0.09,-0.57,0.59,0.39,0.64,0.21,-0.07,0.15,0.24,0.2,-0.06,0.02,-0.56,-0.03,0.24,-0.14,-0.05,-0.06,0.057267,0.28,-0.18,-0.2,0.62,-0.62,0.01,-0.23,-0.26,0.01,-0.38,0.14,0.13,0.26,0.02,-0.01,0.16,0.16,R.01.04
-0.23,0,-0.29,0.48,-0.03,-0.45,0.16,0.04,0.01,-0.11,0.1,-0.07,0.09,0.11,0,0.17,-0.03,-0.11,0,0,0.04,0.1,0.14,0.45,0.37,0.3,-0.01,-0.01,0.11,0.11,-0.2,0.22,0.02,0.12,-0.61,0.7,-0.05,0.17,-0.3,-2.2,-0.37,0.04,0.47,0.16,0.19,0.17,-0.58,-0.03,0.02,-0.11,0.09,-0.2,0.04,0.03,0,0.19,0.22,0.22,0.02,0.057267,0.12,-0.03,0,0.1,-0.01,-0.16,-0.07,-0.17,-0.31,-0.05,0.14,0.08,0.17,-0.36,0.31,0.23,0.1,R.01.04
0.25,-0.04,-0.27,-0.34,0.07,0.27,0.13,0.035088,-0.13,0.19,0.11,0.17,0.11,-0.17,-0.19,-0.1,0.11,-0.26,-0.28,-0.06,0.07,-0.03,-0.066388,0.4,-1.75,0.05,0,0.14,-0.1,0.35,-0.22,0.29,-0.39,-0.14,-0.25,0.18,0.37,0.43,-0.01,0.23,-0.07,0.1,0.11,0.26,-0.11,0.13,-0.41,-0.33,0.02,0.07,0.02,0.18,0.29,0.34,0.2,-0.23,-0.17,-0.43,0.06,0.057267,0.05,-0.08,0.42,0.43,0.13,0.03,0.2,0.28,0.23,0.17,-0.05,-0.42,-0.27,0.13,-0.23,-0.36,-0.25,R.01.04
-0.67,-0.47,-0.43,0.34,-0.17,0.12,-0.16,0.17,-0.08,0.25,-0.52,0.14,0.15,0.31,0.28,0.25,-0.23,-0.08,-0.82,0.14,0.17,0.09,0.32,0.26,-0.15,-0.07,-0.4,-0.14,0.18,0.27,-0.06,-0.01,-0.54,0.78,0.09,-0.1,-0.04,-0.32,0.07,-0.03,-0.12,0.29,0.51,-0.12,-0.29,-0.38,-0.55,0.05,0.26,0.26,0.11,0.31,0.29,0.4,-0.07,-0.1,-0.24,-0.35,0.21,-0.01,-0.1,0.26,-0.74,0.7,-0.37,0.1,-0.07,-0.23,-0.08,-0.07,0.05,0.05,-0.08,-0.04,-0.25,0.12,0.17,R.01.04
0.01,-0.25,-0.47,-0.12,0.18,-0.2,0.04,-0.31,0.13,-0.24,0.23,-0.29,0.19,0.18,0.18,0.09,0.24,-0.43,-0.02,-0.12,0.11,0.04,0.6,0.47,0.33,0.03,-0.69,0.32,-0.5,0.36,-0.4,0.4,-0.14,0.21,-0.33,0.01,-1.02,0.18,-0.64,0.35,-0.53,-0.33,-0.18,0.64,0.32,0.52,-0.17,-0.02,0.24,-0.06,-0.33,0,-0.1,-0.28,0.04,-0.31,0.03,0.14,0.26,0.057267,0.11,0.16,0.3,0.07,-0.26,-0.02,-0.26,0.1,-0.26,-0.24,0.31,0.03,0.01,0.15,0.05,0.19,0.12,R.01.04
0.29,0.26,-0.42,-0.23,-0.21,0.46,0.34,0.81,0,0.18,-0.37,-0.24,-0.14,-0.34,0.03,0.26,0.32,-0.14,-0.19,-0.16,-0.28,-0.34,-0.02,0.27,0.3,-0.33,-0.07,-0.97,-0.25,-0.84,0,0.17,0.54,0.69,0.86,0.32,0.21,-0.53,-0.55,-0.53,-0.16,-0.37,0.23,0.31,0.34,0.37,-0.16,0.29,1.14,0.73,-1.12,-0.02,-0.35,-1.69,-0.26,0.34,0.4,0.61,0.38,-0.02,-0.27,0.045746,0.03438,-0.58,-0.13,0.07,-0.03,-0.11,0.06,0.14,0.3,0.04,0.15,0.03,0.03,-0.04,0.09,R.01.04
0.6,-1.15,-0.1,0.56,-0.01,-0.16,0.06,0.32,0.25,-0.12,-0.02,-0.04,0.02,-0.09,0.21,-0.25,0.02,-0.07,0.2,-0.49,0.21,-0.06,0.29,0.19,0.1,0.08,-0.06,0.12,0.07,0.19,-0.6,0.11,0.04,-0.14,-0.43,0.42,-0.38,0.27,0.05,0.18,-0.53,0.14,-0.19,0.17,0.07,-0.14,-0.03,-0.1,0.03,0.1,0.07,0.05,0.25,0.11,-0.18,-0.34,-0.09,-0.19,0.07,0.057267,0.12,-0.06,0.2,0.67,-0.09,0.22,-0.14,0.04,0.01,-0.01,0.05,0.3,-0.2,-0.81,0.23,-0.11,-0.14,R.01.04
0.24,0.01,0.1,-0.2,0.01,0.01,0.17,-0.14,-0.04,0.3,1.17,0.66,0.27,-0.36,0.19,-0.26,-0.09,-1.07,0.07,-0.58,0.07,-0.34,-0.11,0.1,0.43,0.65,0.88,-0.44,-0.79,-0.51,-0.73,-0.45,-0.42,1.3,0.18,0.79,0.37,-0.58,-0.37,-0.44,-0.55,-0.09,-0.04,0.04,0.27,0.51,-0.95,-1.01,-0.41,0.76,1.04,0.79,0.17,-0.59,-0.95,-0.06,0.32,-0.04,0.055863,0.34,0.1,-0.01,0.47,-0.08,0.56,-0.18,-0.04,0.15,-0.06,-0.04,-0.31,0.13,0.15,-0.26,0.23,-0.2,-0.06,R.01.04
1.58,1.14,-1.03,-0.67,-1.09,-0.104792,0.82,1.05,0.9,0.0084,-0.21,-0.55,-0.68,-0.84,0.4,0.9,0.75,0.18,0.23,-0.07,-1.12,-0.66,-0.84,1.24,1.03,-0.56,-1.47,-1.14,-2.42,-1.21,-1.34,0.89,1.37,1.32,1.65,0.92,0.52,0,-0.01,-0.4,-0.08,0.07,-0.1,0.29,0.13,0.15,0.69,0.12,0.16,0.26,0.12,0.49,-0.01,-0.19,-0.01,-0.04,0.01,0.1,-0.21,-0.35,-0.11,-0.48,-0.54,-1.19,-0.72,-0.46,0.1,0.41,0.76,0.63,0.42,0.21,0.56,0.16,-0.27,-0.46,-0.13,R.10.01.05.01
0.31,-1.47,-0.38,0.42,-0.06,0.14,0.35,0.249388,0.13,-0.5,0.1,0.2,0.43,-0.17,-0.21,-0.23,-0.15,-0.13,0.27,-0.29,0.07,0.04,0.61,0.53,0.25,-0.053095,-0.09,-0.6,-0.071364,-0.175,0.16,-0.31,-0.44,0.277143,0.082955,0.224773,0.9,-0.1,-0.078781,-0.232273,0.037727,0.06,0.233721,-0.44,-0.12,-0.41,2.23,1.49,1.15,0.81,0.04,-0.15,0.29,0.17,-0.15,-0.83,-0.5,-0.66,-0.96,-0.83,-0.55,-0.9,-0.66,0.7,0.03,0,0.33,0.05,0.7,0.19,-0.09,-0.11,-0.79,0.63,-0.67,-0.79,-0.19,R.10.01.05.01
0.6,-0.86,-0.32,-0.17,0.18,-0.24,0.07,-0.22,0.097451,-0.26,0.25,-0.02,0.21,0.14,-0.07,-0.15,0.08,-0.13,0.13,-0.05,0.08,-0.12,0.01,0.18,0.18,0.06,-0.01,-0.21,0.84,0.07,-0.21,-0.27,-0.57,0.11,-0.14,0.02,-0.17,-0.17,0.12,-0.14,0.33,0.3,0.02,-0.1,-0.1,-0.14,0.21,0.63,0.14,0,-0.12,-0.05,0.02,-0.32,-0.15,-0.5,-0.42,-0.26,-0.1,0.41,-0.100732,0.54,-0.02,-0.68,0.04,0.02,-0.01,0.11,-0.01,-0.13,-0.11,0.18,0.2,-0.2,0.3,0.11,0.17,R.10.01.05.01
-0.92,-1.22,0.04,0.04,-0.41,0.17,-0.17,0.1,-0.5,0.35,-0.39,0.13,0.4,0.11,0.2,-0.1,0.05,-0.27,-0.41,-0.031042,0.41,0.31,0.05,0.26,0,-0.22,-0.34,-0.27,-0.05,-0.07,-0.156136,-0.05,-0.22,-0.26,-0.09,0.14,0.39,-0.22,-0.07,0.11,-0.06,0.38,0.32,0.19,-0.16,0.28,0.32,0.21,0.01,-0.12,-0.25,-0.08,0.03,0.17,0.08,0.08,-0.12,-0.3,-0.46,-0.139714,0.11,0.07,0.24,0.2,0.38,-0.18,0.024902,0,-0.05,0,-0.15,-0.11,-0.22,0.12,-0.17,0.04,0.15,R.10.01.05.01
-0.14,-0.86,-0.36,-0.58,-0.11,0.2,0.18,0.34,0.09,0.06,-0.21,-0.15,-0.08,-0.33,0.01,0.21,0.31,-0.11,-0.11,-0.04,-0.23,-0.01,0.31,0.5,0.52,-0.07,0.3,-0.12,-0.12,-0.05,-0.07,-0.12,0.23,-0.05,0.23,-0.14,-0.1,-0.14,-0.37,-0.14,0.04,-0.27,-0.05,0,-0.25,-0.1,0.51,0.72,0.16,-0.21,-0.34,0.16,0.2,0.19,0.16,-0.68,-0.51,-0.14,-0.32,-0.02,0.13,-0.384783,-0.261957,-0.04,-0.08,-0.04,-0.06,-0.02,0.2,0,-0.08,-0.04,0.12,0.1,-0.1,0.05,0,R.10.01.05.01
