@relation 'spo0.names'
@attribute t0_green                                numeric
@attribute t0_green_bkg                            numeric
@attribute t0_red                                  numeric
@attribute t0_red_bkg                              numeric
@attribute t0_flag                                 numeric
@attribute t0point5_green                          numeric
@attribute t0point5_green_bkg                      numeric
@attribute t0point5_red                            numeric
@attribute t0point5_red_bkg                        numeric
@attribute t0point5_flag                           numeric
@attribute t2_green                                numeric
@attribute t2_green_bkg                            numeric
@attribute t2_red                                  numeric
@attribute t2_red_bkg                              numeric
@attribute t2_flag                                 numeric
@attribute t5_green                                numeric
@attribute t5_green_bkg                            numeric
@attribute t5_red                                  numeric
@attribute t5_red_bkg                              numeric
@attribute t5_flag                                 numeric
@attribute t7_green                                numeric
@attribute t7_green_bkg                            numeric
@attribute t7_red                                  numeric
@attribute t7_red_bkg                              numeric
@attribute t7_flag                                 numeric
@attribute t9_green                                numeric
@attribute t9_green_bkg                            numeric
@attribute t9_red                                  numeric
@attribute t9_red_bkg                              numeric
@attribute t9_flag                                 numeric
@attribute t11point5_green                         numeric
@attribute t11point5_green_bkg                     numeric
@attribute t11point5_red                           numeric
@attribute t11point5_red_bkg                       numeric
@attribute t11point5_flag                          numeric
@attribute gal_ndt80_green                         numeric
@attribute gal_ndt80_green_bkg                     numeric
@attribute gal_ndt80_red                           numeric
@attribute gal_ndt80_red_bkg                       numeric
@attribute gal_ndt80_flag                          numeric
@attribute ndt80_delete_early_green                numeric
@attribute ndt80_delete_early_green_bkg            numeric
@attribute ndt80_delete_early_red                  numeric
@attribute ndt80_delete_early_red_bkg              numeric
@attribute ndt80_delete_early_flag                 numeric
@attribute ndt80_delete_mid_green                  numeric
@attribute ndt80_delete_mid_green_green_bkg        numeric
@attribute ndt80_delete_mid_green_red              numeric
@attribute ndt80_delete_mid_green_red_bkg          numeric
@attribute ndt80_delete_mid_green_flag             numeric
@attribute t0_correlation                          numeric
@attribute t0point5_correlation                    numeric
@attribute t2_correlation                          numeric
@attribute t5_correlation                          numeric
@attribute t7_correlation                          numeric
@attribute t9_correlation                          numeric
@attribute t11point5_correlation                   numeric
@attribute ndt80_delete_early_correlation          numeric
@attribute ndt80_delete_mid_correlation            numeric
@attribute t0_regression                           numeric
@attribute t0point5_regression                     numeric
@attribute t2_regression                           numeric
@attribute t5_regression                           numeric
@attribute t7_regression                           numeric
@attribute t9_regression                           numeric
@attribute t11point5_regression                    numeric
@attribute ndt80_delete_early_regression           numeric
@attribute ndt80_delete_mid_regression             numeric
@attribute t0_g.r_ratio                            numeric
@attribute t0point5_g.r_ratio                      numeric
@attribute t2_g.r_ratio                            numeric
@attribute t5_g.r_ratio                            numeric
@attribute t7_g.r_ratio                            numeric
@attribute t9_g.r_ratio                            numeric
@attribute t11point5_g.r_ratio                     numeric
@attribute ndt80_delete_early_g.r_ratio            numeric
@attribute ndt80_delete_mid_g.r_ratio              numeric
@attribute failed_pcr                              {0,1,2,3,4,5}
@attribute blast_homology_within_genome            {0,1}
@attribute overlaps_another_orf                    {0,1}
@attribute class {42.01,01.05,11.02.03.01,01.04,43.01.03.09,32.01,12.04.01,14.10,20.09.07.03,16.03.03,20.03,01.03.01.03,10.01.09.05,11.02.03.04,12.10,01.05.25,16.19.03,11.04.03.01,34.11.03.07,14.04,16.01,43.01.03.05,42.16,12.01.01,01.07.01,20.09.07,32.07,01.05.02.07,01.06,20.09.04,20.01.13,01.06.02.01,11.06.02,14.07.02,10.01.05.01,20.09.13,12.07,14.13,10.03.01,10,16.03.01,42.04,34.01.01.01,01.01,20.01.01.01,20.01.03,11.04.01,01.03.01,14.07.11,20.09.18,20.01.07,20.01.15,14.01,01.06.06.11,14.13.01.01,10.03.02,20.01.10,01.02,99,32.01.01,14.13.01,02.13.03,14.07.05,01.03.04,14.07,40.01,12.04,10.01.05,42.10,10.03.01.01,01.01.06,01.01.09,20.01,20.09,11.04,18.02,02,01}

@data
11215,1635,10008,1154,0,15103,1404,6856,465,0,9139,1423,6142,706,0,9360,1876,3814,876,0,32356,2463,8436,1160,0,10197,2038,2880,1273,0,8184,1285,3024,691,0,31152,5426,38476,13847,0,6304,648,2303,436,0,6675,955,1748,447,0,0.922,0.939,0.958,0.96,0.973,0.932,0.957,0.929,0.964,0.999,2.077,1.33,2.46,3.985,4.488,2.916,2.807,4.384,1.08,2.14,1.41,2.54,4.1,5.07,2.95,1.04,3.02,1,1,0,20.01.15
2152,1218,1416,614,0,2416,1114,1976,457,0,1869,1150,1720,597,0,2345,1479,2142,819,0,3214,1687,3541,1203,0,1447,1203,1085,835,0,3115,1171,2886,833,0,5604,1660,5615,3738,0,2116,598,3908,422,0,1910,925,2679,480,0,0.84,0.909,0.884,0.898,0.851,0.419,0.913,0.983,0.978,0.966,0.749,0.557,0.589,0.567,0.434,0.853,0.431,0.414,1.16,0.85,0.64,0.65,0.65,0.97,0.94,2.1,0.43,1,1,0,16.01
1841,1257,1215,738,0,2167,1444,1234,652,0,1985,1364,1332,745,0,2379,1656,1630,996,0,2461,1357,1789,881,1,1780,1418,1315,1050,0,1865,1190,1293,823,0,3432,1102,4106,3042,0,1099,491,1370,351,0,1944,928,2150,437,0,0.852,0.85,0.794,0.799,0.714,0.491,0.894,0.966,0.968,1.023,1.084,0.791,1.029,0.835,0.713,1.324,0.593,0.569,1.22,1.24,1.05,1.14,1.21,1.36,1.43,2.18,0.59,1,1,0,43.01.03.09
2990,1143,2274,677,0,4559,1237,3658,495,0,3964,1190,2760,625,0,4380,1404,3123,815,0,6060,1668,4602,996,0,2888,1278,2514,1028,0,4166,1419,4336,1105,0,7623,1560,8851,3582,0,2092,553,1468,380,0,3755,893,2006,469,0,0.882,0.886,0.9,0.935,0.835,0.88,0.903,0.97,0.968,0.997,0.929,1.197,1.217,1.012,0.941,0.858,1.428,1.789,1.15,1.05,1.29,1.28,1.21,1.08,0.85,1.15,1.41,2,1,0,12.01.01
8163,1788,6080,1001,0,7210,1485,5051,687,1,5024,1268,4120,683,0,6404,2238,5324,1526,0,8972,1815,9165,1321,0,8048,2027,8444,1628,0,2128,904,1937,548,0,11373,1158,10631,3088,0,8954,664,8016,500,0,13625,886,8761,424,0,0.894,0.559,0.927,0.9,0.95,0.93,0.935,0.949,0.952,1.138,1.643,0.997,0.97,0.876,0.801,0.838,1.055,1.436,1.25,1.31,1.09,1.09,0.91,0.88,0.88,1.35,1.1,1,1,0,01.04
3189,1224,2391,766,0,4932,1584,2688,720,0,3307,1423,2390,800,0,3879,1682,2786,1022,0,4294,1643,3197,980,0,3202,1398,2745,1076,0,4487,1263,4055,880,0,4473,981,5052,3059,0,3059,430,1441,319,0,7161,913,3135,463,0,0.955,0.926,0.923,0.957,0.927,0.913,0.963,0.973,0.98,1.173,1.677,1.102,1.244,1.186,1.02,0.997,2.335,2.399,1.2,1.7,1.18,1.24,1.19,1.08,1.01,1.75,2.34,1,1,0,16.01
6348,1207,5932,731,0,9199,1403,11164,689,0,5580,1330,4388,691,0,6792,1571,4161,907,0,12297,1793,7785,1153,0,3255,1369,2433,1108,0,8753,1319,6949,780,0,21396,2092,22355,5038,0,6178,611,6373,441,0,7322,1003,4929,481,0,0.89,0.923,0.937,0.962,0.937,0.918,0.975,0.975,0.973,0.921,0.714,1.164,1.571,1.549,1.299,1.222,0.932,1.42,0.98,0.74,1.14,1.6,1.58,1.42,1.2,1.11,0.93,1,1,0,16.01
1785,1088,1176,630,0,2114,1150,1343,450,0,1691,1158,1142,626,0,2085,1392,1400,782,0,2460,1355,3341,942,0,1559,1250,1573,968,0,828,443,628,259,0,1772,1144,3867,3166,0,1373,585,1441,408,0,1260,945,774,461,0,0.821,0.91,0.892,0.887,0.912,0.694,0.796,0.953,0.815,1.042,0.943,0.944,0.936,0.409,0.325,0.744,0.692,0.847,1.27,1.07,1.03,1.12,0.46,0.51,1.04,0.89,0.76,1,1,0,42.01
2656,1128,2080,602,0,4567,1342,2607,562,0,2490,1147,1594,618,0,3075,1440,2201,814,0,4072,1410,3829,885,0,1988,1338,1867,1071,0,2521,939,2175,648,0,3189,1124,4526,3161,0,4112,508,5982,377,1,2091,963,1595,455,0,0.916,0.944,0.938,0.934,0.954,0.883,0.904,0.9,0.946,0.999,1.556,1.305,1.121,0.897,0.761,0.918,0.576,0.969,1.03,1.57,1.37,1.17,0.9,0.81,1.03,1.51,0.64,1,1,0,10.01.09.05
2106,1286,1270,686,0,2480,1051,1906,364,0,1959,1088,2138,561,0,2174,1238,2522,646,0,4211,1476,8055,960,0,3174,1519,3782,1194,0,1900,1012,1675,645,0,17073,1910,10496,4023,0,1721,599,3894,428,0,2091,868,4278,493,0,0.766,0.878,0.923,0.909,0.929,0.911,0.891,0.946,0.935,1.033,0.826,0.492,0.47,0.352,0.516,0.759,0.288,0.267,1.4,0.92,0.55,0.49,0.38,0.63,0.86,2.34,0.32,1,1,0,42.04
4586,1383,3070,727,0,4552,1213,3346,504,0,2355,1061,1907,543,0,2806,1544,1884,854,0,4518,1563,3121,926,0,2931,1749,2139,1284,0,1482,1108,912,648,0,8364,1076,6452,2989,0,3020,633,2830,494,0,3630,930,3168,434,0,0.881,0.919,0.917,0.89,0.923,0.719,0.731,0.94,0.918,1.202,1.09,0.834,1.065,1.257,0.81,1.039,0.885,0.915,1.36,1.17,0.94,1.22,1.34,1.38,1.41,2.1,1.02,1,1,0,43.01.03.05
14898,1482,13274,855,0,12682,1342,8516,526,0,7143,1115,5309,577,0,7777,1931,11587,1649,0,11405,1689,17292,1227,0,8653,1702,7080,1203,0,3180,1168,2237,747,0,6554,1095,6950,3057,0,7314,642,7183,499,0,6009,936,10523,538,0,0.924,0.937,0.978,0.96,0.951,0.952,0.913,0.952,0.953,0.997,1.326,1.256,0.552,0.572,1.13,1.232,0.927,0.482,1.08,1.41,1.27,0.58,0.6,1.18,1.35,1.4,0.99,2,1,0,10.03.01
2634,1268,1549,634,0,4010,1111,1632,378,0,2504,1110,1468,556,0,2646,1333,1405,590,0,5738,1733,2965,1035,0,3818,1712,2048,1174,0,2104,1091,995,650,0,17971,1779,9267,3779,0,3701,607,2092,416,0,4155,845,2338,464,0,0.866,0.906,0.94,0.941,0.938,0.79,0.861,0.956,0.895,1.252,2.123,1.383,1.528,1.966,1.837,2.637,1.858,1.527,1.49,2.31,1.52,1.61,2.07,2.4,2.93,2.95,1.84,1,1,0,01.05
12574,1593,14324,1061,0,7581,1161,11244,513,0,3675,1128,3913,542,0,4881,1498,3674,836,0,6968,1619,7395,1123,1,4799,1661,3850,1240,0,1705,1077,1156,676,0,1956,1192,3978,3067,0,5376,635,5707,488,0,5575,912,4760,400,0,0.948,0.947,0.962,0.958,0.971,0.958,0.845,0.946,0.953,0.801,0.566,0.727,1.149,0.733,1.163,1.033,0.831,0.986,0.82,0.59,0.75,1.19,0.85,1.2,1.3,0.83,0.9,1,1,1,16.01
5334,1934,3571,1165,0,4899,1836,3361,946,0,3668,1390,2181,741,0,5091,2704,2342,1414,0,6030,1640,3054,1037,0,6598,2436,3199,1881,0,1886,1016,1166,612,0,5236,798,4912,2926,0,7115,676,2674,402,0,10132,821,3118,368,0,0.939,0.91,0.955,0.768,0.907,0.901,0.903,0.952,0.948,1.296,1.168,1.555,1.944,1.836,3.071,1.47,2.735,3.405,1.41,1.26,1.58,2.57,2.17,3.15,1.57,2.23,2.83,1,1,0,01.02
2676,1382,1658,760,0,1929,1094,5477,412,0,1594,1086,1424,565,0,2099,1540,1536,822,0,2938,1502,2757,869,0,1982,1600,1622,1169,0,1351,1025,1147,654,0,5975,1333,7014,3379,0,1187,612,1321,428,0,1479,884,1358,438,0,0.823,0.895,0.916,0.825,0.948,0.69,0.804,0.908,0.882,1.109,0.146,0.528,0.644,0.715,0.613,0.548,0.586,0.536,1.44,0.16,0.59,0.78,0.76,0.84,0.66,1.27,0.64,1,1,0,20.01.07
2631,1097,1999,562,0,4123,1410,5314,654,0,2303,1076,2340,594,0,2739,1382,2066,790,0,3769,1362,2685,894,0,1907,1316,1323,972,0,2883,1115,2229,746,0,3053,1222,4506,3144,0,2393,545,3366,394,0,2322,898,1948,419,0,0.881,0.937,0.941,0.95,0.944,0.658,0.939,0.975,0.946,0.962,0.547,0.619,1.013,1.376,1.251,1.144,0.609,0.847,1.06,0.58,0.7,1.06,1.34,1.68,1.19,1.34,0.62,1,1,0,11.02.03.04
1652,1190,928,542,0,2362,1234,1369,520,0,2008,1183,1211,576,0,2180,1345,1156,638,0,4630,1467,2613,853,0,2995,1433,2372,977,0,1800,996,1432,595,0,6672,1237,5996,3241,0,1977,596,1021,394,0,2814,933,1318,465,0,0.522,0.921,0.881,0.846,0.963,0.944,0.922,0.956,0.876,0.654,1.181,1.176,1.337,1.752,1.124,0.909,2.124,1.943,1.19,1.32,1.29,1.61,1.79,1.11,0.96,1.97,2.2,1,1,0,42.10
5019,1216,4454,826,0,13717,1297,3067,510,0,5794,1170,2339,632,0,7637,1512,2728,735,0,12657,1855,3854,1072,0,2914,1324,1630,1027,0,9982,1481,9025,1251,0,15266,1398,7395,3621,0,7419,634,1210,442,0,6379,955,1128,463,0,0.902,0.917,0.966,0.912,0.929,0.818,0.95,0.92,0.944,0.923,4.356,2.638,2.74,3.479,2.162,1.008,8.366,8.132,1.04,4.85,2.7,3.07,3.88,2.63,1.09,3.67,8.83,2,1,0,12.01.01
6333,1596,5237,1025,0,7484,1496,1554,483,0,4464,1239,1579,590,0,5198,1931,2003,1047,0,9722,2877,3800,1450,0,5068,1732,2991,1181,0,2706,1502,1977,962,0,9508,1167,7176,2973,0,2892,568,770,426,0,5540,1130,1100,494,0,0.89,0.906,0.902,0.894,0.876,0.926,0.849,0.861,0.851,1.025,5.004,2.939,3.088,2.535,1.833,0.963,5.767,6.437,1.12,5.59,3.26,3.41,2.91,1.84,1.18,1.98,6.75,2,1,1,12.01.01
3807,1212,3153,718,0,6203,1264,3957,554,0,3084,1212,2335,613,0,4188,1622,2674,933,0,6193,1676,4891,1299,0,2026,1410,1570,1047,0,6084,1353,3847,937,0,9723,1493,7931,3812,0,5503,647,4138,477,0,3557,928,2940,542,0,0.903,0.95,0.954,0.909,0.904,0.468,0.932,0.972,0.947,0.975,1.367,1.038,1.35,1.121,0.581,1.475,1.313,1.03,1.06,1.45,1.08,1.47,1.25,1.17,1.62,1.99,1.32,1,1,1,01.06.06.11
13661,2265,11515,1906,0,22839,1362,3906,484,0,12291,1368,3837,633,0,17601,2428,3095,938,0,36979,2644,4866,1046,0,14020,1869,2851,1144,0,10647,1459,3857,740,0,9584,1206,7239,3299,0,4385,794,1176,484,0,6563,964,866,458,0,0.819,0.946,0.926,0.927,0.969,0.874,0.923,0.924,0.83,0.979,5.764,3.25,6.243,8.645,6.494,2.609,4.575,10.932,1.18,6.27,3.4,7.03,8.98,7.11,2.94,2.12,5.18,2,1,0,01.05
7316,1130,7772,710,0,10991,1392,7067,616,0,5835,1259,2225,638,0,8831,1933,2649,1001,0,13358,1597,3989,1018,0,3510,1280,1842,1018,0,5715,851,4020,498,0,21375,2013,26036,4948,0,9427,610,2931,437,0,7956,992,2216,487,0,0.912,0.931,0.974,0.89,0.92,0.884,0.954,0.969,0.956,0.813,1.392,2.948,3.655,3.525,2.41,1.416,3.446,3.903,0.87,1.48,2.88,4.18,3.95,2.7,1.38,0.91,3.53,1,1,0,16.03.01
2193,1726,1163,823,0,1996,1550,872,580,0,1672,1319,1039,686,0,2315,1759,1246,902,0,2546,1608,1818,1040,0,2193,1837,1568,1246,0,1297,990,834,604,0,10271,1091,10525,2923,0,842,582,608,424,0,1207,795,575,363,0,0.491,0.657,0.768,0.689,0.901,0.409,0.756,0.742,0.774,0.535,1.012,0.773,1.078,1.057,0.449,1.083,1.044,1.475,1.37,1.52,1,1.61,1.2,1.1,1.33,1.2,1.41,1,1,0,01.02
6455,1408,4889,645,0,6939,1072,4336,380,0,3355,1067,2802,535,0,4177,1526,4461,864,0,8573,1498,10517,972,0,3820,1513,3332,1076,0,2464,1118,1854,706,0,9370,1050,10464,3000,0,3697,582,4043,418,0,4152,855,5531,401,0,0.913,0.904,0.909,0.946,0.953,0.945,0.914,0.955,0.9,1.113,1.33,0.918,0.7,0.71,0.982,1.07,0.833,0.586,1.18,1.48,1,0.73,0.74,1.02,1.17,1.11,0.85,1,1,0,11.02.03.04
13856,1332,14628,847,0,24583,1310,9762,515,0,21226,1286,3397,616,0,30058,2248,4618,829,0,33937,2007,9943,1217,0,13070,1335,3912,984,0,25760,1809,13158,1107,0,3222,1279,18397,3801,0,12451,636,3890,450,0,20887,966,2463,489,0,0.957,0.913,0.942,0.902,0.916,0.939,0.955,0.973,0.961,0.861,2.334,6.973,6.715,3.157,3.888,1.936,3.421,9.684,0.9,2.51,7.17,7.33,3.65,4,1.98,0.13,3.43,1,1,0,01.04
1877,1252,1324,724,0,2964,1218,2245,490,0,1770,1104,1518,594,0,2458,1464,2557,813,0,2978,1642,5088,1144,0,1485,1207,1707,987,0,2274,1105,6698,887,0,7718,1484,6225,3486,0,2791,596,2414,424,0,2567,865,2618,481,0,0.869,0.884,0.9,0.786,0.912,0.632,0.951,0.952,0.964,0.885,0.902,0.596,0.464,0.31,0.199,0.19,1.08,0.762,1.04,0.99,0.72,0.56,0.33,0.38,0.2,2.27,1.1,1,1,0,11.02.03.04
1762,1084,1182,572,0,2167,1208,1309,500,0,1779,1169,1219,604,0,2087,1380,1371,776,0,2170,1373,1781,839,0,1704,1255,1357,968,0,1741,1040,1447,692,0,2019,1028,5463,3020,0,989,527,1069,375,0,1565,969,1291,455,0,0.879,0.901,0.864,0.863,0.881,0.697,0.921,0.93,0.838,1.056,1.021,0.891,1.016,0.773,0.804,0.895,0.602,0.87,1.11,1.18,0.99,1.18,0.84,1.15,0.92,0.4,0.66,1,1,0,01.04
1985,1168,1449,589,0,2298,1134,1864,462,0,1881,1121,1127,595,0,2481,1450,1441,826,0,3042,1604,2419,1023,0,1754,1348,1481,1138,0,2493,1111,1830,726,0,3911,1799,5961,3811,0,2188,571,1692,446,0,2057,917,1378,460,0,0.927,0.931,0.957,0.919,0.919,0.675,0.952,0.971,0.973,0.894,0.727,1.297,1.517,0.985,0.854,1.262,1.305,1.166,0.95,0.83,1.42,1.67,1.03,1.18,1.25,0.98,1.29,2,1,1,20.01.10
1637,1052,1132,530,0,2460,1252,1781,550,0,1659,1105,1288,577,0,2204,1502,1774,796,0,2429,1476,2068,940,0,1933,1457,1834,1233,0,1939,1097,1413,747,0,6090,1650,5904,3745,0,1665,614,2033,456,0,1800,946,2054,494,0,0.921,0.949,0.954,0.869,0.873,0.806,0.929,0.926,0.952,0.936,0.906,0.661,0.589,0.641,0.508,1.141,0.622,0.49,0.97,0.98,0.77,0.71,0.84,0.79,1.26,2.05,0.66,5,1,0,20.09.07.03
3082,1396,2025,719,0,2652,1233,1367,451,0,2002,1158,1302,560,0,2588,1763,1587,1006,0,3385,1638,1882,1010,0,2832,1655,1580,1109,0,1574,1094,696,542,0,5162,1173,4630,3069,0,2616,548,1877,419,0,3906,826,2496,392,0,0.867,0.902,0.876,0.886,0.88,0.803,0.214,0.921,0.944,1.069,1.402,1.054,1.238,1.771,2.232,2.264,1.293,1.417,1.29,1.54,1.13,1.41,2,2.49,3.11,2.55,1.41,1,1,0,16.03.03
2409,1572,1363,718,0,1617,1290,869,590,0,1573,1235,1021,632,0,2507,1976,6818,1954,0,2780,1639,23824,1959,0,3451,1875,24767,1743,0,1210,996,3451,1028,0,1423,1079,14165,3044,0,976,632,962,452,0,1554,880,5929,526,0,0.636,0.735,0.616,0.379,0.88,0.899,0.609,0.761,0.839,0.627,0.894,0.534,0.053,0.046,0.061,0.06,0.549,0.115,1.29,1.17,0.86,0.1,0.05,0.06,0.08,0.03,0.67,1,1,0,43.01.03.09
1778,1292,1075,724,0,1892,1550,1507,761,0,1833,1448,2200,862,0,3046,1918,1705,868,1,2431,1682,2804,1013,0,1701,1363,1711,958,0,1825,1210,1939,891,0,2672,1202,3876,3180,0,805,424,1894,334,0,1728,889,3395,400,0,0.499,0.524,0.657,0.33,0.724,0.803,0.891,0.934,0.949,0.705,0.213,0.159,0.771,0.301,0.31,0.533,0.212,0.255,1.38,0.45,0.28,1.34,0.41,0.44,0.58,2.11,0.24,1,1,0,16.01
4159,1168,3304,688,0,10369,1156,5612,452,0,5146,1190,3164,618,0,5092,1377,3333,700,0,8306,1558,6062,1092,0,3514,1260,2721,972,0,8370,1179,7153,821,0,15851,1579,7541,3557,0,5494,658,2409,463,0,5490,862,1842,443,0,0.905,0.912,0.961,0.919,0.936,0.911,0.928,0.981,0.895,0.998,1.68,1.517,1.323,1.246,1.201,1.025,2.561,2.983,1.14,1.78,1.55,1.41,1.35,1.28,1.13,3.58,2.48,1,1,0,42.01
6648,1515,4709,849,0,4993,1232,3713,464,0,3163,1169,2161,552,0,3879,1749,2036,916,0,5398,1696,3967,956,0,4105,1517,3215,1062,0,1650,1133,1078,690,0,12020,1100,8798,2923,0,3453,624,3212,423,0,4630,909,3077,391,0,0.917,0.928,0.937,0.897,0.965,0.902,0.795,0.95,0.963,1.241,1.114,1.192,1.73,1.194,1.04,1.016,0.97,1.327,1.32,1.15,1.23,1.9,1.22,1.2,1.33,1.85,1.01,1,1,1,20.01.07
1989,1202,1380,662,0,3784,1055,2010,366,1,1886,1406,1208,735,0,2347,1460,1348,764,0,2300,1366,1592,865,0,1792,1352,1321,979,0,1752,1175,1335,776,0,1951,1038,4065,3106,0,1094,474,814,357,0,2015,923,1106,427,0,0.862,0.949,0.852,0.837,0.825,0.658,0.891,0.936,0.885,0.987,2.297,0.858,1.02,1.063,0.926,0.954,1.331,1.455,1.09,1.65,1.01,1.51,1.28,1.28,1.03,0.95,1.35,1,1,0,11.02.03.04
8151,1698,7614,1200,0,9702,1348,2228,404,0,6166,1258,2515,626,0,6647,1787,1973,838,0,17147,2472,4490,1156,0,7160,1978,3204,1417,0,4356,1149,3029,732,0,17283,1487,8316,3616,0,2229,650,705,458,0,2756,926,752,435,0,0.873,0.934,0.957,0.936,0.971,0.908,0.915,0.867,0.717,0.798,4.244,2.573,4.079,4.176,2.567,1.298,5.981,2.717,1,4.58,2.59,4.28,4.4,2.89,1.39,3.36,6.39,2,1,0,12.01.01
1874,1256,1199,732,0,1867,1151,1179,444,0,1837,1342,1289,778,0,2479,1810,1520,980,0,2234,1478,1565,1012,0,1623,1319,1209,964,0,1696,1137,1201,732,0,2231,1294,5350,3382,0,823,447,740,334,0,1516,910,1027,410,0,0.726,0.878,0.834,0.811,0.891,0.481,0.885,0.939,0.918,0.878,0.83,0.771,0.971,0.995,0.605,1.005,0.85,0.934,1.32,0.97,0.96,1.23,1.36,1.24,1.19,0.47,0.92,1,1,0,16.03.01
3747,1198,3361,712,0,6168,1306,4591,570,0,2934,1281,2816,736,0,3538,1466,2597,853,0,6167,1668,3963,1100,0,2153,1456,1441,1076,0,4919,1388,2838,895,0,10339,1700,11013,4155,0,2845,582,3704,409,0,2094,954,1448,455,0,0.86,0.927,0.945,0.928,0.944,0.525,0.962,0.973,0.929,0.816,1.189,0.749,1.09,1.478,1.154,1.711,0.668,1.081,0.96,1.2,0.79,1.18,1.57,1.9,1.81,1.25,0.68,5,1,0,20.09.07.03
3004,1160,2128,649,0,6177,1140,5359,492,0,3166,1267,3170,646,0,3481,1304,3096,697,0,6188,1568,5293,1121,0,2379,1229,1972,846,0,5122,1214,4557,815,0,18826,1883,8694,3941,0,4751,641,4720,480,0,4042,855,3138,467,0,0.869,0.944,0.917,0.959,0.95,0.896,0.918,0.951,0.956,1.037,0.968,0.683,0.866,1.068,0.948,0.972,0.913,1.102,1.24,1.03,0.75,0.9,1.1,1.02,1.04,3.56,0.96,1,1,0,01.06.06.11
2080,1149,1465,570,0,3509,1313,2691,518,0,1944,1192,1233,588,0,2392,1424,1529,754,0,2782,1391,2076,940,0,1692,1179,1287,902,0,2921,1121,1752,748,0,3289,1140,4211,3046,0,2157,579,1924,407,0,2362,984,1716,465,0,0.802,0.921,0.891,0.934,0.9,0.605,0.855,0.913,0.918,0.864,0.936,1.101,1.167,1.114,0.701,4.105,0.914,1.059,1.04,1.01,1.16,1.24,1.22,1.33,1.79,1.84,1.04,1,1,0,11.02.03.04
5565,1185,4678,648,0,9288,1242,10893,562,0,5997,1250,2911,652,0,6459,1460,2275,740,0,13539,1558,3811,1009,0,3184,1214,1843,928,0,10814,1379,3637,991,0,10053,1502,9957,3776,0,7011,605,4752,458,0,5962,878,1935,434,0,0.911,0.935,0.946,0.957,0.95,0.901,0.921,0.943,0.94,0.929,0.725,2.04,3.214,4.017,2.02,3.211,1.386,3.365,1.08,0.77,2.1,3.25,4.27,2.15,3.56,1.38,1.49,1,1,0,32.01
3146,1226,2637,596,0,3074,1269,2056,543,0,2464,1233,1446,668,0,3232,1550,2821,855,0,3805,1499,4739,1085,0,2345,1263,2503,960,0,2787,1165,2810,869,0,6570,1113,10454,3146,0,3719,509,1635,353,0,4534,1000,3348,480,0,0.917,0.959,0.95,0.965,0.965,0.935,0.962,0.952,0.969,0.897,1.134,1.523,0.807,0.602,0.644,0.773,2.509,1.214,0.94,1.19,1.58,0.85,0.63,0.7,0.83,0.74,2.5,1,1,0,14.01
3319,1414,2297,734,0,4946,1142,2152,417,0,2558,1192,1302,623,0,2896,1500,1799,770,0,6034,1705,2958,953,0,3432,1540,1852,1076,0,2434,1143,1260,676,0,16311,1644,5655,3400,0,3346,664,1673,506,0,4247,893,3364,455,0,0.924,0.951,0.929,0.925,0.905,0.919,0.919,0.887,0.96,1.08,2.079,1.968,1.259,1.927,2.229,2.018,1.881,1.122,1.21,2.19,2.01,1.35,2.15,2.43,2.21,6.5,2.29,1,1,0,42.16
1661,1162,967,560,0,1735,990,1019,366,0,1606,1217,985,659,0,2278,1562,4950,953,0,2294,1502,16902,1341,0,1926,1314,10365,1140,0,1589,1167,14621,883,0,1002,868,3266,2945,0,938,481,925,387,0,1406,909,3588,467,0,0.717,0.906,0.761,0.578,0.813,0.874,0.886,0.608,0.888,0.854,0.923,0.839,0.124,0.041,0.05,0.027,0.719,0.139,1.22,1.14,1.19,0.17,0.05,0.06,0.03,0.41,0.84,1,1,0,43.01.03.09
4313,1203,3381,656,0,9098,1478,5154,700,0,3706,1190,2039,612,0,4116,1469,2497,785,0,6966,1634,4216,1124,0,2443,1546,1789,1186,0,4796,1322,2446,885,0,3901,1299,5214,3424,0,5861,604,4132,449,0,3896,947,3404,497,0,0.89,0.944,0.944,0.945,0.964,0.692,0.889,0.956,0.963,1.009,1.573,1.687,1.474,1.657,1.023,1.895,1.407,0.968,1.14,1.71,1.76,1.54,1.72,1.48,2.22,1.45,1.42,1,1,0,01.05
13649,1964,11785,1217,0,8787,1526,5337,710,0,8732,1287,5444,704,0,11025,2832,2761,1278,0,19143,2331,3628,1120,0,16196,1948,4849,1405,0,2892,1227,1110,672,0,27040,1277,15478,3129,0,18911,796,4044,492,0,29805,946,1544,416,0,0.91,0.913,0.951,0.887,0.905,0.939,0.878,0.918,0.956,1.018,1.509,1.572,4.272,6.522,4.028,3.315,4.345,24.32,1.1,1.56,1.57,5.52,6.7,4.13,3.8,2.08,5.09,1,1,0,34.01.01.01
8108,1380,8373,934,0,6755,1810,4560,860,0,6978,1443,4504,807,0,5989,1876,3184,998,0,8239,1671,4988,1051,0,7195,1372,4869,1026,0,8212,1355,5510,885,0,2588,1228,4117,3094,0,3089,463,1587,337,0,6374,971,2426,467,0,0.926,0.928,0.952,0.942,0.966,0.961,0.944,0.918,0.965,0.797,1.241,1.372,1.788,1.652,1.421,1.39,1.93,2.703,0.9,1.33,1.49,1.88,1.66,1.51,1.48,1.32,2.1,1,1,0,16.03.01
